dispositif,volet,nombre_aides,montant_total,reg,libelle_region,code_section,libelle_section
Fonds de solidarité,VOLET1,9851,13525115.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,14,17600.00,84,Auvergne-Rhône-Alpes,B,Industries extractives
Fonds de solidarité,VOLET1,19598,25132127.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière
Fonds de solidarité,VOLET1,169,227743.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,1073,1333267.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,55210,79441111.00,84,Auvergne-Rhône-Alpes,F,Construction
Fonds de solidarité,VOLET1,70848,94516931.00,84,Auvergne-Rhône-Alpes,G,Commerce
Fonds de solidarité,VOLET1,18755,26077833.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage
Fonds de solidarité,VOLET1,57049,81909697.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration
Fonds de solidarité,VOLET1,7660,10038663.00,84,Auvergne-Rhône-Alpes,J,Information et communication
Fonds de solidarité,VOLET1,3427,4837870.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,12978,17621056.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières
Fonds de solidarité,VOLET1,40597,54928605.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,19029,24654184.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,8,11222.00,84,Auvergne-Rhône-Alpes,O,Administration publique
Fonds de solidarité,VOLET1,37894,48285029.00,84,Auvergne-Rhône-Alpes,P,Enseignement
Fonds de solidarité,VOLET1,45422,60936441.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,22471,27543552.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,46786,57176528.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services
Fonds de solidarité,VOLET1,3385,4659014.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,8,12000.00,27,Bourgogne-Franche-Comté,B,Industries extractives
Fonds de solidarité,VOLET1,5466,6904116.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière
Fonds de solidarité,VOLET1,15,19150.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,445,556274.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,13638,19553678.00,27,Bourgogne-Franche-Comté,F,Construction
Fonds de solidarité,VOLET1,21932,28861658.00,27,Bourgogne-Franche-Comté,G,Commerce
Fonds de solidarité,VOLET1,2614,3554198.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage
Fonds de solidarité,VOLET1,16591,23660822.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration
Fonds de solidarité,VOLET1,1405,1758828.00,27,Bourgogne-Franche-Comté,J,Information et communication
Fonds de solidarité,VOLET1,822,1121208.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,2898,3836547.00,27,Bourgogne-Franche-Comté,L,Activités immobilières
Fonds de solidarité,VOLET1,7895,10666150.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,3884,4943996.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,9,12150.00,27,Bourgogne-Franche-Comté,O,Administration publique
Fonds de solidarité,VOLET1,5582,6720729.00,27,Bourgogne-Franche-Comté,P,Enseignement
Fonds de solidarité,VOLET1,9976,13287753.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,5690,6806406.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,14332,17678938.00,27,Bourgogne-Franche-Comté,S,Autres activités de services
Fonds de solidarité,VOLET1,2798,3827502.00,53,Bretagne,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,10,15000.00,53,Bretagne,B,Industries extractives
Fonds de solidarité,VOLET1,7305,9005560.00,53,Bretagne,C,Industrie manufacturière
Fonds de solidarité,VOLET1,24,34245.00,53,Bretagne,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,290,347544.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,15283,21852716.00,53,Bretagne,F,Construction
Fonds de solidarité,VOLET1,23815,31923781.00,53,Bretagne,G,Commerce
Fonds de solidarité,VOLET1,3269,4512284.00,53,Bretagne,H,Transports et entreposage
Fonds de solidarité,VOLET1,22570,32386658.00,53,Bretagne,I,Hébergement et restauration
Fonds de solidarité,VOLET1,2277,2871252.00,53,Bretagne,J,Information et communication
Fonds de solidarité,VOLET1,1043,1470569.00,53,Bretagne,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,4296,5612754.00,53,Bretagne,L,Activités immobilières
Fonds de solidarité,VOLET1,11734,15798694.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,4975,6190655.00,53,Bretagne,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,6,9000.00,53,Bretagne,O,Administration publique
Fonds de solidarité,VOLET1,6300,7718009.00,53,Bretagne,P,Enseignement
Fonds de solidarité,VOLET1,16669,22512402.00,53,Bretagne,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,7111,8517065.00,53,Bretagne,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,16062,19904970.00,53,Bretagne,S,Autres activités de services
Fonds de solidarité,VOLET1,2468,3385290.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,4591,5848803.00,24,Centre-Val de Loire,C,Industrie manufacturière
Fonds de solidarité,VOLET1,9,13500.00,24,Centre-Val de Loire,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,277,283339.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,13465,19243786.00,24,Centre-Val de Loire,F,Construction
Fonds de solidarité,VOLET1,17789,23229665.00,24,Centre-Val de Loire,G,Commerce
Fonds de solidarité,VOLET1,3396,4784308.00,24,Centre-Val de Loire,H,Transports et entreposage
Fonds de solidarité,VOLET1,13228,18975516.00,24,Centre-Val de Loire,I,Hébergement et restauration
Fonds de solidarité,VOLET1,1533,1988978.00,24,Centre-Val de Loire,J,Information et communication
Fonds de solidarité,VOLET1,697,973283.00,24,Centre-Val de Loire,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,2956,3970166.00,24,Centre-Val de Loire,L,Activités immobilières
Fonds de solidarité,VOLET1,7369,9979648.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,3965,5013030.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,5,3895.00,24,Centre-Val de Loire,O,Administration publique
Fonds de solidarité,VOLET1,4556,5677475.00,24,Centre-Val de Loire,P,Enseignement
Fonds de solidarité,VOLET1,8522,11292774.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,5078,6227092.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,12852,15838449.00,24,Centre-Val de Loire,S,Autres activités de services
Fonds de solidarité,VOLET1,2233,3081121.00,94,Corse,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,1771,2341208.00,94,Corse,C,Industrie manufacturière
Fonds de solidarité,VOLET1,28,40526.00,94,Corse,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,4441,6304493.00,94,Corse,F,Construction
Fonds de solidarité,VOLET1,4717,6567106.00,94,Corse,G,Commerce
Fonds de solidarité,VOLET1,730,1039007.00,94,Corse,H,Transports et entreposage
Fonds de solidarité,VOLET1,4847,6961961.00,94,Corse,I,Hébergement et restauration
Fonds de solidarité,VOLET1,313,418334.00,94,Corse,J,Information et communication
Fonds de solidarité,VOLET1,115,160890.00,94,Corse,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,1167,1591388.00,94,Corse,L,Activités immobilières
Fonds de solidarité,VOLET1,3051,4257166.00,94,Corse,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,1720,2193172.00,94,Corse,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,872,1069382.00,94,Corse,P,Enseignement
Fonds de solidarité,VOLET1,1692,2278963.00,94,Corse,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,971,1263801.00,94,Corse,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,2562,3079816.00,94,Corse,S,Autres activités de services
Fonds de solidarité,VOLET1,4746,6611817.00,44,Grand Est,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,11,12780.00,44,Grand Est,B,Industries extractives
Fonds de solidarité,VOLET1,9583,12499535.00,44,Grand Est,C,Industrie manufacturière
Fonds de solidarité,VOLET1,22,28012.00,44,Grand Est,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,984,1194956.00,44,Grand Est,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,28233,40587945.00,44,Grand Est,F,Construction
Fonds de solidarité,VOLET1,40122,53351191.00,44,Grand Est,G,Commerce
Fonds de solidarité,VOLET1,6686,9098602.00,44,Grand Est,H,Transports et entreposage
Fonds de solidarité,VOLET1,27107,39088692.00,44,Grand Est,I,Hébergement et restauration
Fonds de solidarité,VOLET1,3106,3990653.00,44,Grand Est,J,Information et communication
Fonds de solidarité,VOLET1,1724,2392050.00,44,Grand Est,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,5021,6773135.00,44,Grand Est,L,Activités immobilières
Fonds de solidarité,VOLET1,17320,23296458.00,44,Grand Est,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,7564,9673886.00,44,Grand Est,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,7,10500.00,44,Grand Est,O,Administration publique
Fonds de solidarité,VOLET1,9522,11630625.00,44,Grand Est,P,Enseignement
Fonds de solidarité,VOLET1,20449,27899564.00,44,Grand Est,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,9421,11240539.00,44,Grand Est,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,29176,35132212.00,44,Grand Est,S,Autres activités de services
Fonds de solidarité,VOLET1,3,2350.00,44,Grand Est,,
Fonds de solidarité,VOLET1,4469,6211948.00,01,Guadeloupe,A,"Agriculture, sylviculture et pêche"
