dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2168.00,113950843.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-04-23
Prêts garantis par l'Etat,18.00,6202000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-04-23
Prêts garantis par l'Etat,7832.00,2784263867.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-04-23
Prêts garantis par l'Etat,14.00,1015830.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-23
Prêts garantis par l'Etat,192.00,70717753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-23
Prêts garantis par l'Etat,12438.00,1522649685.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-04-23
Prêts garantis par l'Etat,19846.00,3815730095.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-04-23
Prêts garantis par l'Etat,2439.00,486972434.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-04-23
Prêts garantis par l'Etat,13228.00,1232508660.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-04-23
Prêts garantis par l'Etat,1677.00,423219223.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-04-23
Prêts garantis par l'Etat,1442.00,1294491130.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-04-23
Prêts garantis par l'Etat,1983.00,207781665.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-04-23
Prêts garantis par l'Etat,7763.00,1680558579.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-04-23
Prêts garantis par l'Etat,3296.00,448153237.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-04-23
Prêts garantis par l'Etat,1771.00,115117019.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-04-23
Prêts garantis par l'Etat,5402.00,337272818.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-04-23
Prêts garantis par l'Etat,1753.00,345230348.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-04-23
Prêts garantis par l'Etat,4931.00,160788794.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-04-23
Prêts garantis par l'Etat,77.00,8472090.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-04-23
Prêts garantis par l'Etat,1327.00,111033741.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-04-23
Prêts garantis par l'Etat,14.00,4922500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-04-23
Prêts garantis par l'Etat,2338.00,916024842.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-04-23
Prêts garantis par l'Etat,3.00,137000.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-23
Prêts garantis par l'Etat,68.00,13912754.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-23
Prêts garantis par l'Etat,3437.00,356637092.00,27,Bourgogne-Franche-Comté,F,Construction,2021-04-23
Prêts garantis par l'Etat,6059.00,925697967.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-04-23
Prêts garantis par l'Etat,588.00,85333380.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-04-23
Prêts garantis par l'Etat,3556.00,237679440.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-04-23
Prêts garantis par l'Etat,291.00,39666163.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-04-23
Prêts garantis par l'Etat,377.00,309045769.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-04-23
Prêts garantis par l'Etat,458.00,36199486.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-04-23
Prêts garantis par l'Etat,1557.00,241864607.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-04-23
Prêts garantis par l'Etat,713.00,118627918.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-04-23
Prêts garantis par l'Etat,421.00,25491824.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-04-23
Prêts garantis par l'Etat,1548.00,83134776.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-04-23
Prêts garantis par l'Etat,498.00,47885236.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-04-23
Prêts garantis par l'Etat,1574.00,41078858.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-04-23
