dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,code_section,libelle_section
Fonds de solidarité,VOLET1,19142,7081,34290127.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,27,10,34871.00,84,Auvergne-Rhône-Alpes,B,Industries extractives
Fonds de solidarité,VOLET1,35405,11214,63778026.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière
Fonds de solidarité,VOLET1,441,105,888165.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,1754,561,2538342.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,81197,31745,127595489.00,84,Auvergne-Rhône-Alpes,F,Construction
Fonds de solidarité,VOLET1,136413,39130,345884979.00,84,Auvergne-Rhône-Alpes,G,Commerce
Fonds de solidarité,VOLET1,51699,9772,116276817.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage
Fonds de solidarité,VOLET1,177584,28786,912488873.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration
Fonds de solidarité,VOLET1,18032,4656,36721074.00,84,Auvergne-Rhône-Alpes,J,Information et communication
Fonds de solidarité,VOLET1,6895,2044,12701084.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,27440,8092,56241922.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières
Fonds de solidarité,VOLET1,86737,24422,209258726.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,41394,10996,105983426.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,16,6,105242.00,84,Auvergne-Rhône-Alpes,O,Administration publique
Fonds de solidarité,VOLET1,90485,19098,156423200.00,84,Auvergne-Rhône-Alpes,P,Enseignement
Fonds de solidarité,VOLET1,56076,23581,75511275.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,72864,12974,180250547.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,87286,23882,157671966.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services
Fonds de solidarité,VOLET1,6771,2633,15926765.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,17,6,34562.00,27,Bourgogne-Franche-Comté,B,Industries extractives
Fonds de solidarité,VOLET1,9525,3160,15589743.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière
Fonds de solidarité,VOLET1,25,10,38832.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,779,250,1305571.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,18933,7951,28799681.00,27,Bourgogne-Franche-Comté,F,Construction
Fonds de solidarité,VOLET1,40117,12014,88019973.00,27,Bourgogne-Franche-Comté,G,Commerce
Fonds de solidarité,VOLET1,5502,1491,12314456.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage
Fonds de solidarité,VOLET1,50022,8043,231624877.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration
Fonds de solidarité,VOLET1,3173,831,6558318.00,27,Bourgogne-Franche-Comté,J,Information et communication
Fonds de solidarité,VOLET1,1444,446,2293608.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,5413,1663,9516004.00,27,Bourgogne-Franche-Comté,L,Activités immobilières
Fonds de solidarité,VOLET1,16445,4744,40266935.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,8129,2246,20107901.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,18,3,24456.00,27,Bourgogne-Franche-Comté,O,Administration publique
Fonds de solidarité,VOLET1,12418,2722,19743004.00,27,Bourgogne-Franche-Comté,P,Enseignement
Fonds de solidarité,VOLET1,12255,5265,16224772.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,18018,3134,43011817.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,26250,7239,47336890.00,27,Bourgogne-Franche-Comté,S,Autres activités de services
Fonds de solidarité,VOLET1,4871,1800,9331092.00,53,Bretagne,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,16,5,25775.00,53,Bretagne,B,Industries extractives
Fonds de solidarité,VOLET1,12844,4107,20783997.00,53,Bretagne,C,Industrie manufacturière
Fonds de solidarité,VOLET1,35,13,52910.00,53,Bretagne,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,413,157,591025.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,19489,8998,29352069.00,53,Bretagne,F,Construction
Fonds de solidarité,VOLET1,42364,12996,98062978.00,53,Bretagne,G,Commerce
Fonds de solidarité,VOLET1,7685,1829,17016646.00,53,Bretagne,H,Transports et entreposage
Fonds de solidarité,VOLET1,67735,11117,343964905.00,53,Bretagne,I,Hébergement et restauration
Fonds de solidarité,VOLET1,5520,1390,12375689.00,53,Bretagne,J,Information et communication
Fonds de solidarité,VOLET1,1936,608,3857956.00,53,Bretagne,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,7408,2369,13416192.00,53,Bretagne,L,Activités immobilières
Fonds de solidarité,VOLET1,24647,7260,63353703.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,9790,2877,24791725.00,53,Bretagne,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,13435,3093,23149562.00,53,Bretagne,P,Enseignement
Fonds de solidarité,VOLET1,19943,8850,26785778.00,53,Bretagne,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,22040,4235,54770176.00,53,Bretagne,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,29440,8449,54539067.00,53,Bretagne,S,Autres activités de services
Fonds de solidarité,VOLET1,4757,1673,11629022.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,8192,2606,13228844.00,24,Centre-Val de Loire,C,Industrie manufacturière
Fonds de solidarité,VOLET1,21,5,32680.00,24,Centre-Val de Loire,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,432,152,591546.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,18174,7654,28019864.00,24,Centre-Val de Loire,F,Construction
Fonds de solidarité,VOLET1,31837,9694,69330689.00,24,Centre-Val de Loire,G,Commerce
Fonds de solidarité,VOLET1,8210,1919,17380059.00,24,Centre-Val de Loire,H,Transports et entreposage
Fonds de solidarité,VOLET1,39731,6456,181719378.00,24,Centre-Val de Loire,I,Hébergement et restauration
Fonds de solidarité,VOLET1,3555,933,7580526.00,24,Centre-Val de Loire,J,Information et communication
Fonds de solidarité,VOLET1,1293,388,2347388.00,24,Centre-Val de Loire,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,5531,1647,10090114.00,24,Centre-Val de Loire,L,Activités immobilières
Fonds de solidarité,VOLET1,15335,4353,36065105.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,8143,2253,19465599.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,9582,2263,16826579.00,24,Centre-Val de Loire,P,Enseignement
Fonds de solidarité,VOLET1,10399,4508,13599768.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,16131,2958,41196327.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,23218,6568,41323669.00,24,Centre-Val de Loire,S,Autres activités de services
Fonds de solidarité,VOLET1,4042,1110,7374369.00,94,Corse,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,3330,893,6042266.00,94,Corse,C,Industrie manufacturière
Fonds de solidarité,VOLET1,48,21,115986.00,94,Corse,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,6720,2425,10556736.00,94,Corse,F,Construction
Fonds de solidarité,VOLET1,10028,2563,27396094.00,94,Corse,G,Commerce
Fonds de solidarité,VOLET1,1726,395,5710536.00,94,Corse,H,Transports et entreposage
Fonds de solidarité,VOLET1,16971,2736,87162172.00,94,Corse,I,Hébergement et restauration
Fonds de solidarité,VOLET1,760,185,1981041.00,94,Corse,J,Information et communication
Fonds de solidarité,VOLET1,230,68,613105.00,94,Corse,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,2783,679,6697790.00,94,Corse,L,Activités immobilières
Fonds de solidarité,VOLET1,7353,1797,25189930.00,94,Corse,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,3839,906,9483525.00,94,Corse,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,2084,399,3579252.00,94,Corse,P,Enseignement
Fonds de solidarité,VOLET1,2196,918,2930996.00,94,Corse,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,3110,529,9324259.00,94,Corse,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,4845,1271,8453501.00,94,Corse,S,Autres activités de services
Fonds de solidarité,VOLET1,28851,12063,127922565.00,44,Grand Est,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,16,6,26558.00,44,Grand Est,B,Industries extractives
Fonds de solidarité,VOLET1,17390,5586,35321608.00,44,Grand Est,C,Industrie manufacturière
Fonds de solidarité,VOLET1,134,58,184964.00,44,Grand Est,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,1854,528,2812509.00,44,Grand Est,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,39544,15709,60726279.00,44,Grand Est,F,Construction
Fonds de solidarité,VOLET1,75020,22175,170460515.00,44,Grand Est,G,Commerce
Fonds de solidarité,VOLET1,16678,3547,35876071.00,44,Grand Est,H,Transports et entreposage
Fonds de solidarité,VOLET1,85881,13794,446909243.00,44,Grand Est,I,Hébergement et restauration
Fonds de solidarité,VOLET1,7124,1876,14962320.00,44,Grand Est,J,Information et communication
Fonds de solidarité,VOLET1,3260,1037,5425312.00,44,Grand Est,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,10261,3015,19120161.00,44,Grand Est,L,Activités immobilières
Fonds de solidarité,VOLET1,35846,10323,79830562.00,44,Grand Est,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,16169,4463,38848645.00,44,Grand Est,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,19,4,44325.00,44,Grand Est,O,Administration publique
Fonds de solidarité,VOLET1,20354,4654,34368692.00,44,Grand Est,P,Enseignement
Fonds de solidarité,VOLET1,25124,11078,34209835.00,44,Grand Est,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,30631,5270,75753447.00,44,Grand Est,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,53356,14641,95214227.00,44,Grand Est,S,Autres activités de services
Fonds de solidarité,VOLET1,11815,2520,18828033.00,01,Guadeloupe,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,4290,1178,7030070.00,01,Guadeloupe,C,Industrie manufacturière
Fonds de solidarité,VOLET1,15,6,22500.00,01,Guadeloupe,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,68,25,106750.00,01,Guadeloupe,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,6253,2137,9555127.00,01,Guadeloupe,F,Construction
Fonds de solidarité,VOLET1,11350,3094,18355062.00,01,Guadeloupe,G,Commerce
Fonds de solidarité,VOLET1,3652,723,6346834.00,01,Guadeloupe,H,Transports et entreposage
Fonds de solidarité,VOLET1,12498,2013,24796922.00,01,Guadeloupe,I,Hébergement et restauration
Fonds de solidarité,VOLET1,1177,295,2288432.00,01,Guadeloupe,J,Information et communication
Fonds de solidarité,VOLET1,360,104,592677.00,01,Guadeloupe,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,1622,426,2517359.00,01,Guadeloupe,L,Activités immobilières
Fonds de solidarité,VOLET1,4342,1235,6991175.00,01,Guadeloupe,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,6550,1356,13190579.00,01,Guadeloupe,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,2547,649,3467257.00,01,Guadeloupe,P,Enseignement
Fonds de solidarité,VOLET1,2487,1004,3626705.00,01,Guadeloupe,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,2821,472,5482520.00,01,Guadeloupe,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,3868,1109,5444544.00,01,Guadeloupe,S,Autres activités de services
Fonds de solidarité,VOLET1,5028,806,8740853.00,03,Guyane,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,132,29,361706.00,03,Guyane,B,Industries extractives
Fonds de solidarité,VOLET1,2103,394,4456809.00,03,Guyane,C,Industrie manufacturière
Fonds de solidarité,VOLET1,36,9,80616.00,03,Guyane,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,5842,1068,13419145.00,03,Guyane,F,Construction
Fonds de solidarité,VOLET1,4927,956,10467774.00,03,Guyane,G,Commerce
Fonds de solidarité,VOLET1,1666,287,4039749.00,03,Guyane,H,Transports et entreposage
Fonds de solidarité,VOLET1,3753,566,9344831.00,03,Guyane,I,Hébergement et restauration
Fonds de solidarité,VOLET1,478,82,1149358.00,03,Guyane,J,Information et communication
Fonds de solidarité,VOLET1,239,43,542161.00,03,Guyane,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,422,79,841386.00,03,Guyane,L,Activités immobilières
Fonds de solidarité,VOLET1,2079,419,4402616.00,03,Guyane,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,2340,387,5688645.00,03,Guyane,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,836,152,1561781.00,03,Guyane,P,Enseignement
Fonds de solidarité,VOLET1,823,238,1508366.00,03,Guyane,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,859,134,1942771.00,03,Guyane,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,1527,279,2920089.00,03,Guyane,S,Autres activités de services
Fonds de solidarité,VOLET1,5454,2112,14206374.00,32,Hauts-de-France,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,6,3,8323.00,32,Hauts-de-France,B,Industries extractives
