dispositif,nombre_pge,montant_total,reg,libelle_region,dep,libelle_departement,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,120.00,5681994.00,84,Auvergne-Rhône-Alpes,01,Ain,A,"Agriculture, sylviculture et pêche",2021-02-26
Prêts garantis par l'Etat,657.00,275842009.00,84,Auvergne-Rhône-Alpes,01,Ain,C,Industrie manufacturière,2021-02-26
Prêts garantis par l'Etat,14.00,4525000.00,84,Auvergne-Rhône-Alpes,01,Ain,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-26
Prêts garantis par l'Etat,989.00,101206319.00,84,Auvergne-Rhône-Alpes,01,Ain,F,Construction,2021-02-26
Prêts garantis par l'Etat,1244.00,287134681.00,84,Auvergne-Rhône-Alpes,01,Ain,G,Commerce,2021-02-26
Prêts garantis par l'Etat,123.00,11808024.00,84,Auvergne-Rhône-Alpes,01,Ain,H,Transports et entreposage,2021-02-26
Prêts garantis par l'Etat,775.00,58347084.00,84,Auvergne-Rhône-Alpes,01,Ain,I,Hébergement et restauration,2021-02-26
Prêts garantis par l'Etat,60.00,7560606.00,84,Auvergne-Rhône-Alpes,01,Ain,J,Information et communication,2021-02-26
Prêts garantis par l'Etat,67.00,35316000.00,84,Auvergne-Rhône-Alpes,01,Ain,K,Activités financières et d'assurance,2021-02-26
Prêts garantis par l'Etat,87.00,46326750.00,84,Auvergne-Rhône-Alpes,01,Ain,L,Activités immobilières,2021-02-26
Prêts garantis par l'Etat,396.00,109169089.00,84,Auvergne-Rhône-Alpes,01,Ain,M,"Activités spécialisées, scientifiques et techniques",2021-02-26
Prêts garantis par l'Etat,195.00,14641805.00,84,Auvergne-Rhône-Alpes,01,Ain,N,Activités de services administratifs et de soutien,2021-02-26
Prêts garantis par l'Etat,110.00,5958109.00,84,Auvergne-Rhône-Alpes,01,Ain,P,Enseignement,2021-02-26
Prêts garantis par l'Etat,302.00,19738018.00,84,Auvergne-Rhône-Alpes,01,Ain,Q,Santé humaine et action sociale,2021-02-26
Prêts garantis par l'Etat,94.00,8361445.00,84,Auvergne-Rhône-Alpes,01,Ain,R,"Arts, spectacles et activités récréatives",2021-02-26
