dispositif,nombre_pge,montant_total,reg,libelle_region,dep,libelle_departement,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,103.00,4872994.00,84,Auvergne-Rhône-Alpes,01,Ain,A,"Agriculture, sylviculture et pêche",2020-12-18
Prêts garantis par l'Etat,639.00,272706199.00,84,Auvergne-Rhône-Alpes,01,Ain,C,Industrie manufacturière,2020-12-18
Prêts garantis par l'Etat,15.00,6525000.00,84,Auvergne-Rhône-Alpes,01,Ain,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-12-18
Prêts garantis par l'Etat,949.00,98482819.00,84,Auvergne-Rhône-Alpes,01,Ain,F,Construction,2020-12-18
Prêts garantis par l'Etat,1207.00,280697231.00,84,Auvergne-Rhône-Alpes,01,Ain,G,Commerce,2020-12-18
Prêts garantis par l'Etat,113.00,11411414.00,84,Auvergne-Rhône-Alpes,01,Ain,H,Transports et entreposage,2020-12-18
Prêts garantis par l'Etat,749.00,56031728.00,84,Auvergne-Rhône-Alpes,01,Ain,I,Hébergement et restauration,2020-12-18
Prêts garantis par l'Etat,59.00,7448606.00,84,Auvergne-Rhône-Alpes,01,Ain,J,Information et communication,2020-12-18
Prêts garantis par l'Etat,67.00,35318000.00,84,Auvergne-Rhône-Alpes,01,Ain,K,Activités financières et d'assurance,2020-12-18
Prêts garantis par l'Etat,83.00,46120750.00,84,Auvergne-Rhône-Alpes,01,Ain,L,Activités immobilières,2020-12-18
Prêts garantis par l'Etat,371.00,107273466.00,84,Auvergne-Rhône-Alpes,01,Ain,M,"Activités spécialisées, scientifiques et techniques",2020-12-18
Prêts garantis par l'Etat,184.00,14224705.00,84,Auvergne-Rhône-Alpes,01,Ain,N,Activités de services administratifs et de soutien,2020-12-18
Prêts garantis par l'Etat,108.00,5777109.00,84,Auvergne-Rhône-Alpes,01,Ain,P,Enseignement,2020-12-18
Prêts garantis par l'Etat,290.00,19153052.00,84,Auvergne-Rhône-Alpes,01,Ain,Q,Santé humaine et action sociale,2020-12-18
Prêts garantis par l'Etat,91.00,8147445.00,84,Auvergne-Rhône-Alpes,01,Ain,R,"Arts, spectacles et activités récréatives",2020-12-18
Prêts garantis par l'Etat,339.00,8052476.00,84,Auvergne-Rhône-Alpes,01,Ain,S,Autres activités de services,2020-12-18
Prêts garantis par l'Etat,4.00,542000.00,84,Auvergne-Rhône-Alpes,01,Ain,Z,Non connu,2020-12-18
Prêts garantis par l'Etat,93.00,3800498.00,84,Auvergne-Rhône-Alpes,03,Allier,A,"Agriculture, sylviculture et pêche",2020-12-18
Prêts garantis par l'Etat,227.00,75875586.00,84,Auvergne-Rhône-Alpes,03,Allier,C,Industrie manufacturière,2020-12-18
Prêts garantis par l'Etat,3.00,1900000.00,84,Auvergne-Rhône-Alpes,03,Allier,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-12-18
Prêts garantis par l'Etat,345.00,32334440.00,84,Auvergne-Rhône-Alpes,03,Allier,F,Construction,2020-12-18
Prêts garantis par l'Etat,627.00,70990209.00,84,Auvergne-Rhône-Alpes,03,Allier,G,Commerce,2020-12-18
Prêts garantis par l'Etat,45.00,3700483.00,84,Auvergne-Rhône-Alpes,03,Allier,H,Transports et entreposage,2020-12-18
Prêts garantis par l'Etat,370.00,18649681.00,84,Auvergne-Rhône-Alpes,03,Allier,I,Hébergement et restauration,2020-12-18
Prêts garantis par l'Etat,22.00,9734585.00,84,Auvergne-Rhône-Alpes,03,Allier,J,Information et communication,2020-12-18
Prêts garantis par l'Etat,34.00,23160813.00,84,Auvergne-Rhône-Alpes,03,Allier,K,Activités financières et d'assurance,2020-12-18
Prêts garantis par l'Etat,39.00,1552478.00,84,Auvergne-Rhône-Alpes,03,Allier,L,Activités immobilières,2020-12-18
Prêts garantis par l'Etat,142.00,19964879.00,84,Auvergne-Rhône-Alpes,03,Allier,M,"Activités spécialisées, scientifiques et techniques",2020-12-18
Prêts garantis par l'Etat,57.00,4272735.00,84,Auvergne-Rhône-Alpes,03,Allier,N,Activités de services administratifs et de soutien,2020-12-18
Prêts garantis par l'Etat,52.00,2874500.00,84,Auvergne-Rhône-Alpes,03,Allier,P,Enseignement,2020-12-18
Prêts garantis par l'Etat,186.00,13494042.00,84,Auvergne-Rhône-Alpes,03,Allier,Q,Santé humaine et action sociale,2020-12-18
Prêts garantis par l'Etat,52.00,7067282.00,84,Auvergne-Rhône-Alpes,03,Allier,R,"Arts, spectacles et activités récréatives",2020-12-18
Prêts garantis par l'Etat,182.00,5449790.00,84,Auvergne-Rhône-Alpes,03,Allier,S,Autres activités de services,2020-12-18
Prêts garantis par l'Etat,3.00,52300.00,84,Auvergne-Rhône-Alpes,03,Allier,Z,Non connu,2020-12-18
Prêts garantis par l'Etat,229.00,9494573.00,84,Auvergne-Rhône-Alpes,07,Ardèche,A,"Agriculture, sylviculture et pêche",2020-12-18
Prêts garantis par l'Etat,249.00,82514206.00,84,Auvergne-Rhône-Alpes,07,Ardèche,C,Industrie manufacturière,2020-12-18
Prêts garantis par l'Etat,3.00,132000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-12-18
Prêts garantis par l'Etat,12.00,3299000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-12-18
Prêts garantis par l'Etat,444.00,34583221.00,84,Auvergne-Rhône-Alpes,07,Ardèche,F,Construction,2020-12-18
Prêts garantis par l'Etat,751.00,96592216.00,84,Auvergne-Rhône-Alpes,07,Ardèche,G,Commerce,2020-12-18
Prêts garantis par l'Etat,55.00,5014700.00,84,Auvergne-Rhône-Alpes,07,Ardèche,H,Transports et entreposage,2020-12-18
Prêts garantis par l'Etat,673.00,39514467.00,84,Auvergne-Rhône-Alpes,07,Ardèche,I,Hébergement et restauration,2020-12-18
Prêts garantis par l'Etat,26.00,5753800.00,84,Auvergne-Rhône-Alpes,07,Ardèche,J,Information et communication,2020-12-18
Prêts garantis par l'Etat,23.00,18050000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,K,Activités financières et d'assurance,2020-12-18
Prêts garantis par l'Etat,35.00,1850900.00,84,Auvergne-Rhône-Alpes,07,Ardèche,L,Activités immobilières,2020-12-18
Prêts garantis par l'Etat,152.00,13475649.00,84,Auvergne-Rhône-Alpes,07,Ardèche,M,"Activités spécialisées, scientifiques et techniques",2020-12-18
Prêts garantis par l'Etat,82.00,9522215.00,84,Auvergne-Rhône-Alpes,07,Ardèche,N,Activités de services administratifs et de soutien,2020-12-18
Prêts garantis par l'Etat,49.00,1687213.00,84,Auvergne-Rhône-Alpes,07,Ardèche,P,Enseignement,2020-12-18
Prêts garantis par l'Etat,198.00,11616951.00,84,Auvergne-Rhône-Alpes,07,Ardèche,Q,Santé humaine et action sociale,2020-12-18
Prêts garantis par l'Etat,70.00,8124164.00,84,Auvergne-Rhône-Alpes,07,Ardèche,R,"Arts, spectacles et activités récréatives",2020-12-18
