dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1574.00,84239289.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-08-14
Prêts garantis par l'Etat,3.00,1700000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-08-14
Prêts garantis par l'Etat,6538.00,2441843728.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-08-14
Prêts garantis par l'Etat,11.00,442859.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-08-14
Prêts garantis par l'Etat,127.00,47041178.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-08-14
Prêts garantis par l'Etat,10165.00,1321311922.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-08-14
Prêts garantis par l'Etat,16932.00,3398964092.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-08-14
Prêts garantis par l'Etat,1857.00,362515198.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-08-14
Prêts garantis par l'Etat,10923.00,862319259.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-08-14
Prêts garantis par l'Etat,1323.00,345739771.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-08-14
Prêts garantis par l'Etat,1162.00,1007850046.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-08-14
Prêts garantis par l'Etat,1592.00,141449420.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-08-14
Prêts garantis par l'Etat,6296.00,1336024094.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-08-14
Prêts garantis par l'Etat,2491.00,343352914.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-08-14
Prêts garantis par l'Etat,1415.00,83877373.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-08-14
Prêts garantis par l'Etat,4500.00,283464961.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-08-14
Prêts garantis par l'Etat,1340.00,222806970.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-08-14
Prêts garantis par l'Etat,4204.00,124912250.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-08-14
Prêts garantis par l'Etat,429.00,36881281.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-08-14
Prêts garantis par l'Etat,1054.00,90316311.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-08-14
Prêts garantis par l'Etat,2020.00,824627141.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-08-14
Prêts garantis par l'Etat,48.00,10711590.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-08-14
Prêts garantis par l'Etat,2903.00,315414637.00,27,Bourgogne-Franche-Comté,F,Construction,2020-08-14
Prêts garantis par l'Etat,5304.00,818604066.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-08-14
Prêts garantis par l'Etat,494.00,75399748.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-08-14
Prêts garantis par l'Etat,3108.00,195525772.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-08-14
Prêts garantis par l'Etat,233.00,33027629.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-08-14
Prêts garantis par l'Etat,305.00,257876719.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-08-14
Prêts garantis par l'Etat,396.00,31958252.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-08-14
Prêts garantis par l'Etat,1314.00,188469393.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-08-14
Prêts garantis par l'Etat,592.00,102459525.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-08-14
Prêts garantis par l'Etat,351.00,22239978.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-08-14
Prêts garantis par l'Etat,1356.00,74116764.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-08-14
Prêts garantis par l'Etat,394.00,36589735.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-08-14
Prêts garantis par l'Etat,1403.00,34526354.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-08-14
Prêts garantis par l'Etat,159.00,14846150.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-08-14
Prêts garantis par l'Etat,459.00,32372420.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-08-14
Prêts garantis par l'Etat,1698.00,510956918.00,53,Bretagne,C,Industrie manufacturière,2020-08-14
Prêts garantis par l'Etat,39.00,16076000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-08-14
Prêts garantis par l'Etat,2889.00,344413349.00,53,Bretagne,F,Construction,2020-08-14
Prêts garantis par l'Etat,5495.00,895088105.00,53,Bretagne,G,Commerce,2020-08-14
Prêts garantis par l'Etat,429.00,187801236.00,53,Bretagne,H,Transports et entreposage,2020-08-14
Prêts garantis par l'Etat,4320.00,332283932.00,53,Bretagne,I,Hébergement et restauration,2020-08-14
Prêts garantis par l'Etat,343.00,93386470.00,53,Bretagne,J,Information et communication,2020-08-14
Prêts garantis par l'Etat,362.00,961856121.00,53,Bretagne,K,Activités financières et d'assurance,2020-08-14
Prêts garantis par l'Etat,415.00,47115803.00,53,Bretagne,L,Activités immobilières,2020-08-14
