dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2151.00,113294579.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-04-09
Prêts garantis par l'Etat,18.00,6202000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-04-09
Prêts garantis par l'Etat,7782.00,2766794565.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-04-09
Prêts garantis par l'Etat,24.00,1376689.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-09
Prêts garantis par l'Etat,191.00,70447753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-09
Prêts garantis par l'Etat,12371.00,1515750355.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-04-09
Prêts garantis par l'Etat,19748.00,3803090551.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-04-09
Prêts garantis par l'Etat,2425.00,484008134.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-04-09
Prêts garantis par l'Etat,13168.00,1223969310.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-04-09
Prêts garantis par l'Etat,1666.00,420720616.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-04-09
Prêts garantis par l'Etat,1435.00,1289278081.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-04-09
Prêts garantis par l'Etat,1968.00,204287313.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-04-09
Prêts garantis par l'Etat,7724.00,1678521142.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-04-09
Prêts garantis par l'Etat,3268.00,443933463.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-04-09
Prêts garantis par l'Etat,1762.00,114866894.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-04-09
Prêts garantis par l'Etat,5393.00,336923272.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-04-09
Prêts garantis par l'Etat,1743.00,343772566.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-04-09
Prêts garantis par l'Etat,4912.00,159233204.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-04-09
Prêts garantis par l'Etat,69.00,8146231.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-04-09
Prêts garantis par l'Etat,1323.00,110615741.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-04-09
Prêts garantis par l'Etat,14.00,4922500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-04-09
Prêts garantis par l'Etat,2329.00,906945036.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-04-09
