dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section
Prêts garantis par l'Etat,510.00,33303911.00,44,Grand Est,P,Enseignement
Prêts garantis par l'Etat,2131.00,171820243.00,44,Grand Est,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,411.00,53217848.00,44,Grand Est,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,2140.00,67827867.00,44,Grand Est,S,Autres activités de services
Prêts garantis par l'Etat,166.00,26314246.00,44,Grand Est,Z,Non connu
Prêts garantis par l'Etat,33.00,2604300.00,01,Guadeloupe,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,191.00,32366257.00,01,Guadeloupe,C,Industrie manufacturière
Prêts garantis par l'Etat,11.00,5590306.00,01,Guadeloupe,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,186.00,36283012.00,01,Guadeloupe,F,Construction
Prêts garantis par l'Etat,598.00,175038844.00,01,Guadeloupe,G,Commerce
Prêts garantis par l'Etat,72.00,24182304.00,01,Guadeloupe,H,Transports et entreposage
Prêts garantis par l'Etat,232.00,34693218.00,01,Guadeloupe,I,Hébergement et restauration
Prêts garantis par l'Etat,41.00,4490401.00,01,Guadeloupe,J,Information et communication
Prêts garantis par l'Etat,21.00,9058689.00,01,Guadeloupe,K,Activités financières et d'assurance
Prêts garantis par l'Etat,39.00,4006490.00,01,Guadeloupe,L,Activités immobilières
Prêts garantis par l'Etat,161.00,26023178.00,01,Guadeloupe,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,131.00,17853116.00,01,Guadeloupe,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,25.00,1329120.00,01,Guadeloupe,P,Enseignement
Prêts garantis par l'Etat,125.00,9489758.00,01,Guadeloupe,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,35.00,2627135.00,01,Guadeloupe,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,55.00,2089358.00,01,Guadeloupe,S,Autres activités de services
Prêts garantis par l'Etat,5.00,555398.00,01,Guadeloupe,Z,Non connu
Prêts garantis par l'Etat,12.00,593500.00,03,Guyane,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,45.00,9636861.00,03,Guyane,C,Industrie manufacturière
Prêts garantis par l'Etat,48.00,8767502.00,03,Guyane,F,Construction
Prêts garantis par l'Etat,125.00,36830079.00,03,Guyane,G,Commerce
Prêts garantis par l'Etat,21.00,19793000.00,03,Guyane,H,Transports et entreposage
Prêts garantis par l'Etat,38.00,2780230.00,03,Guyane,I,Hébergement et restauration
Prêts garantis par l'Etat,7.00,1316000.00,03,Guyane,J,Information et communication
Prêts garantis par l'Etat,8.00,922000.00,03,Guyane,K,Activités financières et d'assurance
Prêts garantis par l'Etat,7.00,2620500.00,03,Guyane,L,Activités immobilières
Prêts garantis par l'Etat,49.00,5059500.00,03,Guyane,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,31.00,4456539.00,03,Guyane,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,13.00,1433200.00,03,Guyane,P,Enseignement
Prêts garantis par l'Etat,34.00,2820449.00,03,Guyane,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,8.00,877000.00,03,Guyane,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,16.00,604400.00,03,Guyane,S,Autres activités de services
Prêts garantis par l'Etat,3.00,804000.00,03,Guyane,Z,Non connu
Prêts garantis par l'Etat,325.00,30508410.00,32,Hauts-de-France,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,1779.00,626310575.00,32,Hauts-de-France,C,Industrie manufacturière
Prêts garantis par l'Etat,3.00,966877.00,32,Hauts-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,50.00,19610377.00,32,Hauts-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,3588.00,642381291.00,32,Hauts-de-France,F,Construction
Prêts garantis par l'Etat,6105.00,1986255454.00,32,Hauts-de-France,G,Commerce
Prêts garantis par l'Etat,742.00,190268427.00,32,Hauts-de-France,H,Transports et entreposage
Prêts garantis par l'Etat,3949.00,286872287.00,32,Hauts-de-France,I,Hébergement et restauration
Prêts garantis par l'Etat,414.00,87729627.00,32,Hauts-de-France,J,Information et communication
Prêts garantis par l'Etat,350.00,182184894.00,32,Hauts-de-France,K,Activités financières et d'assurance
Prêts garantis par l'Etat,498.00,47917057.00,32,Hauts-de-France,L,Activités immobilières
Prêts garantis par l'Etat,1973.00,276663362.00,32,Hauts-de-France,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,738.00,109343908.00,32,Hauts-de-France,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,523.00,40550477.00,32,Hauts-de-France,P,Enseignement
Prêts garantis par l'Etat,2091.00,127070367.00,32,Hauts-de-France,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,454.00,47168603.00,32,Hauts-de-France,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1915.00,58001966.00,32,Hauts-de-France,S,Autres activités de services
Prêts garantis par l'Etat,136.00,14412398.00,32,Hauts-de-France,Z,Non connu
Prêts garantis par l'Etat,96.00,9118752.00,04,La Réunion,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,3.00,2300000.00,04,La Réunion,B,Industries extractives
Prêts garantis par l'Etat,392.00,59284677.00,04,La Réunion,C,Industrie manufacturière
Prêts garantis par l'Etat,3.00,253343.00,04,La Réunion,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,16.00,2667000.00,04,La Réunion,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,614.00,73074814.00,04,La Réunion,F,Construction
Prêts garantis par l'Etat,1182.00,247207306.00,04,La Réunion,G,Commerce
Prêts garantis par l'Etat,151.00,86609344.00,04,La Réunion,H,Transports et entreposage
Prêts garantis par l'Etat,400.00,32873177.00,04,La Réunion,I,Hébergement et restauration
Prêts garantis par l'Etat,50.00,4362126.00,04,La Réunion,J,Information et communication
Prêts garantis par l'Etat,54.00,16065985.00,04,La Réunion,K,Activités financières et d'assurance
Prêts garantis par l'Etat,56.00,3632224.00,04,La Réunion,L,Activités immobilières
Prêts garantis par l'Etat,261.00,89221586.00,04,La Réunion,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,171.00,23056444.00,04,La Réunion,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,90.00,8060852.00,04,La Réunion,P,Enseignement
Prêts garantis par l'Etat,323.00,24550955.00,04,La Réunion,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,65.00,5729307.00,04,La Réunion,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,240.00,8287721.00,04,La Réunion,S,Autres activités de services
Prêts garantis par l'Etat,4.00,287500.00,04,La Réunion,Z,Non connu
Prêts garantis par l'Etat,30.00,8589506.00,02,Martinique,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,167.00,21015799.00,02,Martinique,C,Industrie manufacturière
Prêts garantis par l'Etat,5.00,2131959.00,02,Martinique,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,6.00,1097000.00,02,Martinique,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,161.00,23031083.00,02,Martinique,F,Construction
Prêts garantis par l'Etat,523.00,131633760.00,02,Martinique,G,Commerce
Prêts garantis par l'Etat,75.00,25813198.00,02,Martinique,H,Transports et entreposage
Prêts garantis par l'Etat,166.00,14869195.00,02,Martinique,I,Hébergement et restauration
Prêts garantis par l'Etat,29.00,3992155.00,02,Martinique,J,Information et communication
Prêts garantis par l'Etat,43.00,75142172.00,02,Martinique,K,Activités financières et d'assurance
Prêts garantis par l'Etat,26.00,1954701.00,02,Martinique,L,Activités immobilières
Prêts garantis par l'Etat,152.00,24904747.00,02,Martinique,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,100.00,15323895.00,02,Martinique,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,25.00,842768.00,02,Martinique,P,Enseignement
Prêts garantis par l'Etat,139.00,11506949.00,02,Martinique,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,33.00,4896909.00,02,Martinique,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,89.00,4266138.00,02,Martinique,S,Autres activités de services
Prêts garantis par l'Etat,7.00,817000.00,02,Martinique,Z,Non connu
Prêts garantis par l'Etat,4.00,579000.00,06,Mayotte,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,25.00,5629285.00,06,Mayotte,C,Industrie manufacturière
Prêts garantis par l'Etat,3.00,741714.00,06,Mayotte,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,44.00,7552415.00,06,Mayotte,F,Construction
Prêts garantis par l'Etat,87.00,26993860.00,06,Mayotte,G,Commerce
Prêts garantis par l'Etat,16.00,1796300.00,06,Mayotte,H,Transports et entreposage
Prêts garantis par l'Etat,13.00,1726272.00,06,Mayotte,I,Hébergement et restauration
Prêts garantis par l'Etat,4.00,388654.00,06,Mayotte,J,Information et communication
Prêts garantis par l'Etat,26.00,1648712.00,06,Mayotte,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,20.00,3179164.00,06,Mayotte,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,11.00,997500.00,06,Mayotte,P,Enseignement
Prêts garantis par l'Etat,11.00,1099424.00,06,Mayotte,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,4.00,224000.00,06,Mayotte,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,6.00,430000.00,06,Mayotte,S,Autres activités de services
Prêts garantis par l'Etat,8.00,501750.00,06,Mayotte,Z,Non connu
Prêts garantis par l'Etat,334.00,23067034.00,28,Normandie,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,1122.00,387926036.00,28,Normandie,C,Industrie manufacturière
Prêts garantis par l'Etat,32.00,11152000.00,28,Normandie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,2049.00,252890635.00,28,Normandie,F,Construction
Prêts garantis par l'Etat,4086.00,670310983.00,28,Normandie,G,Commerce
Prêts garantis par l'Etat,359.00,134698986.00,28,Normandie,H,Transports et entreposage
Prêts garantis par l'Etat,2775.00,183954663.00,28,Normandie,I,Hébergement et restauration
Prêts garantis par l'Etat,181.00,18644114.00,28,Normandie,J,Information et communication
Prêts garantis par l'Etat,228.00,164621460.00,28,Normandie,K,Activités financières et d'assurance
Prêts garantis par l'Etat,309.00,24185013.00,28,Normandie,L,Activités immobilières
Prêts garantis par l'Etat,981.00,115845984.00,28,Normandie,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,419.00,44382673.00,28,Normandie,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,284.00,18148723.00,28,Normandie,P,Enseignement
Prêts garantis par l'Etat,907.00,62963619.00,28,Normandie,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,307.00,28162516.00,28,Normandie,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1293.00,28959238.00,28,Normandie,S,Autres activités de services
Prêts garantis par l'Etat,122.00,11243245.00,28,Normandie,Z,Non connu
Prêts garantis par l'Etat,2440.00,254675715.00,75,Nouvelle-Aquitaine,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,7.00,2471000.00,75,Nouvelle-Aquitaine,B,Industries extractives
Prêts garantis par l'Etat,3321.00,1064609517.00,75,Nouvelle-Aquitaine,C,Industrie manufacturière
Prêts garantis par l'Etat,3.00,335000.00,75,Nouvelle-Aquitaine,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,67.00,21441787.00,75,Nouvelle-Aquitaine,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,6305.00,716793459.00,75,Nouvelle-Aquitaine,F,Construction
Prêts garantis par l'Etat,11155.00,1848863414.00,75,Nouvelle-Aquitaine,G,Commerce
Prêts garantis par l'Etat,941.00,158904360.00,75,Nouvelle-Aquitaine,H,Transports et entreposage
Prêts garantis par l'Etat,6940.00,555563602.00,75,Nouvelle-Aquitaine,I,Hébergement et restauration
Prêts garantis par l'Etat,569.00,78235706.00,75,Nouvelle-Aquitaine,J,Information et communication
Prêts garantis par l'Etat,740.00,309119316.00,75,Nouvelle-Aquitaine,K,Activités financières et d'assurance
Prêts garantis par l'Etat,1082.00,80444538.00,75,Nouvelle-Aquitaine,L,Activités immobilières
Prêts garantis par l'Etat,2979.00,533239878.00,75,Nouvelle-Aquitaine,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,1337.00,152477732.00,75,Nouvelle-Aquitaine,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,753.00,46733411.00,75,Nouvelle-Aquitaine,P,Enseignement
Prêts garantis par l'Etat,3206.00,180522678.00,75,Nouvelle-Aquitaine,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,786.00,55963750.00,75,Nouvelle-Aquitaine,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,3206.00,83110103.00,75,Nouvelle-Aquitaine,S,Autres activités de services
Prêts garantis par l'Etat,260.00,69160669.00,75,Nouvelle-Aquitaine,Z,Non connu
Prêts garantis par l'Etat,1476.00,112002800.00,76,Occitanie,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,16.00,2237082.00,76,Occitanie,B,Industries extractives
Prêts garantis par l'Etat,2894.00,927621233.00,76,Occitanie,C,Industrie manufacturière
Prêts garantis par l'Etat,15.00,4117300.00,76,Occitanie,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,76.00,25356403.00,76,Occitanie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,5862.00,666540761.00,76,Occitanie,F,Construction
Prêts garantis par l'Etat,11050.00,1770044302.00,76,Occitanie,G,Commerce
Prêts garantis par l'Etat,928.00,137882610.00,76,Occitanie,H,Transports et entreposage
Prêts garantis par l'Etat,7108.00,505462541.00,76,Occitanie,I,Hébergement et restauration
Prêts garantis par l'Etat,675.00,153867593.00,76,Occitanie,J,Information et communication
Prêts garantis par l'Etat,684.00,487021973.00,76,Occitanie,K,Activités financières et d'assurance
Prêts garantis par l'Etat,1056.00,97087485.00,76,Occitanie,L,Activités immobilières
Prêts garantis par l'Etat,3459.00,525922688.00,76,Occitanie,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,1290.00,190272855.00,76,Occitanie,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,737.00,38037695.00,76,Occitanie,P,Enseignement
Prêts garantis par l'Etat,3258.00,208133585.00,76,Occitanie,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,754.00,70974622.00,76,Occitanie,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,2867.00,78046895.00,76,Occitanie,S,Autres activités de services
Prêts garantis par l'Etat,303.00,29042220.00,76,Occitanie,Z,Non connu
Prêts garantis par l'Etat,524.00,53976631.00,52,Pays de la Loire,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,3.00,9286000.00,52,Pays de la Loire,B,Industries extractives
Prêts garantis par l'Etat,1508.00,629284989.00,52,Pays de la Loire,C,Industrie manufacturière
Prêts garantis par l'Etat,34.00,7434800.00,52,Pays de la Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,2412.00,300898005.00,52,Pays de la Loire,F,Construction
Prêts garantis par l'Etat,4407.00,709427820.00,52,Pays de la Loire,G,Commerce
Prêts garantis par l'Etat,285.00,52127237.00,52,Pays de la Loire,H,Transports et entreposage
Prêts garantis par l'Etat,2902.00,194377656.00,52,Pays de la Loire,I,Hébergement et restauration
Prêts garantis par l'Etat,298.00,76861417.00,52,Pays de la Loire,J,Information et communication
Prêts garantis par l'Etat,277.00,271507572.00,52,Pays de la Loire,K,Activités financières et d'assurance
Prêts garantis par l'Etat,326.00,25150623.00,52,Pays de la Loire,L,Activités immobilières
Prêts garantis par l'Etat,1320.00,258484319.00,52,Pays de la Loire,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,526.00,68183228.00,52,Pays de la Loire,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,358.00,23507252.00,52,Pays de la Loire,P,Enseignement
Prêts garantis par l'Etat,1363.00,87699294.00,52,Pays de la Loire,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,386.00,45081527.00,52,Pays de la Loire,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1440.00,38031694.00,52,Pays de la Loire,S,Autres activités de services
Prêts garantis par l'Etat,125.00,7030258.00,52,Pays de la Loire,Z,Non connu
Prêts garantis par l'Etat,848.00,82468602.00,93,Provence-Alpes-Côte d'Azur,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,3.00,520000.00,93,Provence-Alpes-Côte d'Azur,B,Industries extractives
Prêts garantis par l'Etat,2846.00,648166953.00,93,Provence-Alpes-Côte d'Azur,C,Industrie manufacturière
Prêts garantis par l'Etat,4.00,2358200.00,93,Provence-Alpes-Côte d'Azur,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,58.00,14122250.00,93,Provence-Alpes-Côte d'Azur,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
