dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1775.00,93282054.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-11-06
Prêts garantis par l'Etat,13.00,4847000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-11-06
Prêts garantis par l'Etat,7040.00,2568183736.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-11-06
Prêts garantis par l'Etat,3.00,185000.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-11-06
Prêts garantis par l'Etat,174.00,65392974.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-06
Prêts garantis par l'Etat,11086.00,1410726722.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-11-06
Prêts garantis par l'Etat,18011.00,3528251084.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-11-06
Prêts garantis par l'Etat,2084.00,392576143.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-11-06
Prêts garantis par l'Etat,11719.00,936787766.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-11-06
Prêts garantis par l'Etat,1475.00,386441944.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-11-06
Prêts garantis par l'Etat,1261.00,1104331114.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-11-06
Prêts garantis par l'Etat,1721.00,188971421.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-11-06
Prêts garantis par l'Etat,6900.00,1576608968.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-11-06
Prêts garantis par l'Etat,2761.00,375388314.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-11-06
Prêts garantis par l'Etat,1574.00,93522472.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-11-06
Prêts garantis par l'Etat,4893.00,305872609.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-11-06
Prêts garantis par l'Etat,1501.00,235385674.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-11-06
Prêts garantis par l'Etat,4457.00,140056384.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-11-06
Prêts garantis par l'Etat,91.00,9695552.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-11-06
Prêts garantis par l'Etat,1168.00,98737188.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-11-06
Prêts garantis par l'Etat,13.00,4442500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2020-11-06
Prêts garantis par l'Etat,2146.00,856509037.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-11-06
Prêts garantis par l'Etat,61.00,15910590.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-06
Prêts garantis par l'Etat,3116.00,328038047.00,27,Bourgogne-Franche-Comté,F,Construction,2020-11-06
Prêts garantis par l'Etat,5578.00,849452432.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-11-06
Prêts garantis par l'Etat,542.00,80820270.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-11-06
Prêts garantis par l'Etat,3262.00,205552529.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-11-06
Prêts garantis par l'Etat,251.00,35761817.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-11-06
Prêts garantis par l'Etat,327.00,280446919.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-11-06
Prêts garantis par l'Etat,424.00,34150986.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-11-06
Prêts garantis par l'Etat,1421.00,223954121.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-11-06
Prêts garantis par l'Etat,631.00,108140081.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-11-06
Prêts garantis par l'Etat,374.00,23479876.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-11-06
Prêts garantis par l'Etat,1454.00,79572375.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-11-06
Prêts garantis par l'Etat,436.00,41094385.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-11-06
Prêts garantis par l'Etat,1467.00,36395644.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-11-06
Prêts garantis par l'Etat,37.00,3251900.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-11-06
Prêts garantis par l'Etat,526.00,39133346.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-11-06
Prêts garantis par l'Etat,4.00,948316.00,53,Bretagne,B,Industries extractives,2020-11-06
Prêts garantis par l'Etat,1796.00,525177199.00,53,Bretagne,C,Industrie manufacturière,2020-11-06
Prêts garantis par l'Etat,45.00,16341000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-06
Prêts garantis par l'Etat,3047.00,362983977.00,53,Bretagne,F,Construction,2020-11-06
Prêts garantis par l'Etat,5710.00,920977151.00,53,Bretagne,G,Commerce,2020-11-06
Prêts garantis par l'Etat,472.00,193103025.00,53,Bretagne,H,Transports et entreposage,2020-11-06
Prêts garantis par l'Etat,4554.00,347379236.00,53,Bretagne,I,Hébergement et restauration,2020-11-06
Prêts garantis par l'Etat,387.00,100032276.00,53,Bretagne,J,Information et communication,2020-11-06
Prêts garantis par l'Etat,372.00,940390541.00,53,Bretagne,K,Activités financières et d'assurance,2020-11-06
Prêts garantis par l'Etat,448.00,48816073.00,53,Bretagne,L,Activités immobilières,2020-11-06
Prêts garantis par l'Etat,1601.00,301773925.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2020-11-06
Prêts garantis par l'Etat,737.00,501025930.00,53,Bretagne,N,Activités de services administratifs et de soutien,2020-11-06
Prêts garantis par l'Etat,436.00,21745428.00,53,Bretagne,P,Enseignement,2020-11-06
Prêts garantis par l'Etat,1736.00,79165496.00,53,Bretagne,Q,Santé humaine et action sociale,2020-11-06
Prêts garantis par l'Etat,452.00,57774759.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2020-11-06
Prêts garantis par l'Etat,1603.00,63539586.00,53,Bretagne,S,Autres activités de services,2020-11-06
Prêts garantis par l'Etat,28.00,2519080.00,53,Bretagne,Z,Non connu,2020-11-06
Prêts garantis par l'Etat,758.00,52848236.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2020-11-06
Prêts garantis par l'Etat,6.00,9503400.00,24,Centre-Val de Loire,B,Industries extractives,2020-11-06
Prêts garantis par l'Etat,1603.00,753309969.00,24,Centre-Val de Loire,C,Industrie manufacturière,2020-11-06
Prêts garantis par l'Etat,29.00,5828500.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-06
Prêts garantis par l'Etat,2842.00,295441202.00,24,Centre-Val de Loire,F,Construction,2020-11-06
Prêts garantis par l'Etat,4105.00,793243620.00,24,Centre-Val de Loire,G,Commerce,2020-11-06
Prêts garantis par l'Etat,520.00,66021968.00,24,Centre-Val de Loire,H,Transports et entreposage,2020-11-06
Prêts garantis par l'Etat,2591.00,151702497.00,24,Centre-Val de Loire,I,Hébergement et restauration,2020-11-06
Prêts garantis par l'Etat,266.00,47010915.00,24,Centre-Val de Loire,J,Information et communication,2020-11-06
Prêts garantis par l'Etat,280.00,259137373.00,24,Centre-Val de Loire,K,Activités financières et d'assurance,2020-11-06
Prêts garantis par l'Etat,337.00,18181124.00,24,Centre-Val de Loire,L,Activités immobilières,2020-11-06
Prêts garantis par l'Etat,1173.00,145128834.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques",2020-11-06
Prêts garantis par l'Etat,584.00,69000481.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien,2020-11-06
Prêts garantis par l'Etat,352.00,20866931.00,24,Centre-Val de Loire,P,Enseignement,2020-11-06
Prêts garantis par l'Etat,1242.00,76260441.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale,2020-11-06
Prêts garantis par l'Etat,406.00,46112093.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives",2020-11-06
Prêts garantis par l'Etat,1279.00,29766599.00,24,Centre-Val de Loire,S,Autres activités de services,2020-11-06
Prêts garantis par l'Etat,45.00,21536300.00,24,Centre-Val de Loire,Z,Non connu,2020-11-06
Prêts garantis par l'Etat,231.00,18094042.00,94,Corse,A,"Agriculture, sylviculture et pêche",2020-11-06
Prêts garantis par l'Etat,344.00,75991394.00,94,Corse,C,Industrie manufacturière,2020-11-06
Prêts garantis par l'Etat,3.00,326582.00,94,Corse,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-11-06
Prêts garantis par l'Etat,13.00,1931600.00,94,Corse,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-06
Prêts garantis par l'Etat,901.00,135002221.00,94,Corse,F,Construction,2020-11-06
Prêts garantis par l'Etat,1484.00,294119847.00,94,Corse,G,Commerce,2020-11-06
Prêts garantis par l'Etat,167.00,61873520.00,94,Corse,H,Transports et entreposage,2020-11-06
Prêts garantis par l'Etat,1295.00,138462615.00,94,Corse,I,Hébergement et restauration,2020-11-06
Prêts garantis par l'Etat,75.00,7738353.00,94,Corse,J,Information et communication,2020-11-06
Prêts garantis par l'Etat,56.00,19222575.00,94,Corse,K,Activités financières et d'assurance,2020-11-06
