dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2014.00,106091569.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-01-29
Prêts garantis par l'Etat,13.00,4487000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-01-29
Prêts garantis par l'Etat,7502.00,2689233141.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-01-29
Prêts garantis par l'Etat,7.00,737000.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-01-29
Prêts garantis par l'Etat,185.00,69466753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-29
Prêts garantis par l'Etat,11887.00,1481997938.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-01-29
Prêts garantis par l'Etat,19116.00,3707370146.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-01-29
Prêts garantis par l'Etat,2306.00,455308665.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-01-29
Prêts garantis par l'Etat,12695.00,1112652259.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-01-29
Prêts garantis par l'Etat,1617.00,407592663.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-01-29
Prêts garantis par l'Etat,1359.00,1184442860.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-01-29
Prêts garantis par l'Etat,1873.00,198204193.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-01-29
Prêts garantis par l'Etat,7476.00,1638391383.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-01-29
Prêts garantis par l'Etat,3082.00,415631891.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-01-29
Prêts garantis par l'Etat,1705.00,100425647.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-01-29
Prêts garantis par l'Etat,5247.00,330044755.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-01-29
Prêts garantis par l'Etat,1665.00,337207762.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-01-29
Prêts garantis par l'Etat,4780.00,152873652.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-01-29
Prêts garantis par l'Etat,89.00,10435802.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-01-29
