dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2183.00,114382178.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-04-30
Prêts garantis par l'Etat,18.00,6202000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-04-30
Prêts garantis par l'Etat,7864.00,2796012747.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-04-30
Prêts garantis par l'Etat,14.00,1015830.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-30
Prêts garantis par l'Etat,194.00,70842753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-30
Prêts garantis par l'Etat,12480.00,1528302486.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-04-30
Prêts garantis par l'Etat,19901.00,3839705836.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-04-30
Prêts garantis par l'Etat,2451.00,493946299.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-04-30
Prêts garantis par l'Etat,13260.00,1239924599.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-04-30
Prêts garantis par l'Etat,1680.00,423677723.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-04-30
Prêts garantis par l'Etat,1449.00,1294751556.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-04-30
Prêts garantis par l'Etat,1989.00,208895489.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-04-30
Prêts garantis par l'Etat,7785.00,1681683086.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-04-30
Prêts garantis par l'Etat,3304.00,448958898.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-04-30
Prêts garantis par l'Etat,1775.00,115481819.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-04-30
Prêts garantis par l'Etat,5417.00,338931968.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-04-30
Prêts garantis par l'Etat,1760.00,345768707.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-04-30
Prêts garantis par l'Etat,4945.00,161516189.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-04-30
Prêts garantis par l'Etat,77.00,8472090.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-04-30
Prêts garantis par l'Etat,1332.00,111840541.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-04-30
Prêts garantis par l'Etat,14.00,4922500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-04-30
Prêts garantis par l'Etat,2341.00,919224842.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-04-30
Prêts garantis par l'Etat,3.00,137000.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-30
Prêts garantis par l'Etat,67.00,13802754.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-30
Prêts garantis par l'Etat,3441.00,357881784.00,27,Bourgogne-Franche-Comté,F,Construction,2021-04-30
Prêts garantis par l'Etat,6068.00,928511847.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-04-30
Prêts garantis par l'Etat,590.00,85383380.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-04-30
Prêts garantis par l'Etat,3564.00,238184295.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-04-30
Prêts garantis par l'Etat,292.00,39682053.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-04-30
Prêts garantis par l'Etat,378.00,309219769.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-04-30
Prêts garantis par l'Etat,458.00,36199486.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-04-30
Prêts garantis par l'Etat,1559.00,241945907.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-04-30
Prêts garantis par l'Etat,716.00,118732918.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-04-30
Prêts garantis par l'Etat,421.00,25487824.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-04-30
Prêts garantis par l'Etat,1548.00,83141776.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-04-30
Prêts garantis par l'Etat,499.00,47901276.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-04-30
Prêts garantis par l'Etat,1576.00,41184358.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-04-30
Prêts garantis par l'Etat,29.00,3010813.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-04-30
Prêts garantis par l'Etat,653.00,61773605.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-04-30
Prêts garantis par l'Etat,4.00,978316.00,53,Bretagne,B,Industries extractives,2021-04-30
Prêts garantis par l'Etat,1966.00,564414861.00,53,Bretagne,C,Industrie manufacturière,2021-04-30
Prêts garantis par l'Etat,44.00,17154000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-30
Prêts garantis par l'Etat,3287.00,423418411.00,53,Bretagne,F,Construction,2021-04-30
Prêts garantis par l'Etat,6089.00,979651280.00,53,Bretagne,G,Commerce,2021-04-30
Prêts garantis par l'Etat,534.00,197593696.00,53,Bretagne,H,Transports et entreposage,2021-04-30
Prêts garantis par l'Etat,4922.00,384271609.00,53,Bretagne,I,Hébergement et restauration,2021-04-30
Prêts garantis par l'Etat,445.00,109977438.00,53,Bretagne,J,Information et communication,2021-04-30
