dispositif,volet,nombre_aides,montant_total,reg,libelle_region,code_section,libelle_section
Fonds de solidarité,VOLET1,4402,5985015.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,7,9823.00,84,Auvergne-Rhône-Alpes,B,Industries extractives
Fonds de solidarité,VOLET1,11197,14380723.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière
Fonds de solidarité,VOLET1,59,77133.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,538,667824.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,31070,44936669.00,84,Auvergne-Rhône-Alpes,F,Construction
Fonds de solidarité,VOLET1,41569,56221106.00,84,Auvergne-Rhône-Alpes,G,Commerce
Fonds de solidarité,VOLET1,8345,11652419.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage
Fonds de solidarité,VOLET1,32210,46621998.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration
Fonds de solidarité,VOLET1,4138,5456122.00,84,Auvergne-Rhône-Alpes,J,Information et communication
Fonds de solidarité,VOLET1,1900,2683953.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,7184,9901033.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières
Fonds de solidarité,VOLET1,22458,30559974.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,10469,13600426.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,5,7500.00,84,Auvergne-Rhône-Alpes,O,Administration publique
Fonds de solidarité,VOLET1,22946,29559136.00,84,Auvergne-Rhône-Alpes,P,Enseignement
Fonds de solidarité,VOLET1,27745,37722095.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,11381,13999145.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,33158,41552537.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services
Fonds de solidarité,VOLET1,1678,2302566.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,5,7500.00,27,Bourgogne-Franche-Comté,B,Industries extractives
Fonds de solidarité,VOLET1,3141,3956750.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière
Fonds de solidarité,VOLET1,5,7500.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,231,290569.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,7694,11090545.00,27,Bourgogne-Franche-Comté,F,Construction
Fonds de solidarité,VOLET1,13234,17801020.00,27,Bourgogne-Franche-Comté,G,Commerce
Fonds de solidarité,VOLET1,1191,1627000.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage
Fonds de solidarité,VOLET1,9597,13775923.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration
Fonds de solidarité,VOLET1,772,968123.00,27,Bourgogne-Franche-Comté,J,Information et communication
Fonds de solidarité,VOLET1,498,683822.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,1641,2203387.00,27,Bourgogne-Franche-Comté,L,Activités immobilières
Fonds de solidarité,VOLET1,4396,5978609.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,2253,2872367.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,5,6600.00,27,Bourgogne-Franche-Comté,O,Administration publique
Fonds de solidarité,VOLET1,3216,3894201.00,27,Bourgogne-Franche-Comté,P,Enseignement
Fonds de solidarité,VOLET1,6095,8238253.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,2889,3502594.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,10546,13382691.00,27,Bourgogne-Franche-Comté,S,Autres activités de services
Fonds de solidarité,VOLET1,1519,2084188.00,53,Bretagne,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,4,6000.00,53,Bretagne,B,Industries extractives
Fonds de solidarité,VOLET1,4310,5309450.00,53,Bretagne,C,Industrie manufacturière
Fonds de solidarité,VOLET1,11,16314.00,53,Bretagne,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,166,200447.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,8924,12831273.00,53,Bretagne,F,Construction
Fonds de solidarité,VOLET1,14850,20191225.00,53,Bretagne,G,Commerce
Fonds de solidarité,VOLET1,1604,2199046.00,53,Bretagne,H,Transports et entreposage
Fonds de solidarité,VOLET1,12916,18665165.00,53,Bretagne,I,Hébergement et restauration
Fonds de solidarité,VOLET1,1262,1596571.00,53,Bretagne,J,Information et communication
Fonds de solidarité,VOLET1,606,857780.00,53,Bretagne,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,2343,3122007.00,53,Bretagne,L,Activités immobilières
Fonds de solidarité,VOLET1,6681,9052748.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,2895,3615089.00,53,Bretagne,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,3,4500.00,53,Bretagne,O,Administration publique
Fonds de solidarité,VOLET1,3575,4408491.00,53,Bretagne,P,Enseignement
Fonds de solidarité,VOLET1,10209,13996241.00,53,Bretagne,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,3500,4213586.00,53,Bretagne,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,11887,15163679.00,53,Bretagne,S,Autres activités de services
Fonds de solidarité,VOLET1,1247,1716133.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,2607,3338845.00,24,Centre-Val de Loire,C,Industrie manufacturière
Fonds de solidarité,VOLET1,5,7500.00,24,Centre-Val de Loire,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,131,138570.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,7786,11161698.00,24,Centre-Val de Loire,F,Construction
Fonds de solidarité,VOLET1,10834,14360767.00,24,Centre-Val de Loire,G,Commerce
Fonds de solidarité,VOLET1,1461,2068676.00,24,Centre-Val de Loire,H,Transports et entreposage
Fonds de solidarité,VOLET1,7444,10729311.00,24,Centre-Val de Loire,I,Hébergement et restauration
Fonds de solidarité,VOLET1,817,1053288.00,24,Centre-Val de Loire,J,Information et communication
Fonds de solidarité,VOLET1,414,584125.00,24,Centre-Val de Loire,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,1684,2277289.00,24,Centre-Val de Loire,L,Activités immobilières
Fonds de solidarité,VOLET1,4214,5694026.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,2231,2829661.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,2630,3300213.00,24,Centre-Val de Loire,P,Enseignement
Fonds de solidarité,VOLET1,5250,7058847.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,2554,3122638.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,9365,11849634.00,24,Centre-Val de Loire,S,Autres activités de services
Fonds de solidarité,VOLET1,1035,1435700.00,94,Corse,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,988,1317754.00,94,Corse,C,Industrie manufacturière
Fonds de solidarité,VOLET1,8,11406.00,94,Corse,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,2572,3661003.00,94,Corse,F,Construction
Fonds de solidarité,VOLET1,2663,3712273.00,94,Corse,G,Commerce
Fonds de solidarité,VOLET1,384,545425.00,94,Corse,H,Transports et entreposage
Fonds de solidarité,VOLET1,2458,3526752.00,94,Corse,I,Hébergement et restauration
Fonds de solidarité,VOLET1,173,233724.00,94,Corse,J,Information et communication
Fonds de solidarité,VOLET1,64,89186.00,94,Corse,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,559,760781.00,94,Corse,L,Activités immobilières
Fonds de solidarité,VOLET1,1715,2390617.00,94,Corse,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,951,1212386.00,94,Corse,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,496,617049.00,94,Corse,P,Enseignement
Fonds de solidarité,VOLET1,987,1330760.00,94,Corse,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,502,640979.00,94,Corse,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,1698,2042007.00,94,Corse,S,Autres activités de services
Fonds de solidarité,VOLET1,2179,3020502.00,44,Grand Est,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,6,6654.00,44,Grand Est,B,Industries extractives
Fonds de solidarité,VOLET1,5370,6994020.00,44,Grand Est,C,Industrie manufacturière
Fonds de solidarité,VOLET1,10,13810.00,44,Grand Est,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,420,485866.00,44,Grand Est,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,16090,23259757.00,44,Grand Est,F,Construction
Fonds de solidarité,VOLET1,23494,31760692.00,44,Grand Est,G,Commerce
Fonds de solidarité,VOLET1,3117,4276143.00,44,Grand Est,H,Transports et entreposage
Fonds de solidarité,VOLET1,15309,22238232.00,44,Grand Est,I,Hébergement et restauration
Fonds de solidarité,VOLET1,1696,2187685.00,44,Grand Est,J,Information et communication
