dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2059.00,108244113.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-02-12
Prêts garantis par l'Etat,18.00,6182000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-02-12
Prêts garantis par l'Etat,7564.00,2709539045.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-02-12
Prêts garantis par l'Etat,10.00,852000.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-02-12
Prêts garantis par l'Etat,186.00,70136753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-12
Prêts garantis par l'Etat,12000.00,1493912955.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-02-12
Prêts garantis par l'Etat,19261.00,3709678158.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-02-12
Prêts garantis par l'Etat,2333.00,458986936.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-02-12
Prêts garantis par l'Etat,12803.00,1128117228.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-02-12
Prêts garantis par l'Etat,1624.00,408425530.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-02-12
Prêts garantis par l'Etat,1380.00,1215755810.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-02-12
Prêts garantis par l'Etat,1900.00,199734260.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-02-12
Prêts garantis par l'Etat,7535.00,1646837275.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-02-12
Prêts garantis par l'Etat,3129.00,427653056.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-02-12
Prêts garantis par l'Etat,1727.00,109147447.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-02-12
Prêts garantis par l'Etat,5279.00,331874463.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-02-12
Prêts garantis par l'Etat,1685.00,338281322.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-02-12
Prêts garantis par l'Etat,4806.00,153987661.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-02-12
Prêts garantis par l'Etat,82.00,8715890.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-02-12
Prêts garantis par l'Etat,1278.00,106458832.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-02-12
Prêts garantis par l'Etat,14.00,4922500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-02-12
