dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,code_section,libelle_section
Fonds de solidarité,VOLET1,27603,7518,59060170.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,37,11,54031.00,84,Auvergne-Rhône-Alpes,B,Industries extractives
Fonds de solidarité,VOLET1,46431,11510,119292037.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière
Fonds de solidarité,VOLET1,556,110,1125017.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,1948,564,2790487.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,94190,32193,157389746.00,84,Auvergne-Rhône-Alpes,F,Construction
Fonds de solidarité,VOLET1,180336,40082,636006698.00,84,Auvergne-Rhône-Alpes,G,Commerce
Fonds de solidarité,VOLET1,68568,10012,186280748.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage
Fonds de solidarité,VOLET1,272094,29510,1720204133.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration
Fonds de solidarité,VOLET1,24626,4805,61009882.00,84,Auvergne-Rhône-Alpes,J,Information et communication
Fonds de solidarité,VOLET1,8959,2099,19416649.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,37642,8453,95403489.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières
Fonds de solidarité,VOLET1,118006,25262,372499891.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,56631,11367,222747764.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,18,6,179742.00,84,Auvergne-Rhône-Alpes,O,Administration publique
Fonds de solidarité,VOLET1,133848,19582,293748703.00,84,Auvergne-Rhône-Alpes,P,Enseignement
Fonds de solidarité,VOLET1,60533,23690,83255006.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,107236,13536,335370421.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,107913,24265,223572212.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services
Fonds de solidarité,VOLET1,10013,2897,35402296.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,20,6,39062.00,27,Bourgogne-Franche-Comté,B,Industries extractives
Fonds de solidarité,VOLET1,12342,3241,26076902.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière
Fonds de solidarité,VOLET1,36,13,70644.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,911,258,1494996.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,21398,8050,33856005.00,27,Bourgogne-Franche-Comté,F,Construction
Fonds de solidarité,VOLET1,52150,12301,147501537.00,27,Bourgogne-Franche-Comté,G,Commerce
Fonds de solidarité,VOLET1,7121,1539,19754308.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage
Fonds de solidarité,VOLET1,75694,8189,424003553.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration
Fonds de solidarité,VOLET1,4393,861,10767649.00,27,Bourgogne-Franche-Comté,J,Information et communication
Fonds de solidarité,VOLET1,1815,454,3358837.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,6959,1712,13129365.00,27,Bourgogne-Franche-Comté,L,Activités immobilières
Fonds de solidarité,VOLET1,22293,4909,71681423.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,11016,2292,37279844.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,25,3,35591.00,27,Bourgogne-Franche-Comté,O,Administration publique
Fonds de solidarité,VOLET1,16600,2780,27460237.00,27,Bourgogne-Franche-Comté,P,Enseignement
Fonds de solidarité,VOLET1,13157,5283,17420729.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,26685,3281,81731558.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,31588,7349,62691386.00,27,Bourgogne-Franche-Comté,S,Autres activités de services
Fonds de solidarité,VOLET1,6241,1867,16126145.00,53,Bretagne,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,21,5,33275.00,53,Bretagne,B,Industries extractives
Fonds de solidarité,VOLET1,16731,4197,32333320.00,53,Bretagne,C,Industrie manufacturière
Fonds de solidarité,VOLET1,43,13,82748.00,53,Bretagne,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,461,159,714391.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,21360,9068,33364760.00,53,Bretagne,F,Construction
Fonds de solidarité,VOLET1,55556,13290,172833852.00,53,Bretagne,G,Commerce
Fonds de solidarité,VOLET1,10250,1867,28132828.00,53,Bretagne,H,Transports et entreposage
Fonds de solidarité,VOLET1,102244,11310,620336200.00,53,Bretagne,I,Hébergement et restauration
Fonds de solidarité,VOLET1,7642,1448,20737024.00,53,Bretagne,J,Information et communication
Fonds de solidarité,VOLET1,2418,623,6583114.00,53,Bretagne,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,9191,2430,18935914.00,53,Bretagne,L,Activités immobilières
Fonds de solidarité,VOLET1,33639,7487,113922353.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,13159,2956,50127354.00,53,Bretagne,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,17747,3152,32027647.00,53,Bretagne,P,Enseignement
Fonds de solidarité,VOLET1,21376,8869,29053847.00,53,Bretagne,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,32765,4448,107074201.00,53,Bretagne,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,35258,8575,71735761.00,53,Bretagne,S,Autres activités de services
Fonds de solidarité,VOLET1,6810,1819,25882646.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,10517,2675,22189509.00,24,Centre-Val de Loire,C,Industrie manufacturière
Fonds de solidarité,VOLET1,29,5,47677.00,24,Centre-Val de Loire,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,491,153,667931.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,20269,7735,32471176.00,24,Centre-Val de Loire,F,Construction
Fonds de solidarité,VOLET1,40690,9905,114920891.00,24,Centre-Val de Loire,G,Commerce
Fonds de solidarité,VOLET1,10436,1958,24990379.00,24,Centre-Val de Loire,H,Transports et entreposage
Fonds de solidarité,VOLET1,59859,6603,330607600.00,24,Centre-Val de Loire,I,Hébergement et restauration
Fonds de solidarité,VOLET1,4823,972,13513671.00,24,Centre-Val de Loire,J,Information et communication
Fonds de solidarité,VOLET1,1663,398,3761150.00,24,Centre-Val de Loire,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,6954,1677,13628727.00,24,Centre-Val de Loire,L,Activités immobilières
Fonds de solidarité,VOLET1,20568,4492,61296033.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,10698,2309,36079644.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,12571,2305,23346997.00,24,Centre-Val de Loire,P,Enseignement
Fonds de solidarité,VOLET1,11179,4527,14701329.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale
