code_sous_classe,libelle_sous_classe,code_sous_classe_short,code_classe,libelle_classe,code_classe_short,code_groupe,libelle_groupe,code_groupe_short,code_division,libelle_division,code_section,libelle_section
61.20Z,Télécommunications sans fil,6120Z,61.20,Télécommunications sans fil,6120,61.2,Télécommunications sans fil,612,61,Télécommunications,J,Information et communication
61.30Z,Télécommunications par satellite,6130Z,61.30,Télécommunications par satellite,6130,61.3,Télécommunications par satellite,613,61,Télécommunications,J,Information et communication
61.90Z,Autres activités de télécommunication,6190Z,61.90,Autres activités de télécommunication,6190,61.9,Autres activités de télécommunication,619,61,Télécommunications,J,Information et communication
62.01Z,Programmation informatique,6201Z,62.01,Programmation informatique,6201,62.0,"Programmation, conseil et autres activités informatiques",620,62,"Programmation, conseil et autres activités informatiques",J,Information et communication
62.02A,Conseil en systèmes et logiciels informatiques,6202A,62.02,Conseil informatique,6202,62.0,"Programmation, conseil et autres activités informatiques",620,62,"Programmation, conseil et autres activités informatiques",J,Information et communication
62.02B,Tierce maintenance de systèmes et d'applications informatiques,6202B,62.02,Conseil informatique,6202,62.0,"Programmation, conseil et autres activités informatiques",620,62,"Programmation, conseil et autres activités informatiques",J,Information et communication
62.03Z,Gestion d'installations informatiques,6203Z,62.03,Gestion d'installations informatiques,6203,62.0,"Programmation, conseil et autres activités informatiques",620,62,"Programmation, conseil et autres activités informatiques",J,Information et communication
62.09Z,Autres activités informatiques,6209Z,62.09,Autres activités informatiques,6209,62.0,"Programmation, conseil et autres activités informatiques",620,62,"Programmation, conseil et autres activités informatiques",J,Information et communication
63.11Z,"Traitement de données, hébergement et activités connexes",6311Z,63.11,"Traitement de données, hébergement et activités connexes",6311,63.1,"Traitement de données, hébergement et activités connexes ; portails Internet",631,63,Services d'information,J,Information et communication
63.12Z,Portails Internet,6312Z,63.12,Portails Internet,6312,63.1,"Traitement de données, hébergement et activités connexes ; portails Internet",631,63,Services d'information,J,Information et communication
63.91Z,Activités des agences de presse,6391Z,63.91,Activités des agences de presse,6391,63.9,Autres services d'information,639,63,Services d'information,J,Information et communication
63.99Z,Autres services d'information n.c.a.,6399Z,63.99,Autres services d'information n.c.a.,6399,63.9,Autres services d'information,639,63,Services d'information,J,Information et communication
64.11Z,Activités de banque centrale,6411Z,64.11,Activités de banque centrale,6411,64.1,Intermédiation monétaire,641,64,"Activités des services financiers, hors assurance et caisses de retraite",K,Activités financières et d'assurance
64.19Z,Autres intermédiations monétaires,6419Z,64.19,Autres intermédiations monétaires,6419,64.1,Intermédiation monétaire,641,64,"Activités des services financiers, hors assurance et caisses de retraite",K,Activités financières et d'assurance
64.20Z,Activités des sociétés holding,6420Z,64.20,Activités des sociétés holding,6420,64.2,Activités des sociétés holding,642,64,"Activités des services financiers, hors assurance et caisses de retraite",K,Activités financières et d'assurance
64.30Z,Fonds de placement et entités financières similaires,6430Z,64.30,Fonds de placement et entités financières similaires,6430,64.3,Fonds de placement et entités financières similaires,643,64,"Activités des services financiers, hors assurance et caisses de retraite",K,Activités financières et d'assurance
64.91Z,Crédit-bail,6491Z,64.91,Crédit-bail,6491,64.9,"Autres activités des services financiers, hors assurance et caisses de retraite",649,64,"Activités des services financiers, hors assurance et caisses de retraite",K,Activités financières et d'assurance
64.92Z,Autre distribution de crédit,6492Z,64.92,Autre distribution de crédit,6492,64.9,"Autres activités des services financiers, hors assurance et caisses de retraite",649,64,"Activités des services financiers, hors assurance et caisses de retraite",K,Activités financières et d'assurance
64.99Z,"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",6499Z,64.99,"Autres activités des services financiers, hors assurance et caisses de retraite, n.c.a.",6499,64.9,"Autres activités des services financiers, hors assurance et caisses de retraite",649,64,"Activités des services financiers, hors assurance et caisses de retraite",K,Activités financières et d'assurance
65.11Z,Assurance vie,6511Z,65.11,Assurance vie,6511,65.1,Assurance,651,65,Assurance,K,Activités financières et d'assurance
65.12Z,Autres assurances,6512Z,65.12,Autres assurances,6512,65.1,Assurance,651,65,Assurance,K,Activités financières et d'assurance
65.20Z,Réassurance,6520Z,65.20,Réassurance,6520,65.2,Réassurance,652,65,Assurance,K,Activités financières et d'assurance
65.30Z,Caisses de retraite,6530Z,65.30,Caisses de retraite,6530,65.3,Caisses de retraite,653,65,Assurance,K,Activités financières et d'assurance
66.11Z,Administration de marchés financiers,6611Z,66.11,Administration de marchés financiers,6611,66.1,"Activités auxiliaires de services financiers, hors assurance et caisses de retraite",661,66,Activités auxiliaires de services financiers et d'assurance,K,Activités financières et d'assurance
66.12Z,Courtage de valeurs mobilières et de marchandises,6612Z,66.12,Courtage de valeurs mobilières et de marchandises,6612,66.1,"Activités auxiliaires de services financiers, hors assurance et caisses de retraite",661,66,Activités auxiliaires de services financiers et d'assurance,K,Activités financières et d'assurance
66.19A,Supports juridiques de gestion de patrimoine mobilier,6619A,66.19,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite",6619,66.1,"Activités auxiliaires de services financiers, hors assurance et caisses de retraite",661,66,Activités auxiliaires de services financiers et d'assurance,K,Activités financières et d'assurance
66.19B,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.",6619B,66.19,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite",6619,66.1,"Activités auxiliaires de services financiers, hors assurance et caisses de retraite",661,66,Activités auxiliaires de services financiers et d'assurance,K,Activités financières et d'assurance
66.21Z,Évaluation des risques et dommages,6621Z,66.21,Évaluation des risques et dommages,6621,66.2,Activités auxiliaires d'assurance et de caisses de retraite,662,66,Activités auxiliaires de services financiers et d'assurance,K,Activités financières et d'assurance
66.22Z,Activités des agents et courtiers d'assurances,6622Z,66.22,Activités des agents et courtiers d'assurances,6622,66.2,Activités auxiliaires d'assurance et de caisses de retraite,662,66,Activités auxiliaires de services financiers et d'assurance,K,Activités financières et d'assurance
66.29Z,Autres activités auxiliaires d'assurance et de caisses de retraite,6629Z,66.29,Autres activités auxiliaires d'assurance et de caisses de retraite,6629,66.2,Activités auxiliaires d'assurance et de caisses de retraite,662,66,Activités auxiliaires de services financiers et d'assurance,K,Activités financières et d'assurance
66.30Z,Gestion de fonds,6630Z,66.30,Gestion de fonds,6630,66.3,Gestion de fonds,663,66,Activités auxiliaires de services financiers et d'assurance,K,Activités financières et d'assurance
68.10Z,Activités des marchands de biens immobiliers,6810Z,68.10,Activités des marchands de biens immobiliers,6810,68.1,Activités des marchands de biens immobiliers,681,68,Activités immobilières,L,Activités immobilières
68.20A,Location de logements,6820A,68.20,Location et exploitation de biens immobiliers propres ou loués,6820,68.2,Location et exploitation de biens immobiliers propres ou loués,682,68,Activités immobilières,L,Activités immobilières
68.20B,Location de terrains et d'autres biens immobiliers,6820B,68.20,Location et exploitation de biens immobiliers propres ou loués,6820,68.2,Location et exploitation de biens immobiliers propres ou loués,682,68,Activités immobilières,L,Activités immobilières
68.31Z,Agences immobilières,6831Z,68.31,Agences immobilières,6831,68.3,Activités immobilières pour compte de tiers,683,68,Activités immobilières,L,Activités immobilières
68.32A,Administration d'immeubles et autres biens immobiliers,6832A,68.32,Administration de biens immobiliers,6832,68.3,Activités immobilières pour compte de tiers,683,68,Activités immobilières,L,Activités immobilières
68.32B,Supports juridiques de gestion de patrimoine immobilier,6832B,68.32,Administration de biens immobiliers,6832,68.3,Activités immobilières pour compte de tiers,683,68,Activités immobilières,L,Activités immobilières
69.10Z,Activités juridiques,6910Z,69.10,Activités juridiques,6910,69.1,Activités juridiques,691,69,Activités juridiques et comptables,M,"Activités spécialisées, scientifiques et techniques"
69.20Z,Activités comptables,6920Z,69.20,Activités comptables,6920,69.2,Activités comptables,692,69,Activités juridiques et comptables,M,"Activités spécialisées, scientifiques et techniques"
70.10Z,Activités des sièges sociaux,7010Z,70.10,Activités des sièges sociaux,7010,70.1,Activités des sièges sociaux,701,70,Activités des sièges sociaux ; conseil de gestion,M,"Activités spécialisées, scientifiques et techniques"
70.21Z,Conseil en relations publiques et communication,7021Z,70.21,Conseil en relations publiques et communication,7021,70.2,Conseil de gestion,702,70,Activités des sièges sociaux ; conseil de gestion,M,"Activités spécialisées, scientifiques et techniques"
70.22Z,Conseil pour les affaires et autres conseils de gestion,7022Z,70.22,Conseil pour les affaires et autres conseils de gestion,7022,70.2,Conseil de gestion,702,70,Activités des sièges sociaux ; conseil de gestion,M,"Activités spécialisées, scientifiques et techniques"
71.11Z,Activités d'architecture,7111Z,71.11,Activités d'architecture,7111,71.1,Activités d'architecture et d'ingénierie,711,71,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,M,"Activités spécialisées, scientifiques et techniques"
71.12A,Activité des géomètres,7112A,71.12,Activités d'ingénierie,7112,71.1,Activités d'architecture et d'ingénierie,711,71,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,M,"Activités spécialisées, scientifiques et techniques"
71.12B,"Ingénierie, études techniques",7112B,71.12,Activités d'ingénierie,7112,71.1,Activités d'architecture et d'ingénierie,711,71,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,M,"Activités spécialisées, scientifiques et techniques"
71.20A,Contrôle technique automobile,7120A,71.20,Activités de contrôle et analyses techniques,7120,71.2,Activités de contrôle et analyses techniques,712,71,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,M,"Activités spécialisées, scientifiques et techniques"
71.20B,"Analyses, essais et inspections techniques",7120B,71.20,Activités de contrôle et analyses techniques,7120,71.2,Activités de contrôle et analyses techniques,712,71,Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques,M,"Activités spécialisées, scientifiques et techniques"
72.11Z,Recherche-développement en biotechnologie,7211Z,72.11,Recherche-développement en biotechnologie,7211,72.1,Recherche-développement en sciences physiques et naturelles,721,72,Recherche-développement scientifique,M,"Activités spécialisées, scientifiques et techniques"
72.19Z,Recherche-développement en autres sciences physiques et naturelles,7219Z,72.19,Recherche-développement en autres sciences physiques et naturelles,7219,72.1,Recherche-développement en sciences physiques et naturelles,721,72,Recherche-développement scientifique,M,"Activités spécialisées, scientifiques et techniques"
72.20Z,Recherche-développement en sciences humaines et sociales,7220Z,72.20,Recherche-développement en sciences humaines et sociales,7220,72.2,Recherche-développement en sciences humaines et sociales,722,72,Recherche-développement scientifique,M,"Activités spécialisées, scientifiques et techniques"
73.11Z,Activités des agences de publicité,7311Z,73.11,Activités des agences de publicité,7311,73.1,Publicité,731,73,Publicité et études de marché,M,"Activités spécialisées, scientifiques et techniques"
73.12Z,Régie publicitaire de médias,7312Z,73.12,Régie publicitaire de médias,7312,73.1,Publicité,731,73,Publicité et études de marché,M,"Activités spécialisées, scientifiques et techniques"
73.20Z,Études de marché et sondages,7320Z,73.20,Études de marché et sondages,7320,73.2,Études de marché et sondages,732,73,Publicité et études de marché,M,"Activités spécialisées, scientifiques et techniques"
74.10Z,Activités spécialisées de design,7410Z,74.10,Activités spécialisées de design,7410,74.1,Activités spécialisées de design,741,74,"Autres activités spécialisées, scientifiques et techniques",M,"Activités spécialisées, scientifiques et techniques"
74.20Z,Activités photographiques,7420Z,74.20,Activités photographiques,7420,74.2,Activités photographiques,742,74,"Autres activités spécialisées, scientifiques et techniques",M,"Activités spécialisées, scientifiques et techniques"
74.30Z,Traduction et interprétation,7430Z,74.30,Traduction et interprétation,7430,74.3,Traduction et interprétation,743,74,"Autres activités spécialisées, scientifiques et techniques",M,"Activités spécialisées, scientifiques et techniques"
74.90A,Activité des économistes de la construction,7490A,74.90,"Autres activités spécialisées, scientifiques et techniques n.c.a.",7490,74.9,"Autres activités spécialisées, scientifiques et techniques n.c.a.",749,74,"Autres activités spécialisées, scientifiques et techniques",M,"Activités spécialisées, scientifiques et techniques"
74.90B,"Activités spécialisées, scientifiques et techniques diverses",7490B,74.90,"Autres activités spécialisées, scientifiques et techniques n.c.a.",7490,74.9,"Autres activités spécialisées, scientifiques et techniques n.c.a.",749,74,"Autres activités spécialisées, scientifiques et techniques",M,"Activités spécialisées, scientifiques et techniques"
75.00Z,Activités vétérinaires,7500Z,75.00,Activités vétérinaires,7500,75.0,Activités vétérinaires,750,75,Activités vétérinaires,M,"Activités spécialisées, scientifiques et techniques"
77.11A,Location de courte durée de voitures et de véhicules automobiles légers,7711A,77.11,Location et location-bail de voitures et de véhicules automobiles légers,7711,77.1,Location et location-bail de véhicules automobiles,771,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.11B,Location de longue durée de voitures et de véhicules automobiles légers,7711B,77.11,Location et location-bail de voitures et de véhicules automobiles légers,7711,77.1,Location et location-bail de véhicules automobiles,771,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.12Z,Location et location-bail de camions,7712Z,77.12,Location et location-bail de camions,7712,77.1,Location et location-bail de véhicules automobiles,771,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.21Z,Location et location-bail d'articles de loisirs et de sport,7721Z,77.21,Location et location-bail d'articles de loisirs et de sport,7721,77.2,Location et location-bail de biens personnels et domestiques,772,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.22Z,Location de vidéocassettes et disques vidéo,7722Z,77.22,Location de vidéocassettes et disques vidéo,7722,77.2,Location et location-bail de biens personnels et domestiques,772,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.29Z,Location et location-bail d'autres biens personnels et domestiques,7729Z,77.29,Location et location-bail d'autres biens personnels et domestiques,7729,77.2,Location et location-bail de biens personnels et domestiques,772,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.31Z,Location et location-bail de machines et équipements agricoles,7731Z,77.31,Location et location-bail de machines et équipements agricoles,7731,77.3,"Location et location-bail d'autres machines, équipements et biens",773,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.32Z,Location et location-bail de machines et équipements pour la construction,7732Z,77.32,Location et location-bail de machines et équipements pour la construction,7732,77.3,"Location et location-bail d'autres machines, équipements et biens",773,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.33Z,Location et location-bail de machines de bureau et de matériel informatique,7733Z,77.33,Location et location-bail de machines de bureau et de matériel informatique,7733,77.3,"Location et location-bail d'autres machines, équipements et biens",773,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.34Z,Location et location-bail de matériels de transport par eau,7734Z,77.34,Location et location-bail de matériels de transport par eau,7734,77.3,"Location et location-bail d'autres machines, équipements et biens",773,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.35Z,Location et location-bail de matériels de transport aérien,7735Z,77.35,Location et location-bail de matériels de transport aérien,7735,77.3,"Location et location-bail d'autres machines, équipements et biens",773,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.39Z,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",7739Z,77.39,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",7739,77.3,"Location et location-bail d'autres machines, équipements et biens",773,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
77.40Z,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",7740Z,77.40,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",7740,77.4,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright",774,77,Activités de location et location-bail,N,Activités de services administratifs et de soutien
78.10Z,Activités des agences de placement de main-d'œuvre,7810Z,78.10,Activités des agences de placement de main-d'œuvre,7810,78.1,Activités des agences de placement de main-d'œuvre,781,78,Activités liées à l'emploi,N,Activités de services administratifs et de soutien
78.20Z,Activités des agences de travail temporaire,7820Z,78.20,Activités des agences de travail temporaire,7820,78.2,Activités des agences de travail temporaire,782,78,Activités liées à l'emploi,N,Activités de services administratifs et de soutien
78.30Z,Autre mise à disposition de ressources humaines,7830Z,78.30,Autre mise à disposition de ressources humaines,7830,78.3,Autre mise à disposition de ressources humaines,783,78,Activités liées à l'emploi,N,Activités de services administratifs et de soutien
79.11Z,Activités des agences de voyage,7911Z,79.11,Activités des agences de voyage,7911,79.1,Activités des agences de voyage et voyagistes,791,79,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",N,Activités de services administratifs et de soutien
79.12Z,Activités des voyagistes,7912Z,79.12,Activités des voyagistes,7912,79.1,Activités des agences de voyage et voyagistes,791,79,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",N,Activités de services administratifs et de soutien
79.90Z,Autres services de réservation et activités connexes,7990Z,79.90,Autres services de réservation et activités connexes,7990,79.9,Autres services de réservation et activités connexes,799,79,"Activités des agences de voyage, voyagistes, services de réservation et activités connexes",N,Activités de services administratifs et de soutien
80.10Z,Activités de sécurité privée,8010Z,80.10,Activités de sécurité privée,8010,80.1,Activités de sécurité privée,801,80,Enquêtes et sécurité,N,Activités de services administratifs et de soutien
80.20Z,Activités liées aux systèmes de sécurité,8020Z,80.20,Activités liées aux systèmes de sécurité,8020,80.2,Activités liées aux systèmes de sécurité,802,80,Enquêtes et sécurité,N,Activités de services administratifs et de soutien
80.30Z,Activités d'enquête,8030Z,80.30,Activités d'enquête,8030,80.3,Activités d'enquête,803,80,Enquêtes et sécurité,N,Activités de services administratifs et de soutien
81.10Z,Activités combinées de soutien lié aux bâtiments,8110Z,81.10,Activités combinées de soutien lié aux bâtiments,8110,81.1,Activités combinées de soutien lié aux bâtiments,811,81,Services relatifs aux bâtiments et aménagement paysager,N,Activités de services administratifs et de soutien
81.21Z,Nettoyage courant des bâtiments,8121Z,81.21,Nettoyage courant des bâtiments,8121,81.2,Activités de nettoyage,812,81,Services relatifs aux bâtiments et aménagement paysager,N,Activités de services administratifs et de soutien
81.22Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,8122Z,81.22,Autres activités de nettoyage des bâtiments et nettoyage industriel,8122,81.2,Activités de nettoyage,812,81,Services relatifs aux bâtiments et aménagement paysager,N,Activités de services administratifs et de soutien
81.29A,"Désinfection, désinsectisation, dératisation",8129A,81.29,Autres activités de nettoyage,8129,81.2,Activités de nettoyage,812,81,Services relatifs aux bâtiments et aménagement paysager,N,Activités de services administratifs et de soutien
81.29B,Autres activités de nettoyage n.c.a.,8129B,81.29,Autres activités de nettoyage,8129,81.2,Activités de nettoyage,812,81,Services relatifs aux bâtiments et aménagement paysager,N,Activités de services administratifs et de soutien
81.30Z,Services d'aménagement paysager,8130Z,81.30,Services d'aménagement paysager,8130,81.3,Services d'aménagement paysager,813,81,Services relatifs aux bâtiments et aménagement paysager,N,Activités de services administratifs et de soutien
82.11Z,Services administratifs combinés de bureau,8211Z,82.11,Services administratifs combinés de bureau,8211,82.1,Activités administratives,821,82,Activités administratives et autres activités de soutien aux entreprises,N,Activités de services administratifs et de soutien
82.19Z,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",8219Z,82.19,"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau",8219,82.1,Activités administratives,821,82,Activités administratives et autres activités de soutien aux entreprises,N,Activités de services administratifs et de soutien
82.20Z,Activités de centres d'appels,8220Z,82.20,Activités de centres d'appels,8220,82.2,Activités de centres d'appels,822,82,Activités administratives et autres activités de soutien aux entreprises,N,Activités de services administratifs et de soutien
82.30Z,"Organisation de foires, salons professionnels et congrès",8230Z,82.30,Organisation de salons professionnels et congrès,8230,82.3,Organisation de salons professionnels et congrès,823,82,Activités administratives et autres activités de soutien aux entreprises,N,Activités de services administratifs et de soutien
82.91Z,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,8291Z,82.91,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,8291,82.9,Activités de soutien aux entreprises n.c.a.,829,82,Activités administratives et autres activités de soutien aux entreprises,N,Activités de services administratifs et de soutien
82.92Z,Activités de conditionnement,8292Z,82.92,Activités de conditionnement,8292,82.9,Activités de soutien aux entreprises n.c.a.,829,82,Activités administratives et autres activités de soutien aux entreprises,N,Activités de services administratifs et de soutien
82.99Z,Autres activités de soutien aux entreprises n.c.a.,8299Z,82.99,Autres activités de soutien aux entreprises n.c.a.,8299,82.9,Activités de soutien aux entreprises n.c.a.,829,82,Activités administratives et autres activités de soutien aux entreprises,N,Activités de services administratifs et de soutien
84.11Z,Administration publique générale,8411Z,84.11,Administration publique générale,8411,84.1,"Administration générale, économique et sociale",841,84,Administration publique et défense ; sécurité sociale obligatoire,O,Administration publique
84.12Z,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale",8412Z,84.12,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale",8412,84.1,"Administration générale, économique et sociale",841,84,Administration publique et défense ; sécurité sociale obligatoire,O,Administration publique
84.13Z,Administration publique (tutelle) des activités économiques,8413Z,84.13,Administration publique (tutelle) des activités économiques,8413,84.1,"Administration générale, économique et sociale",841,84,Administration publique et défense ; sécurité sociale obligatoire,O,Administration publique
84.21Z,Affaires étrangères,8421Z,84.21,Affaires étrangères,8421,84.2,Services de prérogative publique,842,84,Administration publique et défense ; sécurité sociale obligatoire,O,Administration publique
84.22Z,Défense,8422Z,84.22,Défense,8422,84.2,Services de prérogative publique,842,84,Administration publique et défense ; sécurité sociale obligatoire,O,Administration publique
84.23Z,Justice,8423Z,84.23,Justice,8423,84.2,Services de prérogative publique,842,84,Administration publique et défense ; sécurité sociale obligatoire,O,Administration publique
84.24Z,Activités d'ordre public et de sécurité,8424Z,84.24,Activités d'ordre public et de sécurité,8424,84.2,Services de prérogative publique,842,84,Administration publique et défense ; sécurité sociale obligatoire,O,Administration publique
84.25Z,Services du feu et de secours,8425Z,84.25,Services du feu et de secours,8425,84.2,Services de prérogative publique,842,84,Administration publique et défense ; sécurité sociale obligatoire,O,Administration publique
84.30A,Activités générales de sécurité sociale,8430A,84.30,Sécurité sociale obligatoire,8430,84.3,Sécurité sociale obligatoire,843,84,Administration publique et défense ; sécurité sociale obligatoire,O,Administration publique
84.30B,Gestion des retraites complémentaires,8430B,84.30,Sécurité sociale obligatoire,8430,84.3,Sécurité sociale obligatoire,843,84,Administration publique et défense ; sécurité sociale obligatoire,O,Administration publique
84.30C,Distribution sociale de revenus,8430C,84.30,Sécurité sociale obligatoire,8430,84.3,Sécurité sociale obligatoire,843,84,Administration publique et défense ; sécurité sociale obligatoire,O,Administration publique
85.10Z,Enseignement pré-primaire,8510Z,85.10,Enseignement pré-primaire,8510,85.1,Enseignement pré-primaire,851,85,Enseignement,P,Enseignement
85.20Z,Enseignement primaire,8520Z,85.20,Enseignement primaire,8520,85.2,Enseignement primaire,852,85,Enseignement,P,Enseignement
85.31Z,Enseignement secondaire général,8531Z,85.31,Enseignement secondaire général,8531,85.3,Enseignement secondaire,853,85,Enseignement,P,Enseignement
85.32Z,Enseignement secondaire technique ou professionnel,8532Z,85.32,Enseignement secondaire technique ou professionnel,8532,85.3,Enseignement secondaire,853,85,Enseignement,P,Enseignement
85.41Z,Enseignement post-secondaire non supérieur,8541Z,85.41,Enseignement post-secondaire non supérieur,8541,85.4,Enseignement supérieur et post-secondaire non supérieur,854,85,Enseignement,P,Enseignement
85.42Z,Enseignement supérieur,8542Z,85.42,Enseignement supérieur,8542,85.4,Enseignement supérieur et post-secondaire non supérieur,854,85,Enseignement,P,Enseignement
85.51Z,Enseignement de disciplines sportives et d'activités de loisirs,8551Z,85.51,Enseignement de disciplines sportives et d'activités de loisirs,8551,85.5,Autres activités d'enseignement,855,85,Enseignement,P,Enseignement
85.52Z,Enseignement culturel,8552Z,85.52,Enseignement culturel,8552,85.5,Autres activités d'enseignement,855,85,Enseignement,P,Enseignement
85.53Z,Enseignement de la conduite,8553Z,85.53,Enseignement de la conduite,8553,85.5,Autres activités d'enseignement,855,85,Enseignement,P,Enseignement
85.59A,Formation continue d'adultes,8559A,85.59,Enseignements divers,8559,85.5,Autres activités d'enseignement,855,85,Enseignement,P,Enseignement
85.59B,Autres enseignements,8559B,85.59,Enseignements divers,8559,85.5,Autres activités d'enseignement,855,85,Enseignement,P,Enseignement
85.60Z,Activités de soutien à l'enseignement,8560Z,85.60,Activités de soutien à l'enseignement,8560,85.6,Activités de soutien à l'enseignement,856,85,Enseignement,P,Enseignement
86.10Z,Activités hospitalières,8610Z,86.10,Activités hospitalières,8610,86.1,Activités hospitalières,861,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
86.21Z,Activité des médecins généralistes,8621Z,86.21,Activité des médecins généralistes,8621,86.2,Activité des médecins et des dentistes,862,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
86.22A,Activités de radiodiagnostic et de radiothérapie,8622A,86.22,Activité des médecins spécialistes,8622,86.2,Activité des médecins et des dentistes,862,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
86.22B,Activités chirurgicales,8622B,86.22,Activité des médecins spécialistes,8622,86.2,Activité des médecins et des dentistes,862,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
86.22C,Autres activités des médecins spécialistes,8622C,86.22,Activité des médecins spécialistes,8622,86.2,Activité des médecins et des dentistes,862,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
86.23Z,Pratique dentaire,8623Z,86.23,Pratique dentaire,8623,86.2,Activité des médecins et des dentistes,862,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
86.90A,Ambulances,8690A,86.90,Autres activités pour la santé humaine,8690,86.9,Autres activités pour la santé humaine,869,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
86.90B,Laboratoires d'analyses médicales,8690B,86.90,Autres activités pour la santé humaine,8690,86.9,Autres activités pour la santé humaine,869,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
86.90C,Centres de collecte et banques d'organes,8690C,86.90,Autres activités pour la santé humaine,8690,86.9,Autres activités pour la santé humaine,869,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
86.90D,Activités des infirmiers et des sages-femmes,8690D,86.90,Autres activités pour la santé humaine,8690,86.9,Autres activités pour la santé humaine,869,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
86.90E,"Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues",8690E,86.90,Autres activités pour la santé humaine,8690,86.9,Autres activités pour la santé humaine,869,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
86.90F,Activités de santé humaine non classées ailleurs,8690F,86.90,Autres activités pour la santé humaine,8690,86.9,Autres activités pour la santé humaine,869,86,Activités pour la santé humaine,Q,Santé humaine et action sociale
87.10A,Hébergement médicalisé pour personnes âgées,8710A,87.10,Hébergement médicalisé,8710,87.1,Hébergement médicalisé,871,87,Hébergement médico-social et social,Q,Santé humaine et action sociale
87.10B,Hébergement médicalisé pour enfants handicapés,8710B,87.10,Hébergement médicalisé,8710,87.1,Hébergement médicalisé,871,87,Hébergement médico-social et social,Q,Santé humaine et action sociale
87.10C,Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé,8710C,87.10,Hébergement médicalisé,8710,87.1,Hébergement médicalisé,871,87,Hébergement médico-social et social,Q,Santé humaine et action sociale
87.20A,Hébergement social pour handicapés mentaux et malades mentaux,8720A,87.20,"Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes",8720,87.2,"Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes",872,87,Hébergement médico-social et social,Q,Santé humaine et action sociale
87.20B,Hébergement social pour toxicomanes,8720B,87.20,"Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes",8720,87.2,"Hébergement social pour personnes handicapées mentales, malades mentales et toxicomanes",872,87,Hébergement médico-social et social,Q,Santé humaine et action sociale
87.30A,Hébergement social pour personnes âgées,8730A,87.30,Hébergement social pour personnes âgées ou handicapées physiques,8730,87.3,Hébergement social pour personnes âgées ou handicapées physiques,873,87,Hébergement médico-social et social,Q,Santé humaine et action sociale
