dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,1012.00,32133088.00,52,Pays de la Loire,G,Commerce,2021-04-07
Reports d'échéances fiscales,144.00,3401209.00,52,Pays de la Loire,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,718.00,6238609.00,52,Pays de la Loire,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,94.00,4212882.00,52,Pays de la Loire,J,Information et communication,2021-04-07
Reports d'échéances fiscales,241.00,7355271.00,52,Pays de la Loire,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,374.00,4096673.00,52,Pays de la Loire,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,429.00,7056085.00,52,Pays de la Loire,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,221.00,4124213.00,52,Pays de la Loire,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,80.00,1060922.00,52,Pays de la Loire,P,Enseignement,2021-04-07
Reports d'échéances fiscales,149.00,7624345.00,52,Pays de la Loire,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,108.00,3774966.00,52,Pays de la Loire,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,175.00,597936.00,52,Pays de la Loire,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,21.00,563809.00,52,Pays de la Loire,Z,Non connu,2021-04-07
Reports d'échéances fiscales,25.00,453388.00,93,Provence-Alpes-Côte d'Azur,A,"Agriculture, sylviculture et pêche",2021-04-07
Reports d'échéances fiscales,419.00,19709079.00,93,Provence-Alpes-Côte d'Azur,C,Industrie manufacturière,2021-04-07
Reports d'échéances fiscales,4.00,34843.00,93,Provence-Alpes-Côte d'Azur,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-07
Reports d'échéances fiscales,20.00,352718.00,93,Provence-Alpes-Côte d'Azur,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-07
Reports d'échéances fiscales,663.00,9938882.00,93,Provence-Alpes-Côte d'Azur,F,Construction,2021-04-07
Reports d'échéances fiscales,1654.00,31161735.00,93,Provence-Alpes-Côte d'Azur,G,Commerce,2021-04-07
Reports d'échéances fiscales,223.00,9090563.00,93,Provence-Alpes-Côte d'Azur,H,Transports et entreposage,2021-04-07
Reports d'échéances fiscales,1344.00,15194782.00,93,Provence-Alpes-Côte d'Azur,I,Hébergement et restauration,2021-04-07
Reports d'échéances fiscales,127.00,3357545.00,93,Provence-Alpes-Côte d'Azur,J,Information et communication,2021-04-07
Reports d'échéances fiscales,247.00,6746224.00,93,Provence-Alpes-Côte d'Azur,K,Activités financières et d'assurance,2021-04-07
Reports d'échéances fiscales,466.00,4396244.00,93,Provence-Alpes-Côte d'Azur,L,Activités immobilières,2021-04-07
Reports d'échéances fiscales,552.00,13996051.00,93,Provence-Alpes-Côte d'Azur,M,"Activités spécialisées, scientifiques et techniques",2021-04-07
Reports d'échéances fiscales,390.00,8723735.00,93,Provence-Alpes-Côte d'Azur,N,Activités de services administratifs et de soutien,2021-04-07
Reports d'échéances fiscales,104.00,1339133.00,93,Provence-Alpes-Côte d'Azur,P,Enseignement,2021-04-07
Reports d'échéances fiscales,272.00,6322085.00,93,Provence-Alpes-Côte d'Azur,Q,Santé humaine et action sociale,2021-04-07
Reports d'échéances fiscales,177.00,3758765.00,93,Provence-Alpes-Côte d'Azur,R,"Arts, spectacles et activités récréatives",2021-04-07
Reports d'échéances fiscales,294.00,1315246.00,93,Provence-Alpes-Côte d'Azur,S,Autres activités de services,2021-04-07
Reports d'échéances fiscales,20.00,292104.00,93,Provence-Alpes-Côte d'Azur,Z,Non connu,2021-04-07
Reports d'échéances fiscales,28078.00,321853753.00,,,Z,Non connu,2021-04-07
