dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2243.00,116748491.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-06-11
Prêts garantis par l'Etat,18.00,6202000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-06-11
Prêts garantis par l'Etat,7951.00,2804412210.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-06-11
Prêts garantis par l'Etat,24.00,1376689.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-06-11
Prêts garantis par l'Etat,197.00,71872753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-06-11
Prêts garantis par l'Etat,12738.00,1548954551.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-06-11
Prêts garantis par l'Etat,20186.00,3884684279.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-06-11
Prêts garantis par l'Etat,2490.00,498688107.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-06-11
Prêts garantis par l'Etat,13366.00,1251077947.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-06-11
Prêts garantis par l'Etat,1714.00,427034463.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-06-11
Prêts garantis par l'Etat,1473.00,1286153098.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-06-11
Prêts garantis par l'Etat,2026.00,210237450.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-06-11
Prêts garantis par l'Etat,7840.00,1800558614.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-06-11
Prêts garantis par l'Etat,3370.00,449256530.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-06-11
Prêts garantis par l'Etat,1807.00,122943124.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-06-11
Prêts garantis par l'Etat,5456.00,340632288.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-06-11
Prêts garantis par l'Etat,1799.00,349909460.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-06-11
Prêts garantis par l'Etat,5007.00,163979121.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-06-11
Prêts garantis par l'Etat,70.00,8556231.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-06-11
Prêts garantis par l'Etat,1353.00,113889186.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-06-11
Prêts garantis par l'Etat,14.00,4922500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-06-11
Prêts garantis par l'Etat,2372.00,916545142.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-06-11
Prêts garantis par l'Etat,3.00,137000.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-06-11
Prêts garantis par l'Etat,67.00,13802754.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-06-11
Prêts garantis par l'Etat,3510.00,363489635.00,27,Bourgogne-Franche-Comté,F,Construction,2021-06-11
Prêts garantis par l'Etat,6134.00,937516638.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-06-11
Prêts garantis par l'Etat,595.00,86372630.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-06-11
Prêts garantis par l'Etat,3590.00,240785287.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-06-11
Prêts garantis par l'Etat,296.00,40809833.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-06-11
Prêts garantis par l'Etat,381.00,312917269.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-06-11
Prêts garantis par l'Etat,460.00,36106986.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-06-11
Prêts garantis par l'Etat,1551.00,239221854.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-06-11
Prêts garantis par l'Etat,730.00,119942779.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-06-11
Prêts garantis par l'Etat,427.00,25695824.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-06-11
Prêts garantis par l'Etat,1560.00,83427793.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-06-11
Prêts garantis par l'Etat,510.00,48664076.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-06-11
Prêts garantis par l'Etat,1590.00,41570158.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-06-11
Prêts garantis par l'Etat,29.00,3010813.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-06-11
Prêts garantis par l'Etat,665.00,47677605.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-06-11
Prêts garantis par l'Etat,4.00,978316.00,53,Bretagne,B,Industries extractives,2021-06-11
Prêts garantis par l'Etat,1981.00,569320226.00,53,Bretagne,C,Industrie manufacturière,2021-06-11
Prêts garantis par l'Etat,45.00,17184000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-06-11
Prêts garantis par l'Etat,3310.00,426705823.00,53,Bretagne,F,Construction,2021-06-11
Prêts garantis par l'Etat,6146.00,1007499641.00,53,Bretagne,G,Commerce,2021-06-11
Prêts garantis par l'Etat,545.00,199507384.00,53,Bretagne,H,Transports et entreposage,2021-06-11
Prêts garantis par l'Etat,4956.00,333476494.00,53,Bretagne,I,Hébergement et restauration,2021-06-11
Prêts garantis par l'Etat,452.00,111255782.00,53,Bretagne,J,Information et communication,2021-06-11
Prêts garantis par l'Etat,419.00,1142453650.00,53,Bretagne,K,Activités financières et d'assurance,2021-06-11
Prêts garantis par l'Etat,495.00,51451744.00,53,Bretagne,L,Activités immobilières,2021-06-11
Prêts garantis par l'Etat,1787.00,330936548.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2021-06-11
Prêts garantis par l'Etat,833.00,521424015.00,53,Bretagne,N,Activités de services administratifs et de soutien,2021-06-11
Prêts garantis par l'Etat,495.00,27079164.00,53,Bretagne,P,Enseignement,2021-06-11
Prêts garantis par l'Etat,1897.00,85525124.00,53,Bretagne,Q,Santé humaine et action sociale,2021-06-11
Prêts garantis par l'Etat,541.00,66036599.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2021-06-11
Prêts garantis par l'Etat,1761.00,69214923.00,53,Bretagne,S,Autres activités de services,2021-06-11
Prêts garantis par l'Etat,36.00,3962080.00,53,Bretagne,Z,Non connu,2021-06-11
Prêts garantis par l'Etat,895.00,65105379.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2021-06-11
Prêts garantis par l'Etat,7.00,15303400.00,24,Centre-Val de Loire,B,Industries extractives,2021-06-11
Prêts garantis par l'Etat,1791.00,826130690.00,24,Centre-Val de Loire,C,Industrie manufacturière,2021-06-11
Prêts garantis par l'Etat,28.00,5874500.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-06-11
Prêts garantis par l'Etat,3133.00,319056119.00,24,Centre-Val de Loire,F,Construction,2021-06-11
Prêts garantis par l'Etat,4548.00,857267570.00,24,Centre-Val de Loire,G,Commerce,2021-06-11
Prêts garantis par l'Etat,590.00,71468094.00,24,Centre-Val de Loire,H,Transports et entreposage,2021-06-11
Prêts garantis par l'Etat,2917.00,182416189.00,24,Centre-Val de Loire,I,Hébergement et restauration,2021-06-11
Prêts garantis par l'Etat,314.00,51793518.00,24,Centre-Val de Loire,J,Information et communication,2021-06-11
Prêts garantis par l'Etat,319.00,320571965.00,24,Centre-Val de Loire,K,Activités financières et d'assurance,2021-06-11
Prêts garantis par l'Etat,382.00,21035560.00,24,Centre-Val de Loire,L,Activités immobilières,2021-06-11
Prêts garantis par l'Etat,1318.00,166370944.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques",2021-06-11
Prêts garantis par l'Etat,655.00,75133903.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien,2021-06-11
Prêts garantis par l'Etat,398.00,23631140.00,24,Centre-Val de Loire,P,Enseignement,2021-06-11
Prêts garantis par l'Etat,1360.00,81969910.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale,2021-06-11
Prêts garantis par l'Etat,486.00,58710873.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives",2021-06-11
