dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,384.00,6642468.00,52,Pays de la Loire,M,"Activités spécialisées, scientifiques et techniques",2020-07-16
Reports d'échéances fiscales,206.00,3925905.00,52,Pays de la Loire,N,Activités de services administratifs et de soutien,2020-07-16
Reports d'échéances fiscales,70.00,1028118.00,52,Pays de la Loire,P,Enseignement,2020-07-16
Reports d'échéances fiscales,143.00,7609731.00,52,Pays de la Loire,Q,Santé humaine et action sociale,2020-07-16
Reports d'échéances fiscales,75.00,3284331.00,52,Pays de la Loire,R,"Arts, spectacles et activités récréatives",2020-07-16
Reports d'échéances fiscales,151.00,506540.00,52,Pays de la Loire,S,Autres activités de services,2020-07-16
Reports d'échéances fiscales,22.00,466565.00,52,Pays de la Loire,Z,Non connu,2020-07-16
Reports d'échéances fiscales,22.00,348513.00,93,Provence-Alpes-Côte d'Azur,A,"Agriculture, sylviculture et pêche",2020-07-16
Reports d'échéances fiscales,293.00,12271811.00,93,Provence-Alpes-Côte d'Azur,C,Industrie manufacturière,2020-07-16
Reports d'échéances fiscales,4.00,34843.00,93,Provence-Alpes-Côte d'Azur,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-07-16
Reports d'échéances fiscales,17.00,344686.00,93,Provence-Alpes-Côte d'Azur,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-07-16
Reports d'échéances fiscales,472.00,8986424.00,93,Provence-Alpes-Côte d'Azur,F,Construction,2020-07-16
Reports d'échéances fiscales,1122.00,29051696.00,93,Provence-Alpes-Côte d'Azur,G,Commerce,2020-07-16
Reports d'échéances fiscales,144.00,7975367.00,93,Provence-Alpes-Côte d'Azur,H,Transports et entreposage,2020-07-16
Reports d'échéances fiscales,740.00,9034141.00,93,Provence-Alpes-Côte d'Azur,I,Hébergement et restauration,2020-07-16
Reports d'échéances fiscales,93.00,3167617.00,93,Provence-Alpes-Côte d'Azur,J,Information et communication,2020-07-16
Reports d'échéances fiscales,201.00,6458386.00,93,Provence-Alpes-Côte d'Azur,K,Activités financières et d'assurance,2020-07-16
Reports d'échéances fiscales,343.00,3399227.00,93,Provence-Alpes-Côte d'Azur,L,Activités immobilières,2020-07-16
Reports d'échéances fiscales,425.00,13143275.00,93,Provence-Alpes-Côte d'Azur,M,"Activités spécialisées, scientifiques et techniques",2020-07-16
Reports d'échéances fiscales,312.00,7283696.00,93,Provence-Alpes-Côte d'Azur,N,Activités de services administratifs et de soutien,2020-07-16
Reports d'échéances fiscales,64.00,1051204.00,93,Provence-Alpes-Côte d'Azur,P,Enseignement,2020-07-16
Reports d'échéances fiscales,261.00,6138292.00,93,Provence-Alpes-Côte d'Azur,Q,Santé humaine et action sociale,2020-07-16
Reports d'échéances fiscales,95.00,2641457.00,93,Provence-Alpes-Côte d'Azur,R,"Arts, spectacles et activités récréatives",2020-07-16
Reports d'échéances fiscales,172.00,1080594.00,93,Provence-Alpes-Côte d'Azur,S,Autres activités de services,2020-07-16
Reports d'échéances fiscales,20.00,285948.00,93,Provence-Alpes-Côte d'Azur,Z,Non connu,2020-07-16
Reports d'échéances fiscales,12554.00,271601079.00,,,Z,Non connu,2020-07-16
