dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2405.00,126628653.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-12-31
Prêts garantis par l'Etat,22.00,7207000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-12-31
Prêts garantis par l'Etat,8175.00,2932177143.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-12-31
Prêts garantis par l'Etat,21.00,2554430.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-12-31
Prêts garantis par l'Etat,199.00,72658987.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-12-31
Prêts garantis par l'Etat,13224.00,1610863526.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-12-31
Prêts garantis par l'Etat,20739.00,3992928375.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-12-31
Prêts garantis par l'Etat,2591.00,509790888.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-12-31
Prêts garantis par l'Etat,13602.00,1291067026.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-12-31
Prêts garantis par l'Etat,1788.00,435274880.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-12-31
Prêts garantis par l'Etat,1498.00,1383700865.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-12-31
Prêts garantis par l'Etat,2092.00,215257756.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-12-31
Prêts garantis par l'Etat,8152.00,1904295546.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-12-31
Prêts garantis par l'Etat,3488.00,573113308.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-12-31
Prêts garantis par l'Etat,1864.00,127671928.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-12-31
Prêts garantis par l'Etat,5603.00,347431800.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-12-31
Prêts garantis par l'Etat,1860.00,358175653.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-12-31
Prêts garantis par l'Etat,5142.00,167842152.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-12-31
Prêts garantis par l'Etat,71.00,6204002.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-12-31
Prêts garantis par l'Etat,1436.00,119334184.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-12-31
Prêts garantis par l'Etat,5.00,790000.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-12-31
Prêts garantis par l'Etat,2441.00,940621130.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-12-31
Prêts garantis par l'Etat,64.00,13742754.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-12-31
Prêts garantis par l'Etat,3639.00,376667789.00,27,Bourgogne-Franche-Comté,F,Construction,2021-12-31
Prêts garantis par l'Etat,6272.00,965790309.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-12-31
Prêts garantis par l'Etat,625.00,98438897.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-12-31
Prêts garantis par l'Etat,3651.00,246055087.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-12-31
Prêts garantis par l'Etat,304.00,46300133.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-12-31
Prêts garantis par l'Etat,396.00,320560552.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-12-31
Prêts garantis par l'Etat,476.00,37229356.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-12-31
Prêts garantis par l'Etat,1616.00,250920663.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-12-31
Prêts garantis par l'Etat,753.00,122840365.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-12-31
Prêts garantis par l'Etat,443.00,26971342.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-12-31
Prêts garantis par l'Etat,1592.00,85914645.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-12-31
Prêts garantis par l'Etat,532.00,53178480.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-12-31
Prêts garantis par l'Etat,1630.00,42562653.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-12-31
