dispositif,nombre_pge,montant_total,reg,libelle_region,dep,libelle_departement,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,145.00,7218874.00,84,Auvergne-Rhône-Alpes,01,Ain,A,"Agriculture, sylviculture et pêche",2021-12-31
Prêts garantis par l'Etat,718.00,290824463.00,84,Auvergne-Rhône-Alpes,01,Ain,C,Industrie manufacturière,2021-12-31
Prêts garantis par l'Etat,15.00,4625000.00,84,Auvergne-Rhône-Alpes,01,Ain,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-12-31
Prêts garantis par l'Etat,1091.00,111840790.00,84,Auvergne-Rhône-Alpes,01,Ain,F,Construction,2021-12-31
Prêts garantis par l'Etat,1320.00,296151731.00,84,Auvergne-Rhône-Alpes,01,Ain,G,Commerce,2021-12-31
Prêts garantis par l'Etat,137.00,12395324.00,84,Auvergne-Rhône-Alpes,01,Ain,H,Transports et entreposage,2021-12-31
Prêts garantis par l'Etat,790.00,65728672.00,84,Auvergne-Rhône-Alpes,01,Ain,I,Hébergement et restauration,2021-12-31
Prêts garantis par l'Etat,62.00,8035900.00,84,Auvergne-Rhône-Alpes,01,Ain,J,Information et communication,2021-12-31
Prêts garantis par l'Etat,70.00,39450705.00,84,Auvergne-Rhône-Alpes,01,Ain,K,Activités financières et d'assurance,2021-12-31
Prêts garantis par l'Etat,93.00,46914550.00,84,Auvergne-Rhône-Alpes,01,Ain,L,Activités immobilières,2021-12-31
Prêts garantis par l'Etat,427.00,115433419.00,84,Auvergne-Rhône-Alpes,01,Ain,M,"Activités spécialisées, scientifiques et techniques",2021-12-31
Prêts garantis par l'Etat,222.00,15876273.00,84,Auvergne-Rhône-Alpes,01,Ain,N,Activités de services administratifs et de soutien,2021-12-31
Prêts garantis par l'Etat,118.00,6812540.00,84,Auvergne-Rhône-Alpes,01,Ain,P,Enseignement,2021-12-31
Prêts garantis par l'Etat,326.00,21262568.00,84,Auvergne-Rhône-Alpes,01,Ain,Q,Santé humaine et action sociale,2021-12-31
Prêts garantis par l'Etat,110.00,9882745.00,84,Auvergne-Rhône-Alpes,01,Ain,R,"Arts, spectacles et activités récréatives",2021-12-31
Prêts garantis par l'Etat,373.00,8944776.00,84,Auvergne-Rhône-Alpes,01,Ain,S,Autres activités de services,2021-12-31
Prêts garantis par l'Etat,4.00,502000.00,84,Auvergne-Rhône-Alpes,01,Ain,Z,Non connu,2021-12-31
Prêts garantis par l'Etat,102.00,4156998.00,84,Auvergne-Rhône-Alpes,03,Allier,A,"Agriculture, sylviculture et pêche",2021-12-31
Prêts garantis par l'Etat,257.00,82428721.00,84,Auvergne-Rhône-Alpes,03,Allier,C,Industrie manufacturière,2021-12-31
Prêts garantis par l'Etat,3.00,1900000.00,84,Auvergne-Rhône-Alpes,03,Allier,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-12-31
Prêts garantis par l'Etat,382.00,35162922.00,84,Auvergne-Rhône-Alpes,03,Allier,F,Construction,2021-12-31
Prêts garantis par l'Etat,687.00,91595492.00,84,Auvergne-Rhône-Alpes,03,Allier,G,Commerce,2021-12-31
Prêts garantis par l'Etat,56.00,4928815.00,84,Auvergne-Rhône-Alpes,03,Allier,H,Transports et entreposage,2021-12-31
Prêts garantis par l'Etat,403.00,20672441.00,84,Auvergne-Rhône-Alpes,03,Allier,I,Hébergement et restauration,2021-12-31
Prêts garantis par l'Etat,24.00,9753585.00,84,Auvergne-Rhône-Alpes,03,Allier,J,Information et communication,2021-12-31
Prêts garantis par l'Etat,36.00,18800813.00,84,Auvergne-Rhône-Alpes,03,Allier,K,Activités financières et d'assurance,2021-12-31
