dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section
Prêts garantis par l'Etat,59.00,14472250.00,93,Provence-Alpes-Côte d'Azur,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,6144.00,685444117.00,93,Provence-Alpes-Côte d'Azur,F,Construction
Prêts garantis par l'Etat,12190.00,1980433535.00,93,Provence-Alpes-Côte d'Azur,G,Commerce
Prêts garantis par l'Etat,1458.00,1345914254.00,93,Provence-Alpes-Côte d'Azur,H,Transports et entreposage
Prêts garantis par l'Etat,8534.00,799458909.00,93,Provence-Alpes-Côte d'Azur,I,Hébergement et restauration
Prêts garantis par l'Etat,771.00,139325414.00,93,Provence-Alpes-Côte d'Azur,J,Information et communication
Prêts garantis par l'Etat,792.00,282155397.00,93,Provence-Alpes-Côte d'Azur,K,Activités financières et d'assurance
Prêts garantis par l'Etat,1631.00,125615910.00,93,Provence-Alpes-Côte d'Azur,L,Activités immobilières
Prêts garantis par l'Etat,4334.00,609684510.00,93,Provence-Alpes-Côte d'Azur,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,1925.00,287289503.00,93,Provence-Alpes-Côte d'Azur,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,896.00,56581369.00,93,Provence-Alpes-Côte d'Azur,P,Enseignement
Prêts garantis par l'Etat,3914.00,269968070.00,93,Provence-Alpes-Côte d'Azur,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,947.00,124815453.00,93,Provence-Alpes-Côte d'Azur,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,3182.00,96934892.00,93,Provence-Alpes-Côte d'Azur,S,Autres activités de services
Prêts garantis par l'Etat,244.00,22050590.00,93,Provence-Alpes-Côte d'Azur,Z,Non connu
Prêts garantis par l'Etat,95.00,7067365.00,11,Île-de-France,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,6.00,9410000.00,11,Île-de-France,B,Industries extractives
Prêts garantis par l'Etat,3938.00,1832583778.00,11,Île-de-France,C,Industrie manufacturière
Prêts garantis par l'Etat,14.00,46089000.00,11,Île-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,105.00,60114247.00,11,Île-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,8689.00,1763701860.00,11,Île-de-France,F,Construction
Prêts garantis par l'Etat,17735.00,6204801463.00,11,Île-de-France,G,Commerce
Prêts garantis par l'Etat,3645.00,4507128072.00,11,Île-de-France,H,Transports et entreposage
Prêts garantis par l'Etat,12512.00,1808212714.00,11,Île-de-France,I,Hébergement et restauration
Prêts garantis par l'Etat,4508.00,1360599411.00,11,Île-de-France,J,Information et communication
Prêts garantis par l'Etat,1676.00,2131877990.00,11,Île-de-France,K,Activités financières et d'assurance
Prêts garantis par l'Etat,2743.00,386271240.00,11,Île-de-France,L,Activités immobilières
Prêts garantis par l'Etat,13068.00,3428826450.00,11,Île-de-France,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,3565.00,1213303575.00,11,Île-de-France,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,1509.00,261601620.00,11,Île-de-France,P,Enseignement
Prêts garantis par l'Etat,6267.00,554382337.00,11,Île-de-France,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,1546.00,583444101.00,11,Île-de-France,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,4694.00,249742010.00,11,Île-de-France,S,Autres activités de services
Prêts garantis par l'Etat,417.00,36402526.00,11,Île-de-France,Z,Non connu
Prêts garantis par l'Etat,3.00,402200.00,,,F,Construction
Prêts garantis par l'Etat,14.00,2531500.00,,,G,Commerce
Prêts garantis par l'Etat,3.00,39500.00,,,S,Autres activités de services
