dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section
Prêts garantis par l'Etat,974.00,22765432.00,27,Bourgogne-Franche-Comté,S,Autres activités de services
Prêts garantis par l'Etat,104.00,7227500.00,27,Bourgogne-Franche-Comté,Z,Non connu
Prêts garantis par l'Etat,156.00,13151690.00,53,Bretagne,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,3.00,908316.00,53,Bretagne,B,Industries extractives
Prêts garantis par l'Etat,826.00,249222576.00,53,Bretagne,C,Industrie manufacturière
Prêts garantis par l'Etat,13.00,6983000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,1380.00,164999525.00,53,Bretagne,F,Construction
Prêts garantis par l'Etat,3011.00,496926389.00,53,Bretagne,G,Commerce
Prêts garantis par l'Etat,206.00,33225100.00,53,Bretagne,H,Transports et entreposage
Prêts garantis par l'Etat,2359.00,144172909.00,53,Bretagne,I,Hébergement et restauration
Prêts garantis par l'Etat,145.00,34082364.00,53,Bretagne,J,Information et communication
Prêts garantis par l'Etat,145.00,253719652.00,53,Bretagne,K,Activités financières et d'assurance
Prêts garantis par l'Etat,203.00,17517308.00,53,Bretagne,L,Activités immobilières
Prêts garantis par l'Etat,603.00,75779023.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,342.00,54634128.00,53,Bretagne,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,172.00,9366570.00,53,Bretagne,P,Enseignement
Prêts garantis par l'Etat,799.00,35651047.00,53,Bretagne,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,174.00,31045682.00,53,Bretagne,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,936.00,28851726.00,53,Bretagne,S,Autres activités de services
Prêts garantis par l'Etat,100.00,5526600.00,53,Bretagne,Z,Non connu
Prêts garantis par l'Etat,293.00,21733344.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,748.00,298513302.00,24,Centre-Val de Loire,C,Industrie manufacturière
Prêts garantis par l'Etat,20.00,14069000.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,1390.00,156439437.00,24,Centre-Val de Loire,F,Construction
Prêts garantis par l'Etat,2218.00,354534212.00,24,Centre-Val de Loire,G,Commerce
Prêts garantis par l'Etat,225.00,32165229.00,24,Centre-Val de Loire,H,Transports et entreposage
Prêts garantis par l'Etat,1361.00,85716464.00,24,Centre-Val de Loire,I,Hébergement et restauration
Prêts garantis par l'Etat,103.00,19513233.00,24,Centre-Val de Loire,J,Information et communication
Prêts garantis par l'Etat,111.00,56649944.00,24,Centre-Val de Loire,K,Activités financières et d'assurance
Prêts garantis par l'Etat,162.00,8580920.00,24,Centre-Val de Loire,L,Activités immobilières
Prêts garantis par l'Etat,545.00,73262140.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,256.00,37365664.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,144.00,7705002.00,24,Centre-Val de Loire,P,Enseignement
Prêts garantis par l'Etat,611.00,36919775.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,169.00,29542124.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,787.00,17935972.00,24,Centre-Val de Loire,S,Autres activités de services
Prêts garantis par l'Etat,69.00,9085050.00,24,Centre-Val de Loire,Z,Non connu
Prêts garantis par l'Etat,73.00,6316356.00,94,Corse,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,144.00,24077019.00,94,Corse,C,Industrie manufacturière
Prêts garantis par l'Etat,10.00,2200141.00,94,Corse,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,359.00,48305457.00,94,Corse,F,Construction
Prêts garantis par l'Etat,660.00,127809215.00,94,Corse,G,Commerce
Prêts garantis par l'Etat,56.00,9356000.00,94,Corse,H,Transports et entreposage
Prêts garantis par l'Etat,538.00,59427561.00,94,Corse,I,Hébergement et restauration
Prêts garantis par l'Etat,25.00,2142900.00,94,Corse,J,Information et communication
Prêts garantis par l'Etat,23.00,5188375.00,94,Corse,K,Activités financières et d'assurance
Prêts garantis par l'Etat,63.00,5086451.00,94,Corse,L,Activités immobilières
Prêts garantis par l'Etat,155.00,13264168.00,94,Corse,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,100.00,12981550.00,94,Corse,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,23.00,1399800.00,94,Corse,P,Enseignement
Prêts garantis par l'Etat,107.00,9802238.00,94,Corse,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,39.00,4457584.00,94,Corse,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,113.00,6497750.00,94,Corse,S,Autres activités de services
Prêts garantis par l'Etat,11.00,1122000.00,94,Corse,Z,Non connu
Prêts garantis par l'Etat,487.00,48832019.00,44,Grand Est,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,1572.00,673660709.00,44,Grand Est,C,Industrie manufacturière
Prêts garantis par l'Etat,53.00,16830997.00,44,Grand Est,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,2733.00,388392630.00,44,Grand Est,F,Construction
Prêts garantis par l'Etat,4775.00,918247995.00,44,Grand Est,G,Commerce
Prêts garantis par l'Etat,429.00,110071237.00,44,Grand Est,H,Transports et entreposage
Prêts garantis par l'Etat,3014.00,239018424.00,44,Grand Est,I,Hébergement et restauration
Prêts garantis par l'Etat,217.00,24569374.00,44,Grand Est,J,Information et communication
Prêts garantis par l'Etat,298.00,135759290.00,44,Grand Est,K,Activités financières et d'assurance
Prêts garantis par l'Etat,347.00,35088324.00,44,Grand Est,L,Activités immobilières
Prêts garantis par l'Etat,1275.00,166292154.00,44,Grand Est,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,501.00,85864300.00,44,Grand Est,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,322.00,23168584.00,44,Grand Est,P,Enseignement
Prêts garantis par l'Etat,1343.00,110728597.00,44,Grand Est,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,231.00,35682753.00,44,Grand Est,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1518.00,43614114.00,44,Grand Est,S,Autres activités de services
Prêts garantis par l'Etat,103.00,12936681.00,44,Grand Est,Z,Non connu
Prêts garantis par l'Etat,12.00,957300.00,01,Guadeloupe,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,87.00,17819082.00,01,Guadeloupe,C,Industrie manufacturière
Prêts garantis par l'Etat,7.00,4731306.00,01,Guadeloupe,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,90.00,21836824.00,01,Guadeloupe,F,Construction
Prêts garantis par l'Etat,313.00,94617659.00,01,Guadeloupe,G,Commerce
Prêts garantis par l'Etat,34.00,17404460.00,01,Guadeloupe,H,Transports et entreposage
Prêts garantis par l'Etat,117.00,23627353.00,01,Guadeloupe,I,Hébergement et restauration
Prêts garantis par l'Etat,14.00,1169551.00,01,Guadeloupe,J,Information et communication
Prêts garantis par l'Etat,7.00,857090.00,01,Guadeloupe,K,Activités financières et d'assurance
Prêts garantis par l'Etat,16.00,1675477.00,01,Guadeloupe,L,Activités immobilières
Prêts garantis par l'Etat,86.00,18305280.00,01,Guadeloupe,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,73.00,12354246.00,01,Guadeloupe,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,16.00,801180.00,01,Guadeloupe,P,Enseignement
Prêts garantis par l'Etat,48.00,3221500.00,01,Guadeloupe,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,13.00,579500.00,01,Guadeloupe,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,23.00,769500.00,01,Guadeloupe,S,Autres activités de services
Prêts garantis par l'Etat,5.00,96500.00,03,Guyane,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,27.00,4880000.00,03,Guyane,C,Industrie manufacturière
Prêts garantis par l'Etat,24.00,4502213.00,03,Guyane,F,Construction
Prêts garantis par l'Etat,56.00,16127580.00,03,Guyane,G,Commerce
Prêts garantis par l'Etat,4.00,1120000.00,03,Guyane,H,Transports et entreposage
Prêts garantis par l'Etat,20.00,1549730.00,03,Guyane,I,Hébergement et restauration
Prêts garantis par l'Etat,5.00,296000.00,03,Guyane,J,Information et communication
Prêts garantis par l'Etat,5.00,614000.00,03,Guyane,K,Activités financières et d'assurance
Prêts garantis par l'Etat,3.00,1925000.00,03,Guyane,L,Activités immobilières
Prêts garantis par l'Etat,24.00,3143000.00,03,Guyane,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,14.00,1932500.00,03,Guyane,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,19.00,1737562.00,03,Guyane,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,10.00,444500.00,03,Guyane,S,Autres activités de services
Prêts garantis par l'Etat,183.00,19621110.00,32,Hauts-de-France,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,1096.00,390779949.00,32,Hauts-de-France,C,Industrie manufacturière
Prêts garantis par l'Etat,40.00,13201275.00,32,Hauts-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,2320.00,451550404.00,32,Hauts-de-France,F,Construction
Prêts garantis par l'Etat,3980.00,720051399.00,32,Hauts-de-France,G,Commerce
Prêts garantis par l'Etat,452.00,121033051.00,32,Hauts-de-France,H,Transports et entreposage
Prêts garantis par l'Etat,2629.00,188161028.00,32,Hauts-de-France,I,Hébergement et restauration
Prêts garantis par l'Etat,270.00,60741920.00,32,Hauts-de-France,J,Information et communication
Prêts garantis par l'Etat,217.00,75055283.00,32,Hauts-de-France,K,Activités financières et d'assurance
Prêts garantis par l'Etat,314.00,26058059.00,32,Hauts-de-France,L,Activités immobilières
Prêts garantis par l'Etat,1259.00,154267228.00,32,Hauts-de-France,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,470.00,67726054.00,32,Hauts-de-France,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,319.00,23306682.00,32,Hauts-de-France,P,Enseignement
Prêts garantis par l'Etat,1302.00,82204910.00,32,Hauts-de-France,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,250.00,26247523.00,32,Hauts-de-France,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1332.00,39325426.00,32,Hauts-de-France,S,Autres activités de services
Prêts garantis par l'Etat,92.00,12586232.00,32,Hauts-de-France,Z,Non connu
Prêts garantis par l'Etat,57.00,8107018.00,04,La Réunion,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,3.00,2300000.00,04,La Réunion,B,Industries extractives
Prêts garantis par l'Etat,229.00,39219297.00,04,La Réunion,C,Industrie manufacturière
Prêts garantis par l'Etat,7.00,1529000.00,04,La Réunion,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,371.00,53144416.00,04,La Réunion,F,Construction
Prêts garantis par l'Etat,714.00,163043224.00,04,La Réunion,G,Commerce
Prêts garantis par l'Etat,82.00,23346160.00,04,La Réunion,H,Transports et entreposage
Prêts garantis par l'Etat,238.00,18942870.00,04,La Réunion,I,Hébergement et restauration
Prêts garantis par l'Etat,26.00,2175826.00,04,La Réunion,J,Information et communication
Prêts garantis par l'Etat,26.00,1985900.00,04,La Réunion,K,Activités financières et d'assurance
Prêts garantis par l'Etat,26.00,1575530.00,04,La Réunion,L,Activités immobilières
Prêts garantis par l'Etat,139.00,13879831.00,04,La Réunion,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,107.00,14418394.00,04,La Réunion,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,46.00,6271796.00,04,La Réunion,P,Enseignement
Prêts garantis par l'Etat,185.00,16852217.00,04,La Réunion,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,43.00,4339107.00,04,La Réunion,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,144.00,4831770.00,04,La Réunion,S,Autres activités de services
Prêts garantis par l'Etat,10.00,2051406.00,02,Martinique,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,105.00,14647234.00,02,Martinique,C,Industrie manufacturière
Prêts garantis par l'Etat,4.00,1931959.00,02,Martinique,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,4.00,657000.00,02,Martinique,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,85.00,13504912.00,02,Martinique,F,Construction
Prêts garantis par l'Etat,292.00,75406088.00,02,Martinique,G,Commerce
Prêts garantis par l'Etat,40.00,21959309.00,02,Martinique,H,Transports et entreposage
Prêts garantis par l'Etat,74.00,7794259.00,02,Martinique,I,Hébergement et restauration
Prêts garantis par l'Etat,14.00,1370255.00,02,Martinique,J,Information et communication
Prêts garantis par l'Etat,22.00,16613572.00,02,Martinique,K,Activités financières et d'assurance
Prêts garantis par l'Etat,10.00,818566.00,02,Martinique,L,Activités immobilières
Prêts garantis par l'Etat,85.00,19622921.00,02,Martinique,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,56.00,6683857.00,02,Martinique,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,20.00,619078.00,02,Martinique,P,Enseignement
Prêts garantis par l'Etat,68.00,6932115.00,02,Martinique,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,18.00,1168075.00,02,Martinique,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,58.00,3334486.00,02,Martinique,S,Autres activités de services
Prêts garantis par l'Etat,11.00,3663500.00,06,Mayotte,C,Industrie manufacturière
Prêts garantis par l'Etat,28.00,4294415.00,06,Mayotte,F,Construction
Prêts garantis par l'Etat,48.00,9969943.00,06,Mayotte,G,Commerce
Prêts garantis par l'Etat,8.00,1038000.00,06,Mayotte,H,Transports et entreposage
Prêts garantis par l'Etat,8.00,1057272.00,06,Mayotte,I,Hébergement et restauration
Prêts garantis par l'Etat,13.00,948738.00,06,Mayotte,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,10.00,1681234.00,06,Mayotte,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,6.00,624500.00,06,Mayotte,P,Enseignement
Prêts garantis par l'Etat,7.00,963150.00,06,Mayotte,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,12.00,1221118.00,06,Mayotte,Z,Non connu
Prêts garantis par l'Etat,187.00,12589333.00,28,Normandie,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,688.00,287228482.00,28,Normandie,C,Industrie manufacturière
Prêts garantis par l'Etat,17.00,6533000.00,28,Normandie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,1291.00,158771791.00,28,Normandie,F,Construction
Prêts garantis par l'Etat,2780.00,490635489.00,28,Normandie,G,Commerce
Prêts garantis par l'Etat,232.00,62616420.00,28,Normandie,H,Transports et entreposage
Prêts garantis par l'Etat,1813.00,125077542.00,28,Normandie,I,Hébergement et restauration
Prêts garantis par l'Etat,119.00,17113062.00,28,Normandie,J,Information et communication
Prêts garantis par l'Etat,138.00,48391456.00,28,Normandie,K,Activités financières et d'assurance
Prêts garantis par l'Etat,206.00,14782609.00,28,Normandie,L,Activités immobilières
Prêts garantis par l'Etat,607.00,73979206.00,28,Normandie,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,264.00,28359641.00,28,Normandie,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,181.00,10233737.00,28,Normandie,P,Enseignement
Prêts garantis par l'Etat,550.00,36184950.00,28,Normandie,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,188.00,19639329.00,28,Normandie,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,932.00,20780640.00,28,Normandie,S,Autres activités de services
Prêts garantis par l'Etat,75.00,4982745.00,28,Normandie,Z,Non connu
Prêts garantis par l'Etat,1464.00,158789020.00,75,Nouvelle-Aquitaine,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,10.00,6971000.00,75,Nouvelle-Aquitaine,B,Industries extractives
Prêts garantis par l'Etat,2286.00,659718881.00,75,Nouvelle-Aquitaine,C,Industrie manufacturière
Prêts garantis par l'Etat,54.00,12287387.00,75,Nouvelle-Aquitaine,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,4355.00,547502292.00,75,Nouvelle-Aquitaine,F,Construction
Prêts garantis par l'Etat,7920.00,1306669966.00,75,Nouvelle-Aquitaine,G,Commerce
Prêts garantis par l'Etat,618.00,113116579.00,75,Nouvelle-Aquitaine,H,Transports et entreposage
Prêts garantis par l'Etat,4978.00,406807273.00,75,Nouvelle-Aquitaine,I,Hébergement et restauration
Prêts garantis par l'Etat,374.00,46154806.00,75,Nouvelle-Aquitaine,J,Information et communication
Prêts garantis par l'Etat,486.00,146944552.00,75,Nouvelle-Aquitaine,K,Activités financières et d'assurance
Prêts garantis par l'Etat,722.00,56791144.00,75,Nouvelle-Aquitaine,L,Activités immobilières
Prêts garantis par l'Etat,1986.00,416457413.00,75,Nouvelle-Aquitaine,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,905.00,99527626.00,75,Nouvelle-Aquitaine,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,503.00,30562399.00,75,Nouvelle-Aquitaine,P,Enseignement
Prêts garantis par l'Etat,2188.00,125974010.00,75,Nouvelle-Aquitaine,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,477.00,32890303.00,75,Nouvelle-Aquitaine,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,2434.00,63365528.00,75,Nouvelle-Aquitaine,S,Autres activités de services
Prêts garantis par l'Etat,185.00,52149569.00,75,Nouvelle-Aquitaine,Z,Non connu
Prêts garantis par l'Etat,832.00,69924577.00,76,Occitanie,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,15.00,7687082.00,76,Occitanie,B,Industries extractives
Prêts garantis par l'Etat,1964.00,626386012.00,76,Occitanie,C,Industrie manufacturière
Prêts garantis par l'Etat,12.00,710300.00,76,Occitanie,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,52.00,18592075.00,76,Occitanie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,3951.00,427614367.00,76,Occitanie,F,Construction
Prêts garantis par l'Etat,7690.00,1250247034.00,76,Occitanie,G,Commerce
Prêts garantis par l'Etat,598.00,99487830.00,76,Occitanie,H,Transports et entreposage
Prêts garantis par l'Etat,4814.00,345845863.00,76,Occitanie,I,Hébergement et restauration
Prêts garantis par l'Etat,426.00,74164556.00,76,Occitanie,J,Information et communication
Prêts garantis par l'Etat,424.00,98048345.00,76,Occitanie,K,Activités financières et d'assurance
Prêts garantis par l'Etat,658.00,53320118.00,76,Occitanie,L,Activités immobilières
Prêts garantis par l'Etat,2237.00,311738626.00,76,Occitanie,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,844.00,125682465.00,76,Occitanie,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,467.00,24795331.00,76,Occitanie,P,Enseignement
Prêts garantis par l'Etat,2106.00,140318432.00,76,Occitanie,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,466.00,53154147.00,76,Occitanie,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,2035.00,53785199.00,76,Occitanie,S,Autres activités de services
Prêts garantis par l'Etat,205.00,18518310.00,76,Occitanie,Z,Non connu
Prêts garantis par l'Etat,267.00,27120531.00,52,Pays de la Loire,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,4.00,1674000.00,52,Pays de la Loire,B,Industries extractives
Prêts garantis par l'Etat,901.00,326050203.00,52,Pays de la Loire,C,Industrie manufacturière
Prêts garantis par l'Etat,23.00,4899000.00,52,Pays de la Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,1475.00,187770253.00,52,Pays de la Loire,F,Construction
Prêts garantis par l'Etat,2834.00,440016144.00,52,Pays de la Loire,G,Commerce
Prêts garantis par l'Etat,175.00,24453137.00,52,Pays de la Loire,H,Transports et entreposage
Prêts garantis par l'Etat,1907.00,128133060.00,52,Pays de la Loire,I,Hébergement et restauration
Prêts garantis par l'Etat,177.00,50879329.00,52,Pays de la Loire,J,Information et communication
Prêts garantis par l'Etat,157.00,78935768.00,52,Pays de la Loire,K,Activités financières et d'assurance
Prêts garantis par l'Etat,208.00,16603273.00,52,Pays de la Loire,L,Activités immobilières
Prêts garantis par l'Etat,831.00,159056404.00,52,Pays de la Loire,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,300.00,39485295.00,52,Pays de la Loire,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,217.00,12423794.00,52,Pays de la Loire,P,Enseignement
Prêts garantis par l'Etat,847.00,49753044.00,52,Pays de la Loire,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,210.00,21866097.00,52,Pays de la Loire,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,1029.00,27047774.00,52,Pays de la Loire,S,Autres activités de services
Prêts garantis par l'Etat,76.00,12560608.00,52,Pays de la Loire,Z,Non connu
Prêts garantis par l'Etat,502.00,49764917.00,93,Provence-Alpes-Côte d'Azur,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,5.00,2681000.00,93,Provence-Alpes-Côte d'Azur,B,Industries extractives
Prêts garantis par l'Etat,1871.00,394823995.00,93,Provence-Alpes-Côte d'Azur,C,Industrie manufacturière
Prêts garantis par l'Etat,6.00,2445000.00,93,Provence-Alpes-Côte d'Azur,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,47.00,10825250.00,93,Provence-Alpes-Côte d'Azur,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,3734.00,413298634.00,93,Provence-Alpes-Côte d'Azur,F,Construction
Prêts garantis par l'Etat,7842.00,1302544107.00,93,Provence-Alpes-Côte d'Azur,G,Commerce
Prêts garantis par l'Etat,868.00,104572039.00,93,Provence-Alpes-Côte d'Azur,H,Transports et entreposage
Prêts garantis par l'Etat,5538.00,535758130.00,93,Provence-Alpes-Côte d'Azur,I,Hébergement et restauration
Prêts garantis par l'Etat,473.00,80701686.00,93,Provence-Alpes-Côte d'Azur,J,Information et communication
Prêts garantis par l'Etat,483.00,103939278.00,93,Provence-Alpes-Côte d'Azur,K,Activités financières et d'assurance
Prêts garantis par l'Etat,953.00,70801579.00,93,Provence-Alpes-Côte d'Azur,L,Activités immobilières
Prêts garantis par l'Etat,2667.00,308011101.00,93,Provence-Alpes-Côte d'Azur,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,1165.00,173776605.00,93,Provence-Alpes-Côte d'Azur,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,554.00,38339223.00,93,Provence-Alpes-Côte d'Azur,P,Enseignement
Prêts garantis par l'Etat,2464.00,167271369.00,93,Provence-Alpes-Côte d'Azur,Q,Santé humaine et action sociale
