dispositif,nombre_pge,montant_total,reg,libelle_region,dep,libelle_departement,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,122.00,5937584.00,84,Auvergne-Rhône-Alpes,01,Ain,A,"Agriculture, sylviculture et pêche",2021-04-09
Prêts garantis par l'Etat,674.00,280022064.00,84,Auvergne-Rhône-Alpes,01,Ain,C,Industrie manufacturière,2021-04-09
Prêts garantis par l'Etat,14.00,4525000.00,84,Auvergne-Rhône-Alpes,01,Ain,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-09
Prêts garantis par l'Etat,1013.00,102783519.00,84,Auvergne-Rhône-Alpes,01,Ain,F,Construction,2021-04-09
Prêts garantis par l'Etat,1269.00,289351781.00,84,Auvergne-Rhône-Alpes,01,Ain,G,Commerce,2021-04-09
Prêts garantis par l'Etat,127.00,11943024.00,84,Auvergne-Rhône-Alpes,01,Ain,H,Transports et entreposage,2021-04-09
Prêts garantis par l'Etat,778.00,58802284.00,84,Auvergne-Rhône-Alpes,01,Ain,I,Hébergement et restauration,2021-04-09
Prêts garantis par l'Etat,60.00,7975606.00,84,Auvergne-Rhône-Alpes,01,Ain,J,Information et communication,2021-04-09
Prêts garantis par l'Etat,70.00,35451205.00,84,Auvergne-Rhône-Alpes,01,Ain,K,Activités financières et d'assurance,2021-04-09
Prêts garantis par l'Etat,90.00,46446550.00,84,Auvergne-Rhône-Alpes,01,Ain,L,Activités immobilières,2021-04-09
Prêts garantis par l'Etat,401.00,109793409.00,84,Auvergne-Rhône-Alpes,01,Ain,M,"Activités spécialisées, scientifiques et techniques",2021-04-09
Prêts garantis par l'Etat,204.00,14944473.00,84,Auvergne-Rhône-Alpes,01,Ain,N,Activités de services administratifs et de soutien,2021-04-09
Prêts garantis par l'Etat,112.00,6006109.00,84,Auvergne-Rhône-Alpes,01,Ain,P,Enseignement,2021-04-09
Prêts garantis par l'Etat,308.00,19803718.00,84,Auvergne-Rhône-Alpes,01,Ain,Q,Santé humaine et action sociale,2021-04-09
Prêts garantis par l'Etat,99.00,8890945.00,84,Auvergne-Rhône-Alpes,01,Ain,R,"Arts, spectacles et activités récréatives",2021-04-09
Prêts garantis par l'Etat,354.00,8697976.00,84,Auvergne-Rhône-Alpes,01,Ain,S,Autres activités de services,2021-04-09
Prêts garantis par l'Etat,4.00,502000.00,84,Auvergne-Rhône-Alpes,01,Ain,Z,Non connu,2021-04-09
Prêts garantis par l'Etat,101.00,4107498.00,84,Auvergne-Rhône-Alpes,03,Allier,A,"Agriculture, sylviculture et pêche",2021-04-09
Prêts garantis par l'Etat,243.00,80300976.00,84,Auvergne-Rhône-Alpes,03,Allier,C,Industrie manufacturière,2021-04-09
Prêts garantis par l'Etat,3.00,1900000.00,84,Auvergne-Rhône-Alpes,03,Allier,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-09
Prêts garantis par l'Etat,360.00,32789440.00,84,Auvergne-Rhône-Alpes,03,Allier,F,Construction,2021-04-09
Prêts garantis par l'Etat,658.00,84521526.00,84,Auvergne-Rhône-Alpes,03,Allier,G,Commerce,2021-04-09
Prêts garantis par l'Etat,48.00,4181200.00,84,Auvergne-Rhône-Alpes,03,Allier,H,Transports et entreposage,2021-04-09
Prêts garantis par l'Etat,390.00,20036606.00,84,Auvergne-Rhône-Alpes,03,Allier,I,Hébergement et restauration,2021-04-09
Prêts garantis par l'Etat,22.00,9734585.00,84,Auvergne-Rhône-Alpes,03,Allier,J,Information et communication,2021-04-09
Prêts garantis par l'Etat,34.00,17400813.00,84,Auvergne-Rhône-Alpes,03,Allier,K,Activités financières et d'assurance,2021-04-09
Prêts garantis par l'Etat,45.00,1662368.00,84,Auvergne-Rhône-Alpes,03,Allier,L,Activités immobilières,2021-04-09
Prêts garantis par l'Etat,149.00,20520879.00,84,Auvergne-Rhône-Alpes,03,Allier,M,"Activités spécialisées, scientifiques et techniques",2021-04-09
Prêts garantis par l'Etat,58.00,4275235.00,84,Auvergne-Rhône-Alpes,03,Allier,N,Activités de services administratifs et de soutien,2021-04-09
Prêts garantis par l'Etat,53.00,3026000.00,84,Auvergne-Rhône-Alpes,03,Allier,P,Enseignement,2021-04-09
Prêts garantis par l'Etat,195.00,13955942.00,84,Auvergne-Rhône-Alpes,03,Allier,Q,Santé humaine et action sociale,2021-04-09
Prêts garantis par l'Etat,56.00,7126169.00,84,Auvergne-Rhône-Alpes,03,Allier,R,"Arts, spectacles et activités récréatives",2021-04-09
Prêts garantis par l'Etat,186.00,5529490.00,84,Auvergne-Rhône-Alpes,03,Allier,S,Autres activités de services,2021-04-09
Prêts garantis par l'Etat,3.00,52300.00,84,Auvergne-Rhône-Alpes,03,Allier,Z,Non connu,2021-04-09
Prêts garantis par l'Etat,249.00,10567314.00,84,Auvergne-Rhône-Alpes,07,Ardèche,A,"Agriculture, sylviculture et pêche",2021-04-09
Prêts garantis par l'Etat,3.00,445000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,B,Industries extractives,2021-04-09
Prêts garantis par l'Etat,269.00,86989576.00,84,Auvergne-Rhône-Alpes,07,Ardèche,C,Industrie manufacturière,2021-04-09
Prêts garantis par l'Etat,4.00,173000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-04-09
Prêts garantis par l'Etat,12.00,3299000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-04-09
Prêts garantis par l'Etat,470.00,36329341.00,84,Auvergne-Rhône-Alpes,07,Ardèche,F,Construction,2021-04-09
Prêts garantis par l'Etat,795.00,105761831.00,84,Auvergne-Rhône-Alpes,07,Ardèche,G,Commerce,2021-04-09
Prêts garantis par l'Etat,57.00,6099700.00,84,Auvergne-Rhône-Alpes,07,Ardèche,H,Transports et entreposage,2021-04-09
Prêts garantis par l'Etat,716.00,41559270.00,84,Auvergne-Rhône-Alpes,07,Ardèche,I,Hébergement et restauration,2021-04-09
Prêts garantis par l'Etat,28.00,5833800.00,84,Auvergne-Rhône-Alpes,07,Ardèche,J,Information et communication,2021-04-09
Prêts garantis par l'Etat,25.00,18116900.00,84,Auvergne-Rhône-Alpes,07,Ardèche,K,Activités financières et d'assurance,2021-04-09
Prêts garantis par l'Etat,40.00,2101900.00,84,Auvergne-Rhône-Alpes,07,Ardèche,L,Activités immobilières,2021-04-09
Prêts garantis par l'Etat,155.00,13316149.00,84,Auvergne-Rhône-Alpes,07,Ardèche,M,"Activités spécialisées, scientifiques et techniques",2021-04-09
Prêts garantis par l'Etat,90.00,9885915.00,84,Auvergne-Rhône-Alpes,07,Ardèche,N,Activités de services administratifs et de soutien,2021-04-09
Prêts garantis par l'Etat,51.00,1760413.00,84,Auvergne-Rhône-Alpes,07,Ardèche,P,Enseignement,2021-04-09
