dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1595.00,84717839.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-08-28
Prêts garantis par l'Etat,3.00,1700000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-08-28
Prêts garantis par l'Etat,6585.00,2454252325.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-08-28
Prêts garantis par l'Etat,11.00,442859.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-08-28
Prêts garantis par l'Etat,131.00,53777174.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-08-28
Prêts garantis par l'Etat,10290.00,1334044885.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-08-28
Prêts garantis par l'Etat,17042.00,3412697878.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-08-28
Prêts garantis par l'Etat,1880.00,370345108.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-08-28
Prêts garantis par l'Etat,10989.00,866977151.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-08-28
Prêts garantis par l'Etat,1337.00,347495206.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-08-28
Prêts garantis par l'Etat,1175.00,1032343646.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-08-28
Prêts garantis par l'Etat,1606.00,142585451.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-08-28
Prêts garantis par l'Etat,6358.00,1343064294.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-08-28
Prêts garantis par l'Etat,2518.00,346038252.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-08-28
Prêts garantis par l'Etat,1422.00,84860373.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-08-28
Prêts garantis par l'Etat,4535.00,284661151.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-08-28
Prêts garantis par l'Etat,1357.00,224984970.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-08-28
Prêts garantis par l'Etat,4225.00,125855750.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-08-28
Prêts garantis par l'Etat,435.00,37292031.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-08-28
Prêts garantis par l'Etat,1064.00,92565226.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-08-28
Prêts garantis par l'Etat,2027.00,827168641.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-08-28
Prêts garantis par l'Etat,48.00,10911590.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-08-28
Prêts garantis par l'Etat,2927.00,315631600.00,27,Bourgogne-Franche-Comté,F,Construction,2020-08-28
Prêts garantis par l'Etat,5336.00,821940451.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-08-28
Prêts garantis par l'Etat,504.00,77223748.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-08-28
Prêts garantis par l'Etat,3120.00,196647972.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-08-28
Prêts garantis par l'Etat,234.00,33296629.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-08-28
Prêts garantis par l'Etat,307.00,258259919.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-08-28
Prêts garantis par l'Etat,400.00,32254252.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-08-28
Prêts garantis par l'Etat,1320.00,189259393.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-08-28
Prêts garantis par l'Etat,596.00,102695525.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-08-28
Prêts garantis par l'Etat,351.00,22284978.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-08-28
Prêts garantis par l'Etat,1367.00,75166317.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-08-28
Prêts garantis par l'Etat,399.00,36795735.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-08-28
Prêts garantis par l'Etat,1407.00,34563354.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-08-28
Prêts garantis par l'Etat,161.00,14880150.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-08-28
Prêts garantis par l'Etat,464.00,32604420.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-08-28
Prêts garantis par l'Etat,1705.00,512082918.00,53,Bretagne,C,Industrie manufacturière,2020-08-28
Prêts garantis par l'Etat,39.00,16076000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-08-28
Prêts garantis par l'Etat,2908.00,345789661.00,53,Bretagne,F,Construction,2020-08-28
Prêts garantis par l'Etat,5515.00,899946105.00,53,Bretagne,G,Commerce,2020-08-28
Prêts garantis par l'Etat,429.00,187791736.00,53,Bretagne,H,Transports et entreposage,2020-08-28
Prêts garantis par l'Etat,4344.00,334402582.00,53,Bretagne,I,Hébergement et restauration,2020-08-28
Prêts garantis par l'Etat,347.00,94274470.00,53,Bretagne,J,Information et communication,2020-08-28
Prêts garantis par l'Etat,366.00,962162121.00,53,Bretagne,K,Activités financières et d'assurance,2020-08-28
Prêts garantis par l'Etat,416.00,47149803.00,53,Bretagne,L,Activités immobilières,2020-08-28
Prêts garantis par l'Etat,1453.00,285024130.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2020-08-28
Prêts garantis par l'Etat,684.00,472819990.00,53,Bretagne,N,Activités de services administratifs et de soutien,2020-08-28
Prêts garantis par l'Etat,402.00,18637765.00,53,Bretagne,P,Enseignement,2020-08-28
Prêts garantis par l'Etat,1609.00,73953082.00,53,Bretagne,Q,Santé humaine et action sociale,2020-08-28
Prêts garantis par l'Etat,415.00,54879974.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2020-08-28
Prêts garantis par l'Etat,1533.00,61974937.00,53,Bretagne,S,Autres activités de services,2020-08-28
Prêts garantis par l'Etat,158.00,9525516.00,53,Bretagne,Z,Non connu,2020-08-28
Prêts garantis par l'Etat,702.00,48321381.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2020-08-28
Prêts garantis par l'Etat,1503.00,734796250.00,24,Centre-Val de Loire,C,Industrie manufacturière,2020-08-28
Prêts garantis par l'Etat,22.00,5433500.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-08-28
Prêts garantis par l'Etat,2697.00,282485503.00,24,Centre-Val de Loire,F,Construction,2020-08-28
Prêts garantis par l'Etat,3914.00,773095601.00,24,Centre-Val de Loire,G,Commerce,2020-08-28
Prêts garantis par l'Etat,492.00,63137043.00,24,Centre-Val de Loire,H,Transports et entreposage,2020-08-28
Prêts garantis par l'Etat,2460.00,143543261.00,24,Centre-Val de Loire,I,Hébergement et restauration,2020-08-28
Prêts garantis par l'Etat,241.00,42753662.00,24,Centre-Val de Loire,J,Information et communication,2020-08-28
Prêts garantis par l'Etat,269.00,250397826.00,24,Centre-Val de Loire,K,Activités financières et d'assurance,2020-08-28
Prêts garantis par l'Etat,309.00,16955764.00,24,Centre-Val de Loire,L,Activités immobilières,2020-08-28
Prêts garantis par l'Etat,1087.00,140156159.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques",2020-08-28
Prêts garantis par l'Etat,544.00,65770534.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien,2020-08-28
Prêts garantis par l'Etat,322.00,18954137.00,24,Centre-Val de Loire,P,Enseignement,2020-08-28
Prêts garantis par l'Etat,1160.00,73222030.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale,2020-08-28
Prêts garantis par l'Etat,387.00,43712028.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives",2020-08-28
Prêts garantis par l'Etat,1223.00,28338333.00,24,Centre-Val de Loire,S,Autres activités de services,2020-08-28
Prêts garantis par l'Etat,132.00,34665050.00,24,Centre-Val de Loire,Z,Non connu,2020-08-28
Prêts garantis par l'Etat,198.00,16368342.00,94,Corse,A,"Agriculture, sylviculture et pêche",2020-08-28
Prêts garantis par l'Etat,317.00,71836890.00,94,Corse,C,Industrie manufacturière,2020-08-28
Prêts garantis par l'Etat,19.00,3896141.00,94,Corse,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-08-28
Prêts garantis par l'Etat,829.00,124580546.00,94,Corse,F,Construction,2020-08-28
Prêts garantis par l'Etat,1401.00,275123863.00,94,Corse,G,Commerce,2020-08-28
Prêts garantis par l'Etat,155.00,59472020.00,94,Corse,H,Transports et entreposage,2020-08-28
Prêts garantis par l'Etat,1211.00,127451697.00,94,Corse,I,Hébergement et restauration,2020-08-28
Prêts garantis par l'Etat,70.00,7476150.00,94,Corse,J,Information et communication,2020-08-28
Prêts garantis par l'Etat,56.00,16318575.00,94,Corse,K,Activités financières et d'assurance,2020-08-28
Prêts garantis par l'Etat,149.00,10970087.00,94,Corse,L,Activités immobilières,2020-08-28
Prêts garantis par l'Etat,312.00,33768416.00,94,Corse,M,"Activités spécialisées, scientifiques et techniques",2020-08-28
Prêts garantis par l'Etat,212.00,37086240.00,94,Corse,N,Activités de services administratifs et de soutien,2020-08-28
Prêts garantis par l'Etat,56.00,2637924.00,94,Corse,P,Enseignement,2020-08-28
Prêts garantis par l'Etat,244.00,25720954.00,94,Corse,Q,Santé humaine et action sociale,2020-08-28
Prêts garantis par l'Etat,100.00,8064626.00,94,Corse,R,"Arts, spectacles et activités récréatives",2020-08-28
Prêts garantis par l'Etat,216.00,8741355.00,94,Corse,S,Autres activités de services,2020-08-28
Prêts garantis par l'Etat,23.00,1758950.00,94,Corse,Z,Non connu,2020-08-28
Prêts garantis par l'Etat,1357.00,126951616.00,44,Grand Est,A,"Agriculture, sylviculture et pêche",2020-08-28
Prêts garantis par l'Etat,9.00,18754000.00,44,Grand Est,B,Industries extractives,2020-08-28
Prêts garantis par l'Etat,3330.00,1537426830.00,44,Grand Est,C,Industrie manufacturière,2020-08-28
Prêts garantis par l'Etat,84.00,20087733.00,44,Grand Est,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-08-28
Prêts garantis par l'Etat,5940.00,792648452.00,44,Grand Est,F,Construction,2020-08-28
Prêts garantis par l'Etat,9246.00,1739965777.00,44,Grand Est,G,Commerce,2020-08-28
Prêts garantis par l'Etat,980.00,238157710.00,44,Grand Est,H,Transports et entreposage,2020-08-28
Prêts garantis par l'Etat,5670.00,453683068.00,44,Grand Est,I,Hébergement et restauration,2020-08-28
Prêts garantis par l'Etat,534.00,82799471.00,44,Grand Est,J,Information et communication,2020-08-28
Prêts garantis par l'Etat,664.00,810717342.00,44,Grand Est,K,Activités financières et d'assurance,2020-08-28
Prêts garantis par l'Etat,739.00,109890235.00,44,Grand Est,L,Activités immobilières,2020-08-28
Prêts garantis par l'Etat,2774.00,379501935.00,44,Grand Est,M,"Activités spécialisées, scientifiques et techniques",2020-08-28
Prêts garantis par l'Etat,1140.00,187626311.00,44,Grand Est,N,Activités de services administratifs et de soutien,2020-08-28
Prêts garantis par l'Etat,700.00,47559699.00,44,Grand Est,P,Enseignement,2020-08-28
Prêts garantis par l'Etat,2913.00,225444484.00,44,Grand Est,Q,Santé humaine et action sociale,2020-08-28
Prêts garantis par l'Etat,632.00,81652630.00,44,Grand Est,R,"Arts, spectacles et activités récréatives",2020-08-28
Prêts garantis par l'Etat,2570.00,83055531.00,44,Grand Est,S,Autres activités de services,2020-08-28
Prêts garantis par l'Etat,190.00,25294157.00,44,Grand Est,Z,Non connu,2020-08-28
Prêts garantis par l'Etat,90.00,8829400.00,01,Guadeloupe,A,"Agriculture, sylviculture et pêche",2020-08-28
Prêts garantis par l'Etat,3.00,3175000.00,01,Guadeloupe,B,Industries extractives,2020-08-28
Prêts garantis par l'Etat,342.00,55224955.00,01,Guadeloupe,C,Industrie manufacturière,2020-08-28
Prêts garantis par l'Etat,5.00,535000.00,01,Guadeloupe,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-08-28
Prêts garantis par l'Etat,19.00,7916306.00,01,Guadeloupe,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-08-28
Prêts garantis par l'Etat,378.00,61282210.00,01,Guadeloupe,F,Construction,2020-08-28
Prêts garantis par l'Etat,986.00,232178094.00,01,Guadeloupe,G,Commerce,2020-08-28
Prêts garantis par l'Etat,137.00,33242413.00,01,Guadeloupe,H,Transports et entreposage,2020-08-28
Prêts garantis par l'Etat,377.00,48701040.00,01,Guadeloupe,I,Hébergement et restauration,2020-08-28
Prêts garantis par l'Etat,67.00,9052294.00,01,Guadeloupe,J,Information et communication,2020-08-28
Prêts garantis par l'Etat,36.00,12207989.00,01,Guadeloupe,K,Activités financières et d'assurance,2020-08-28
Prêts garantis par l'Etat,72.00,7925818.00,01,Guadeloupe,L,Activités immobilières,2020-08-28
Prêts garantis par l'Etat,288.00,33679762.00,01,Guadeloupe,M,"Activités spécialisées, scientifiques et techniques",2020-08-28
Prêts garantis par l'Etat,259.00,37485527.00,01,Guadeloupe,N,Activités de services administratifs et de soutien,2020-08-28
Prêts garantis par l'Etat,57.00,4282232.00,01,Guadeloupe,P,Enseignement,2020-08-28
Prêts garantis par l'Etat,212.00,18172998.00,01,Guadeloupe,Q,Santé humaine et action sociale,2020-08-28
Prêts garantis par l'Etat,57.00,3845335.00,01,Guadeloupe,R,"Arts, spectacles et activités récréatives",2020-08-28
Prêts garantis par l'Etat,102.00,5067140.00,01,Guadeloupe,S,Autres activités de services,2020-08-28
Prêts garantis par l'Etat,5.00,406398.00,01,Guadeloupe,Z,Non connu,2020-08-28
Prêts garantis par l'Etat,24.00,1342262.00,03,Guyane,A,"Agriculture, sylviculture et pêche",2020-08-28
Prêts garantis par l'Etat,5.00,1909000.00,03,Guyane,B,Industries extractives,2020-08-28
Prêts garantis par l'Etat,79.00,15940461.00,03,Guyane,C,Industrie manufacturière,2020-08-28
Prêts garantis par l'Etat,106.00,18718023.00,03,Guyane,F,Construction,2020-08-28
Prêts garantis par l'Etat,211.00,52672001.00,03,Guyane,G,Commerce,2020-08-28
Prêts garantis par l'Etat,46.00,22519575.00,03,Guyane,H,Transports et entreposage,2020-08-28
Prêts garantis par l'Etat,75.00,6989270.00,03,Guyane,I,Hébergement et restauration,2020-08-28
Prêts garantis par l'Etat,16.00,2152200.00,03,Guyane,J,Information et communication,2020-08-28
Prêts garantis par l'Etat,11.00,2079000.00,03,Guyane,K,Activités financières et d'assurance,2020-08-28
Prêts garantis par l'Etat,9.00,2641349.00,03,Guyane,L,Activités immobilières,2020-08-28
Prêts garantis par l'Etat,83.00,7535389.00,03,Guyane,M,"Activités spécialisées, scientifiques et techniques",2020-08-28
Prêts garantis par l'Etat,58.00,9615410.00,03,Guyane,N,Activités de services administratifs et de soutien,2020-08-28
Prêts garantis par l'Etat,23.00,2165400.00,03,Guyane,P,Enseignement,2020-08-28
Prêts garantis par l'Etat,63.00,4583549.00,03,Guyane,Q,Santé humaine et action sociale,2020-08-28
