dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2322.00,120923483.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-09-03
Prêts garantis par l'Etat,18.00,6202000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-09-03
Prêts garantis par l'Etat,8037.00,2852095383.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-09-03
Prêts garantis par l'Etat,26.00,1536289.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-09-03
Prêts garantis par l'Etat,197.00,71938987.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-09-03
Prêts garantis par l'Etat,12930.00,1569676988.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-09-03
Prêts garantis par l'Etat,20424.00,3934833178.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-09-03
Prêts garantis par l'Etat,2532.00,502374707.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-09-03
Prêts garantis par l'Etat,13449.00,1268720299.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-09-03
Prêts garantis par l'Etat,1737.00,427983449.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-09-03
Prêts garantis par l'Etat,1469.00,1329550169.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-09-03
Prêts garantis par l'Etat,2063.00,213470147.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-09-03
Prêts garantis par l'Etat,7942.00,1814807686.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-09-03
Prêts garantis par l'Etat,3426.00,559668951.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-09-03
Prêts garantis par l'Etat,1836.00,125270237.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-09-03
Prêts garantis par l'Etat,5512.00,341767819.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-09-03
Prêts garantis par l'Etat,1830.00,357315256.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-09-03
Prêts garantis par l'Etat,5060.00,165731137.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-09-03
Prêts garantis par l'Etat,69.00,7837231.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-09-03
Prêts garantis par l'Etat,1381.00,116224386.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-09-03
Prêts garantis par l'Etat,9.00,1934500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-09-03
Prêts garantis par l'Etat,2404.00,923421826.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-09-03
Prêts garantis par l'Etat,4.00,219000.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-09-03
Prêts garantis par l'Etat,66.00,13752754.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-09-03
Prêts garantis par l'Etat,3562.00,368535953.00,27,Bourgogne-Franche-Comté,F,Construction,2021-09-03
Prêts garantis par l'Etat,6197.00,948903738.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-09-03
Prêts garantis par l'Etat,613.00,91250437.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-09-03
Prêts garantis par l'Etat,3615.00,243208638.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-09-03
Prêts garantis par l'Etat,299.00,44824633.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-09-03
Prêts garantis par l'Etat,382.00,320512939.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-09-03
Prêts garantis par l'Etat,466.00,36471856.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-09-03
Prêts garantis par l'Etat,1565.00,242229776.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-09-03
Prêts garantis par l'Etat,739.00,121037330.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-09-03
Prêts garantis par l'Etat,434.00,26186824.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-09-03
Prêts garantis par l'Etat,1569.00,84602094.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-09-03
Prêts garantis par l'Etat,520.00,49700547.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-09-03
Prêts garantis par l'Etat,1600.00,41748853.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-09-03
Prêts garantis par l'Etat,33.00,5958813.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-09-03
Prêts garantis par l'Etat,682.00,49682105.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-09-03
Prêts garantis par l'Etat,4.00,978316.00,53,Bretagne,B,Industries extractives,2021-09-03
Prêts garantis par l'Etat,2003.00,574409806.00,53,Bretagne,C,Industrie manufacturière,2021-09-03
Prêts garantis par l'Etat,46.00,17424000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-09-03
Prêts garantis par l'Etat,3348.00,431830523.00,53,Bretagne,F,Construction,2021-09-03
Prêts garantis par l'Etat,6204.00,1014308698.00,53,Bretagne,G,Commerce,2021-09-03
Prêts garantis par l'Etat,554.00,200090384.00,53,Bretagne,H,Transports et entreposage,2021-09-03
Prêts garantis par l'Etat,4967.00,334043478.00,53,Bretagne,I,Hébergement et restauration,2021-09-03
Prêts garantis par l'Etat,467.00,114471032.00,53,Bretagne,J,Information et communication,2021-09-03
Prêts garantis par l'Etat,425.00,1146942791.00,53,Bretagne,K,Activités financières et d'assurance,2021-09-03
Prêts garantis par l'Etat,501.00,51771461.00,53,Bretagne,L,Activités immobilières,2021-09-03
Prêts garantis par l'Etat,1818.00,378419757.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2021-09-03
Prêts garantis par l'Etat,841.00,522093057.00,53,Bretagne,N,Activités de services administratifs et de soutien,2021-09-03
Prêts garantis par l'Etat,508.00,27514264.00,53,Bretagne,P,Enseignement,2021-09-03
Prêts garantis par l'Etat,1912.00,85970934.00,53,Bretagne,Q,Santé humaine et action sociale,2021-09-03
Prêts garantis par l'Etat,543.00,71115099.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2021-09-03
Prêts garantis par l'Etat,1774.00,69529923.00,53,Bretagne,S,Autres activités de services,2021-09-03
Prêts garantis par l'Etat,36.00,3962080.00,53,Bretagne,Z,Non connu,2021-09-03
Prêts garantis par l'Etat,906.00,65837194.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2021-09-03
