dispositif,nombre_beneficiaires,montant_total,reg,libelle_region,code_section,libelle_section
Aide CPSTI,1083.00,708671.00,11,Île-de-France,P,Enseignement
Aide CPSTI,1306.00,837164.00,11,Île-de-France,Q,Santé humaine et action sociale
Aide CPSTI,2747.00,1736709.00,11,Île-de-France,R,"Arts, spectacles et activités récréatives"
Aide CPSTI,11542.00,7812996.00,11,Île-de-France,S,Autres activités de services
Aide CPSTI,12212.00,13086589.00,11,Île-de-France,Z,Non connu
Aide CPSTI,18.00,11393.00,,,C,Industrie manufacturière
Aide CPSTI,51.00,39558.00,,,F,Construction
Aide CPSTI,63.00,36274.00,,,G,Commerce
Aide CPSTI,13.00,3631.00,,,H,Transports et entreposage
Aide CPSTI,14.00,8031.00,,,I,Hébergement et restauration
Aide CPSTI,3.00,1337.00,,,K,Activités financières et d'assurance
Aide CPSTI,7.00,8221.00,,,L,Activités immobilières
Aide CPSTI,14.00,10322.00,,,M,"Activités spécialisées, scientifiques et techniques"
Aide CPSTI,29.00,16462.00,,,N,Activités de services administratifs et de soutien
Aide CPSTI,5.00,2903.00,,,Q,Santé humaine et action sociale
Aide CPSTI,4.00,2990.00,,,R,"Arts, spectacles et activités récréatives"
Aide CPSTI,19.00,8966.00,,,S,Autres activités de services
Aide CPSTI,40.00,34834.00,,,Z,Non connu
