dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section
Prêts garantis par l'Etat,12.00,3828000.00,93,Provence-Alpes-Côte d'Azur,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,69.00,18977800.00,93,Provence-Alpes-Côte d'Azur,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,6704.00,743337568.00,93,Provence-Alpes-Côte d'Azur,F,Construction
Prêts garantis par l'Etat,13026.00,2111155419.00,93,Provence-Alpes-Côte d'Azur,G,Commerce
Prêts garantis par l'Etat,1618.00,1371163928.00,93,Provence-Alpes-Côte d'Azur,H,Transports et entreposage
Prêts garantis par l'Etat,9136.00,843811215.00,93,Provence-Alpes-Côte d'Azur,I,Hébergement et restauration
Prêts garantis par l'Etat,851.00,160963376.00,93,Provence-Alpes-Côte d'Azur,J,Information et communication
Prêts garantis par l'Etat,873.00,357921545.00,93,Provence-Alpes-Côte d'Azur,K,Activités financières et d'assurance
Prêts garantis par l'Etat,1787.00,137787164.00,93,Provence-Alpes-Côte d'Azur,L,Activités immobilières
Prêts garantis par l'Etat,4754.00,726456114.00,93,Provence-Alpes-Côte d'Azur,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,2108.00,362439451.00,93,Provence-Alpes-Côte d'Azur,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,979.00,61510661.00,93,Provence-Alpes-Côte d'Azur,P,Enseignement
Prêts garantis par l'Etat,4217.00,285240056.00,93,Provence-Alpes-Côte d'Azur,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,1039.00,131085181.00,93,Provence-Alpes-Côte d'Azur,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,3360.00,109361471.00,93,Provence-Alpes-Côte d'Azur,S,Autres activités de services
Prêts garantis par l'Etat,246.00,21779790.00,93,Provence-Alpes-Côte d'Azur,Z,Non connu
Prêts garantis par l'Etat,102.00,7684770.00,11,Île-de-France,A,"Agriculture, sylviculture et pêche"
Prêts garantis par l'Etat,3.00,6410000.00,11,Île-de-France,B,Industries extractives
Prêts garantis par l'Etat,4344.00,7069739033.00,11,Île-de-France,C,Industrie manufacturière
Prêts garantis par l'Etat,15.00,56089000.00,11,Île-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Prêts garantis par l'Etat,114.00,61979247.00,11,Île-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Prêts garantis par l'Etat,9771.00,2080450403.00,11,Île-de-France,F,Construction
Prêts garantis par l'Etat,19480.00,6935662189.00,11,Île-de-France,G,Commerce
Prêts garantis par l'Etat,4219.00,4580550730.00,11,Île-de-France,H,Transports et entreposage
Prêts garantis par l'Etat,13853.00,2041189750.00,11,Île-de-France,I,Hébergement et restauration
Prêts garantis par l'Etat,5129.00,1696196457.00,11,Île-de-France,J,Information et communication
Prêts garantis par l'Etat,1872.00,2551995317.00,11,Île-de-France,K,Activités financières et d'assurance
Prêts garantis par l'Etat,3071.00,481716880.00,11,Île-de-France,L,Activités immobilières
Prêts garantis par l'Etat,14570.00,3871335460.00,11,Île-de-France,M,"Activités spécialisées, scientifiques et techniques"
Prêts garantis par l'Etat,4021.00,1367630306.00,11,Île-de-France,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,1710.00,293968129.00,11,Île-de-France,P,Enseignement
Prêts garantis par l'Etat,6795.00,604625942.00,11,Île-de-France,Q,Santé humaine et action sociale
Prêts garantis par l'Etat,1765.00,635593266.00,11,Île-de-France,R,"Arts, spectacles et activités récréatives"
Prêts garantis par l'Etat,5063.00,272803356.00,11,Île-de-France,S,Autres activités de services
Prêts garantis par l'Etat,459.00,71472551.00,11,Île-de-France,Z,Non connu
Prêts garantis par l'Etat,3.00,402200.00,,,F,Construction
Prêts garantis par l'Etat,16.00,2861500.00,,,G,Commerce
Prêts garantis par l'Etat,3.00,200000.00,,,I,Hébergement et restauration
Prêts garantis par l'Etat,3.00,201000.00,,,N,Activités de services administratifs et de soutien
Prêts garantis par l'Etat,4.00,46500.00,,,S,Autres activités de services
Prêts garantis par l'Etat,5.00,573500.00,,,Z,Non connu
