dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1643.00,87110980.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-09-18
Prêts garantis par l'Etat,3.00,1700000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-09-18
Prêts garantis par l'Etat,6728.00,2487228261.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-09-18
Prêts garantis par l'Etat,168.00,65233074.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-09-18
Prêts garantis par l'Etat,10541.00,1359177733.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-09-18
Prêts garantis par l'Etat,17342.00,3443650584.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-09-18
Prêts garantis par l'Etat,1932.00,375538943.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-09-18
Prêts garantis par l'Etat,11281.00,889705123.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-09-18
Prêts garantis par l'Etat,1362.00,370803256.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-09-18
Prêts garantis par l'Etat,1182.00,1029109137.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-09-18
Prêts garantis par l'Etat,1612.00,143184251.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-09-18
Prêts garantis par l'Etat,6509.00,1344035791.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-09-18
Prêts garantis par l'Etat,2594.00,351982249.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-09-18
Prêts garantis par l'Etat,1463.00,85263768.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-09-18
Prêts garantis par l'Etat,4631.00,295201653.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-09-18
Prêts garantis par l'Etat,1403.00,228317503.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-09-18
Prêts garantis par l'Etat,4308.00,132785059.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-09-18
Prêts garantis par l'Etat,107.00,12615552.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-09-18
Prêts garantis par l'Etat,1089.00,93564726.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-09-18
Prêts garantis par l'Etat,5.00,2988000.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2020-09-18
Prêts garantis par l'Etat,2063.00,836837031.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-09-18
