dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1847.00,96756551.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-11-27
Prêts garantis par l'Etat,13.00,4847000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-11-27
Prêts garantis par l'Etat,7196.00,2600694756.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-11-27
Prêts garantis par l'Etat,12.00,515859.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-11-27
Prêts garantis par l'Etat,177.00,70602974.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-27
Prêts garantis par l'Etat,11347.00,1430909764.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-11-27
Prêts garantis par l'Etat,18390.00,3576606651.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-11-27
Prêts garantis par l'Etat,2154.00,404950615.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-11-27
Prêts garantis par l'Etat,12035.00,979318589.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-11-27
Prêts garantis par l'Etat,1519.00,390604374.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-11-27
Prêts garantis par l'Etat,1296.00,1114443749.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-11-27
Prêts garantis par l'Etat,1768.00,190182217.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-11-27
Prêts garantis par l'Etat,7112.00,1605784116.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-11-27
Prêts garantis par l'Etat,2859.00,385321109.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-11-27
Prêts garantis par l'Etat,1616.00,95117772.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-11-27
Prêts garantis par l'Etat,5032.00,318709546.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-11-27
Prêts garantis par l'Etat,1554.00,242819342.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-11-27
Prêts garantis par l'Etat,4598.00,143990319.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-11-27
Prêts garantis par l'Etat,85.00,8996548.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-11-27
Prêts garantis par l'Etat,1201.00,100836938.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-11-27
Prêts garantis par l'Etat,13.00,4442500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2020-11-27
Prêts garantis par l'Etat,2187.00,865173513.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-11-27
Prêts garantis par l'Etat,3.00,137000.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-11-27
Prêts garantis par l'Etat,64.00,16598754.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-11-27
Prêts garantis par l'Etat,3168.00,333551537.00,27,Bourgogne-Franche-Comté,F,Construction,2020-11-27
Prêts garantis par l'Etat,5697.00,867575983.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-11-27
Prêts garantis par l'Etat,551.00,81643270.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-11-27
Prêts garantis par l'Etat,3330.00,213943557.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-11-27
Prêts garantis par l'Etat,264.00,36611049.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-11-27
Prêts garantis par l'Etat,339.00,282430319.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-11-27
Prêts garantis par l'Etat,430.00,34540366.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-11-27
Prêts garantis par l'Etat,1457.00,230540663.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-11-27
Prêts garantis par l'Etat,643.00,109624491.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-11-27
Prêts garantis par l'Etat,382.00,24105751.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-11-27
Prêts garantis par l'Etat,1482.00,80093267.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-11-27
Prêts garantis par l'Etat,450.00,41895575.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-11-27
Prêts garantis par l'Etat,1507.00,37325953.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-11-27
Prêts garantis par l'Etat,31.00,3004113.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-11-27
Prêts garantis par l'Etat,545.00,39765296.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-11-27
Prêts garantis par l'Etat,4.00,948316.00,53,Bretagne,B,Industries extractives,2020-11-27
Prêts garantis par l'Etat,1841.00,530854399.00,53,Bretagne,C,Industrie manufacturière,2020-11-27
