dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1963.00,103979846.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-01-15
Prêts garantis par l'Etat,13.00,4487000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-01-15
Prêts garantis par l'Etat,7443.00,2673116481.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-01-15
Prêts garantis par l'Etat,7.00,737000.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-01-15
Prêts garantis par l'Etat,185.00,71423753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-15
Prêts garantis par l'Etat,11750.00,1471700242.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-01-15
Prêts garantis par l'Etat,18966.00,3685617431.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-01-15
Prêts garantis par l'Etat,2271.00,447648182.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-01-15
Prêts garantis par l'Etat,12562.00,1091544038.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-01-15
Prêts garantis par l'Etat,1596.00,404086241.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-01-15
Prêts garantis par l'Etat,1349.00,1181810117.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-01-15
Prêts garantis par l'Etat,1851.00,196278638.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-01-15
Prêts garantis par l'Etat,7409.00,1631290860.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-01-15
Prêts garantis par l'Etat,3036.00,407584707.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-01-15
Prêts garantis par l'Etat,1695.00,99853947.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-01-15
Prêts garantis par l'Etat,5216.00,327499655.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-01-15
