dispositif,nombre_pge,montant_total,reg,libelle_region,dep,libelle_departement,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,119.00,5529994.00,84,Auvergne-Rhône-Alpes,01,Ain,A,"Agriculture, sylviculture et pêche",2021-02-12
Prêts garantis par l'Etat,652.00,275567009.00,84,Auvergne-Rhône-Alpes,01,Ain,C,Industrie manufacturière,2021-02-12
Prêts garantis par l'Etat,14.00,4525000.00,84,Auvergne-Rhône-Alpes,01,Ain,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-12
Prêts garantis par l'Etat,980.00,100763119.00,84,Auvergne-Rhône-Alpes,01,Ain,F,Construction,2021-02-12
Prêts garantis par l'Etat,1239.00,286341681.00,84,Auvergne-Rhône-Alpes,01,Ain,G,Commerce,2021-02-12
Prêts garantis par l'Etat,121.00,11726024.00,84,Auvergne-Rhône-Alpes,01,Ain,H,Transports et entreposage,2021-02-12
Prêts garantis par l'Etat,765.00,57610428.00,84,Auvergne-Rhône-Alpes,01,Ain,I,Hébergement et restauration,2021-02-12
Prêts garantis par l'Etat,60.00,7515606.00,84,Auvergne-Rhône-Alpes,01,Ain,J,Information et communication,2021-02-12
Prêts garantis par l'Etat,67.00,35316000.00,84,Auvergne-Rhône-Alpes,01,Ain,K,Activités financières et d'assurance,2021-02-12
Prêts garantis par l'Etat,85.00,46285750.00,84,Auvergne-Rhône-Alpes,01,Ain,L,Activités immobilières,2021-02-12
Prêts garantis par l'Etat,390.00,108392190.00,84,Auvergne-Rhône-Alpes,01,Ain,M,"Activités spécialisées, scientifiques et techniques",2021-02-12
Prêts garantis par l'Etat,194.00,14627005.00,84,Auvergne-Rhône-Alpes,01,Ain,N,Activités de services administratifs et de soutien,2021-02-12
Prêts garantis par l'Etat,110.00,5847109.00,84,Auvergne-Rhône-Alpes,01,Ain,P,Enseignement,2021-02-12
Prêts garantis par l'Etat,296.00,19635018.00,84,Auvergne-Rhône-Alpes,01,Ain,Q,Santé humaine et action sociale,2021-02-12
Prêts garantis par l'Etat,93.00,8301445.00,84,Auvergne-Rhône-Alpes,01,Ain,R,"Arts, spectacles et activités récréatives",2021-02-12
Prêts garantis par l'Etat,349.00,8400976.00,84,Auvergne-Rhône-Alpes,01,Ain,S,Autres activités de services,2021-02-12
Prêts garantis par l'Etat,5.00,552000.00,84,Auvergne-Rhône-Alpes,01,Ain,Z,Non connu,2021-02-12
Prêts garantis par l'Etat,97.00,3945498.00,84,Auvergne-Rhône-Alpes,03,Allier,A,"Agriculture, sylviculture et pêche",2021-02-12
Prêts garantis par l'Etat,232.00,76516586.00,84,Auvergne-Rhône-Alpes,03,Allier,C,Industrie manufacturière,2021-02-12
Prêts garantis par l'Etat,3.00,1900000.00,84,Auvergne-Rhône-Alpes,03,Allier,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-12
Prêts garantis par l'Etat,351.00,32428440.00,84,Auvergne-Rhône-Alpes,03,Allier,F,Construction,2021-02-12
Prêts garantis par l'Etat,645.00,73654209.00,84,Auvergne-Rhône-Alpes,03,Allier,G,Commerce,2021-02-12
Prêts garantis par l'Etat,46.00,3867000.00,84,Auvergne-Rhône-Alpes,03,Allier,H,Transports et entreposage,2021-02-12
