dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1939.00,102299544.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-01-01
Prêts garantis par l'Etat,13.00,4847000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-01-01
Prêts garantis par l'Etat,7386.00,2653776911.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-01-01
Prêts garantis par l'Etat,11.00,939000.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-01-01
Prêts garantis par l'Etat,185.00,71243753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-01
Prêts garantis par l'Etat,11644.00,1462892429.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-01-01
Prêts garantis par l'Etat,18825.00,3657596861.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-01-01
Prêts garantis par l'Etat,2246.00,420221154.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-01-01
Prêts garantis par l'Etat,12432.00,1072837123.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-01-01
Prêts garantis par l'Etat,1579.00,401604863.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-01-01
Prêts garantis par l'Etat,1335.00,1173168857.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-01-01
Prêts garantis par l'Etat,1747.00,148716150.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-01-01
Prêts garantis par l'Etat,7348.00,1631884079.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-01-01
Prêts garantis par l'Etat,2993.00,401889967.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-01-01
Prêts garantis par l'Etat,1677.00,99009947.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-01-01
Prêts garantis par l'Etat,5171.00,324588696.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-01-01
Prêts garantis par l'Etat,1633.00,332677811.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-01-01
Prêts garantis par l'Etat,4710.00,149698783.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-01-01
Prêts garantis par l'Etat,169.00,55932302.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-01-01
Prêts garantis par l'Etat,1229.00,103090859.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-01-01
Prêts garantis par l'Etat,14.00,4622500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-01-01
Prêts garantis par l'Etat,2227.00,875668555.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-01-01
Prêts garantis par l'Etat,3.00,137000.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-01-01
Prêts garantis par l'Etat,66.00,16692754.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-01-01
Prêts garantis par l'Etat,3246.00,342317577.00,27,Bourgogne-Franche-Comté,F,Construction,2021-01-01
Prêts garantis par l'Etat,5800.00,881261747.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-01-01
Prêts garantis par l'Etat,562.00,83465070.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-01-01
