dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1449.00,78961267.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-07-10
Prêts garantis par l'Etat,6245.00,2314887883.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-07-10
Prêts garantis par l'Etat,11.00,442859.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-07-10
Prêts garantis par l'Etat,121.00,46086178.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-07-10
Prêts garantis par l'Etat,9628.00,1247946681.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-07-10
Prêts garantis par l'Etat,16364.00,3308782484.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-07-10
Prêts garantis par l'Etat,1757.00,342906177.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-07-10
Prêts garantis par l'Etat,10608.00,834290563.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-07-10
Prêts garantis par l'Etat,1224.00,315226639.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-07-10
Prêts garantis par l'Etat,1090.00,932131919.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-07-10
Prêts garantis par l'Etat,1515.00,133555647.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-07-10
Prêts garantis par l'Etat,5970.00,1259214020.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-07-10
Prêts garantis par l'Etat,2369.00,331185339.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-07-10
Prêts garantis par l'Etat,1346.00,76859086.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-07-10
Prêts garantis par l'Etat,4302.00,273957828.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-07-10
Prêts garantis par l'Etat,1284.00,228788916.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-07-10
Prêts garantis par l'Etat,4089.00,121683424.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-07-10
Prêts garantis par l'Etat,428.00,36698281.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-07-10
Prêts garantis par l'Etat,988.00,86540876.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-07-10
Prêts garantis par l'Etat,1945.00,801678478.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-07-10
Prêts garantis par l'Etat,50.00,12516590.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-07-10
Prêts garantis par l'Etat,2806.00,298811318.00,27,Bourgogne-Franche-Comté,F,Construction,2020-07-10
Prêts garantis par l'Etat,5184.00,805962331.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-07-10
Prêts garantis par l'Etat,473.00,72453245.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-07-10
Prêts garantis par l'Etat,3052.00,192329404.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-07-10
Prêts garantis par l'Etat,223.00,32414169.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-07-10
Prêts garantis par l'Etat,292.00,239586871.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-07-10
Prêts garantis par l'Etat,378.00,30671604.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-07-10
Prêts garantis par l'Etat,1254.00,183933363.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-07-10
Prêts garantis par l'Etat,558.00,97044720.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-07-10
Prêts garantis par l'Etat,339.00,21812132.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-07-10
Prêts garantis par l'Etat,1311.00,70912723.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-07-10
Prêts garantis par l'Etat,377.00,35802840.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-07-10
Prêts garantis par l'Etat,1382.00,34143309.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-07-10
Prêts garantis par l'Etat,144.00,10606090.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-07-10
Prêts garantis par l'Etat,415.00,31286420.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-07-10
Prêts garantis par l'Etat,1649.00,502141318.00,53,Bretagne,C,Industrie manufacturière,2020-07-10
Prêts garantis par l'Etat,26.00,12600000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-07-10
Prêts garantis par l'Etat,2796.00,334402342.00,53,Bretagne,F,Construction,2020-07-10
