dispositif,nombre_pge,montant_total,reg,libelle_region,dep,libelle_departement,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,4.00,502000.00,84,Auvergne-Rhône-Alpes,01,Ain,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,100.00,4067498.00,84,Auvergne-Rhône-Alpes,03,Allier,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,234.00,76680241.00,84,Auvergne-Rhône-Alpes,03,Allier,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,3.00,1900000.00,84,Auvergne-Rhône-Alpes,03,Allier,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,353.00,32486440.00,84,Auvergne-Rhône-Alpes,03,Allier,F,Construction,2021-03-05
Prêts garantis par l'Etat,651.00,81947709.00,84,Auvergne-Rhône-Alpes,03,Allier,G,Commerce,2021-03-05
Prêts garantis par l'Etat,47.00,4167000.00,84,Auvergne-Rhône-Alpes,03,Allier,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,386.00,19922706.00,84,Auvergne-Rhône-Alpes,03,Allier,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,22.00,9734585.00,84,Auvergne-Rhône-Alpes,03,Allier,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,34.00,17410813.00,84,Auvergne-Rhône-Alpes,03,Allier,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,44.00,1649478.00,84,Auvergne-Rhône-Alpes,03,Allier,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,146.00,20185879.00,84,Auvergne-Rhône-Alpes,03,Allier,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,58.00,4275235.00,84,Auvergne-Rhône-Alpes,03,Allier,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,53.00,3026000.00,84,Auvergne-Rhône-Alpes,03,Allier,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,194.00,13816942.00,84,Auvergne-Rhône-Alpes,03,Allier,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,54.00,7096169.00,84,Auvergne-Rhône-Alpes,03,Allier,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,184.00,5516490.00,84,Auvergne-Rhône-Alpes,03,Allier,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,3.00,52300.00,84,Auvergne-Rhône-Alpes,03,Allier,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,244.00,10477114.00,84,Auvergne-Rhône-Alpes,07,Ardèche,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,3.00,445000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,B,Industries extractives,2021-03-05
Prêts garantis par l'Etat,265.00,86345976.00,84,Auvergne-Rhône-Alpes,07,Ardèche,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,4.00,173000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-03-05
Prêts garantis par l'Etat,12.00,3299000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,468.00,36169422.00,84,Auvergne-Rhône-Alpes,07,Ardèche,F,Construction,2021-03-05
Prêts garantis par l'Etat,784.00,104596431.00,84,Auvergne-Rhône-Alpes,07,Ardèche,G,Commerce,2021-03-05
Prêts garantis par l'Etat,57.00,6099700.00,84,Auvergne-Rhône-Alpes,07,Ardèche,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,707.00,41009420.00,84,Auvergne-Rhône-Alpes,07,Ardèche,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,28.00,5833800.00,84,Auvergne-Rhône-Alpes,07,Ardèche,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,26.00,19116900.00,84,Auvergne-Rhône-Alpes,07,Ardèche,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,39.00,2096900.00,84,Auvergne-Rhône-Alpes,07,Ardèche,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,154.00,13010149.00,84,Auvergne-Rhône-Alpes,07,Ardèche,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,89.00,9760915.00,84,Auvergne-Rhône-Alpes,07,Ardèche,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,51.00,1758113.00,84,Auvergne-Rhône-Alpes,07,Ardèche,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,208.00,11834451.00,84,Auvergne-Rhône-Alpes,07,Ardèche,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,70.00,8184164.00,84,Auvergne-Rhône-Alpes,07,Ardèche,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,170.00,3384157.00,84,Auvergne-Rhône-Alpes,07,Ardèche,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,76.00,3220659.00,84,Auvergne-Rhône-Alpes,15,Cantal,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,79.00,39866042.00,84,Auvergne-Rhône-Alpes,15,Cantal,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,189.00,18788620.00,84,Auvergne-Rhône-Alpes,15,Cantal,F,Construction,2021-03-05
Prêts garantis par l'Etat,364.00,68115192.00,84,Auvergne-Rhône-Alpes,15,Cantal,G,Commerce,2021-03-05
Prêts garantis par l'Etat,36.00,11165900.00,84,Auvergne-Rhône-Alpes,15,Cantal,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,249.00,11774600.00,84,Auvergne-Rhône-Alpes,15,Cantal,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,24.00,17051000.00,84,Auvergne-Rhône-Alpes,15,Cantal,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,18.00,1191000.00,84,Auvergne-Rhône-Alpes,15,Cantal,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,50.00,4895467.00,84,Auvergne-Rhône-Alpes,15,Cantal,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,26.00,4884000.00,84,Auvergne-Rhône-Alpes,15,Cantal,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,13.00,633700.00,84,Auvergne-Rhône-Alpes,15,Cantal,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,62.00,4290850.00,84,Auvergne-Rhône-Alpes,15,Cantal,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,14.00,581494.00,84,Auvergne-Rhône-Alpes,15,Cantal,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,69.00,1822329.00,84,Auvergne-Rhône-Alpes,15,Cantal,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,11.00,530250.00,84,Auvergne-Rhône-Alpes,15,Cantal,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,417.00,23128464.00,84,Auvergne-Rhône-Alpes,26,Drôme,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,5.00,1695000.00,84,Auvergne-Rhône-Alpes,26,Drôme,B,Industries extractives,2021-03-05
Prêts garantis par l'Etat,578.00,193707064.00,84,Auvergne-Rhône-Alpes,26,Drôme,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,4.00,125830.00,84,Auvergne-Rhône-Alpes,26,Drôme,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-03-05
Prêts garantis par l'Etat,14.00,7050900.00,84,Auvergne-Rhône-Alpes,26,Drôme,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,876.00,137012452.00,84,Auvergne-Rhône-Alpes,26,Drôme,F,Construction,2021-03-05
Prêts garantis par l'Etat,1494.00,214210505.00,84,Auvergne-Rhône-Alpes,26,Drôme,G,Commerce,2021-03-05
Prêts garantis par l'Etat,137.00,35739054.00,84,Auvergne-Rhône-Alpes,26,Drôme,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,893.00,59729459.00,84,Auvergne-Rhône-Alpes,26,Drôme,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,86.00,12595165.00,84,Auvergne-Rhône-Alpes,26,Drôme,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,84.00,90858278.00,84,Auvergne-Rhône-Alpes,26,Drôme,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,115.00,6986431.00,84,Auvergne-Rhône-Alpes,26,Drôme,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,435.00,39803966.00,84,Auvergne-Rhône-Alpes,26,Drôme,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,173.00,10743655.00,84,Auvergne-Rhône-Alpes,26,Drôme,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,119.00,4937841.00,84,Auvergne-Rhône-Alpes,26,Drôme,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,382.00,17928112.00,84,Auvergne-Rhône-Alpes,26,Drôme,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,115.00,7404624.00,84,Auvergne-Rhône-Alpes,26,Drôme,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,355.00,11458493.00,84,Auvergne-Rhône-Alpes,26,Drôme,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,6.00,476000.00,84,Auvergne-Rhône-Alpes,26,Drôme,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,80.00,3236322.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,277.00,57961503.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,13.00,3796013.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,339.00,30807589.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,F,Construction,2021-03-05
Prêts garantis par l'Etat,581.00,77703963.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,G,Commerce,2021-03-05
Prêts garantis par l'Etat,42.00,3803765.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,341.00,28382589.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,20.00,2190166.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,26.00,144443474.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,23.00,1711892.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,100.00,7530550.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,53.00,3325206.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,34.00,804799.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,102.00,5651555.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,40.00,1388177.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,108.00,2567478.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,12.00,435947.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,101.00,5760165.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,7.00,2362000.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,B,Industries extractives,2021-03-05
Prêts garantis par l'Etat,761.00,329447088.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,3.00,175000.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-03-05
Prêts garantis par l'Etat,16.00,7532998.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,1271.00,192808917.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,F,Construction,2021-03-05
Prêts garantis par l'Etat,2100.00,364358287.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,G,Commerce,2021-03-05
Prêts garantis par l'Etat,228.00,68566881.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,1837.00,214526600.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,130.00,19477293.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,148.00,142420067.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,324.00,28023316.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,640.00,124434884.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,410.00,37314958.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,187.00,9035417.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,537.00,30771458.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,221.00,21014082.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,519.00,16981730.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,5.00,232000.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,204.00,9368970.00,84,Auvergne-Rhône-Alpes,38,Isère,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,1192.00,442936382.00,84,Auvergne-Rhône-Alpes,38,Isère,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,26.00,11966250.00,84,Auvergne-Rhône-Alpes,38,Isère,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,2282.00,268166666.00,84,Auvergne-Rhône-Alpes,38,Isère,F,Construction,2021-03-05
Prêts garantis par l'Etat,2871.00,525100602.00,84,Auvergne-Rhône-Alpes,38,Isère,G,Commerce,2021-03-05
Prêts garantis par l'Etat,399.00,73410812.00,84,Auvergne-Rhône-Alpes,38,Isère,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,1783.00,119834081.00,84,Auvergne-Rhône-Alpes,38,Isère,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,261.00,68889584.00,84,Auvergne-Rhône-Alpes,38,Isère,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,198.00,150964869.00,84,Auvergne-Rhône-Alpes,38,Isère,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,272.00,17132806.00,84,Auvergne-Rhône-Alpes,38,Isère,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,1159.00,216959158.00,84,Auvergne-Rhône-Alpes,38,Isère,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,529.00,84129994.00,84,Auvergne-Rhône-Alpes,38,Isère,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,272.00,17607685.00,84,Auvergne-Rhône-Alpes,38,Isère,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,879.00,51068296.00,84,Auvergne-Rhône-Alpes,38,Isère,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,274.00,23699238.00,84,Auvergne-Rhône-Alpes,38,Isère,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,792.00,26749758.00,84,Auvergne-Rhône-Alpes,38,Isère,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,10.00,1855393.00,84,Auvergne-Rhône-Alpes,38,Isère,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,143.00,9144690.00,84,Auvergne-Rhône-Alpes,42,Loire,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,963.00,352872595.00,84,Auvergne-Rhône-Alpes,42,Loire,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,18.00,4742000.00,84,Auvergne-Rhône-Alpes,42,Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,1152.00,118213354.00,84,Auvergne-Rhône-Alpes,42,Loire,F,Construction,2021-03-05
Prêts garantis par l'Etat,1912.00,341613948.00,84,Auvergne-Rhône-Alpes,42,Loire,G,Commerce,2021-03-05
Prêts garantis par l'Etat,195.00,25826152.00,84,Auvergne-Rhône-Alpes,42,Loire,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,929.00,55443573.00,84,Auvergne-Rhône-Alpes,42,Loire,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,101.00,17663126.00,84,Auvergne-Rhône-Alpes,42,Loire,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,131.00,51709607.00,84,Auvergne-Rhône-Alpes,42,Loire,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,128.00,9819613.00,84,Auvergne-Rhône-Alpes,42,Loire,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,559.00,65121456.00,84,Auvergne-Rhône-Alpes,42,Loire,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,260.00,29411340.00,84,Auvergne-Rhône-Alpes,42,Loire,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,149.00,7024140.00,84,Auvergne-Rhône-Alpes,42,Loire,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,460.00,29813365.00,84,Auvergne-Rhône-Alpes,42,Loire,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,158.00,9283442.00,84,Auvergne-Rhône-Alpes,42,Loire,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,440.00,11842209.00,84,Auvergne-Rhône-Alpes,42,Loire,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,9.00,621000.00,84,Auvergne-Rhône-Alpes,42,Loire,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,116.00,6369312.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,511.00,122281677.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,11.00,1608000.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,864.00,83338514.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,F,Construction,2021-03-05
Prêts garantis par l'Etat,1313.00,329706005.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,G,Commerce,2021-03-05
Prêts garantis par l'Etat,143.00,14577997.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,926.00,80605652.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,78.00,34484937.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,90.00,50354631.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,95.00,5488972.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,417.00,53481043.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,161.00,24715000.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,90.00,10287597.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,366.00,19078320.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,125.00,21210767.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,334.00,8965798.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,10.00,1992000.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,334.00,20081911.00,84,Auvergne-Rhône-Alpes,69,Rhône,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,3.00,1700000.00,84,Auvergne-Rhône-Alpes,69,Rhône,B,Industries extractives,2021-03-05
Prêts garantis par l'Etat,1703.00,612424532.00,84,Auvergne-Rhône-Alpes,69,Rhône,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,4.00,562000.00,84,Auvergne-Rhône-Alpes,69,Rhône,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-03-05
Prêts garantis par l'Etat,50.00,18388266.00,84,Auvergne-Rhône-Alpes,69,Rhône,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,2589.00,391368176.00,84,Auvergne-Rhône-Alpes,69,Rhône,F,Construction,2021-03-05
Prêts garantis par l'Etat,4664.00,1113397706.00,84,Auvergne-Rhône-Alpes,69,Rhône,G,Commerce,2021-03-05
Prêts garantis par l'Etat,769.00,140802675.00,84,Auvergne-Rhône-Alpes,69,Rhône,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,2771.00,313890566.00,84,Auvergne-Rhône-Alpes,69,Rhône,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,793.00,233553700.00,84,Auvergne-Rhône-Alpes,69,Rhône,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,520.00,515178314.00,84,Auvergne-Rhône-Alpes,69,Rhône,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,616.00,68612958.00,84,Auvergne-Rhône-Alpes,69,Rhône,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,3131.00,922900471.00,84,Auvergne-Rhône-Alpes,69,Rhône,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,944.00,167282569.00,84,Auvergne-Rhône-Alpes,69,Rhône,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,506.00,46207501.00,84,Auvergne-Rhône-Alpes,69,Rhône,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,1540.00,113198890.00,84,Auvergne-Rhône-Alpes,69,Rhône,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,414.00,216302858.00,84,Auvergne-Rhône-Alpes,69,Rhône,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,1204.00,46464159.00,84,Auvergne-Rhône-Alpes,69,Rhône,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,4.00,222000.00,84,Auvergne-Rhône-Alpes,69,Rhône,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,165.00,10222065.00,84,Auvergne-Rhône-Alpes,73,Savoie,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,432.00,147630309.00,84,Auvergne-Rhône-Alpes,73,Savoie,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,11.00,5403326.00,84,Auvergne-Rhône-Alpes,73,Savoie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,783.00,98140419.00,84,Auvergne-Rhône-Alpes,73,Savoie,F,Construction,2021-03-05
