dispositif,nombre_pge,montant_total,reg,libelle_region,dep,libelle_departement,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,117.00,5459994.00,84,Auvergne-Rhône-Alpes,01,Ain,A,"Agriculture, sylviculture et pêche",2021-02-05
Prêts garantis par l'Etat,652.00,275478009.00,84,Auvergne-Rhône-Alpes,01,Ain,C,Industrie manufacturière,2021-02-05
Prêts garantis par l'Etat,14.00,4525000.00,84,Auvergne-Rhône-Alpes,01,Ain,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-05
Prêts garantis par l'Etat,978.00,100518419.00,84,Auvergne-Rhône-Alpes,01,Ain,F,Construction,2021-02-05
Prêts garantis par l'Etat,1238.00,284813681.00,84,Auvergne-Rhône-Alpes,01,Ain,G,Commerce,2021-02-05
Prêts garantis par l'Etat,121.00,11726024.00,84,Auvergne-Rhône-Alpes,01,Ain,H,Transports et entreposage,2021-02-05
Prêts garantis par l'Etat,764.00,57490428.00,84,Auvergne-Rhône-Alpes,01,Ain,I,Hébergement et restauration,2021-02-05
Prêts garantis par l'Etat,60.00,7515606.00,84,Auvergne-Rhône-Alpes,01,Ain,J,Information et communication,2021-02-05
Prêts garantis par l'Etat,67.00,35316000.00,84,Auvergne-Rhône-Alpes,01,Ain,K,Activités financières et d'assurance,2021-02-05
Prêts garantis par l'Etat,85.00,46285750.00,84,Auvergne-Rhône-Alpes,01,Ain,L,Activités immobilières,2021-02-05
Prêts garantis par l'Etat,386.00,108313490.00,84,Auvergne-Rhône-Alpes,01,Ain,M,"Activités spécialisées, scientifiques et techniques",2021-02-05
Prêts garantis par l'Etat,193.00,14618605.00,84,Auvergne-Rhône-Alpes,01,Ain,N,Activités de services administratifs et de soutien,2021-02-05
Prêts garantis par l'Etat,109.00,5817109.00,84,Auvergne-Rhône-Alpes,01,Ain,P,Enseignement,2021-02-05
Prêts garantis par l'Etat,295.00,19625518.00,84,Auvergne-Rhône-Alpes,01,Ain,Q,Santé humaine et action sociale,2021-02-05
Prêts garantis par l'Etat,93.00,8301445.00,84,Auvergne-Rhône-Alpes,01,Ain,R,"Arts, spectacles et activités récréatives",2021-02-05
Prêts garantis par l'Etat,348.00,8365976.00,84,Auvergne-Rhône-Alpes,01,Ain,S,Autres activités de services,2021-02-05
Prêts garantis par l'Etat,5.00,552000.00,84,Auvergne-Rhône-Alpes,01,Ain,Z,Non connu,2021-02-05
Prêts garantis par l'Etat,97.00,3945498.00,84,Auvergne-Rhône-Alpes,03,Allier,A,"Agriculture, sylviculture et pêche",2021-02-05
Prêts garantis par l'Etat,230.00,76460586.00,84,Auvergne-Rhône-Alpes,03,Allier,C,Industrie manufacturière,2021-02-05
