dispositif,nombre_pge,montant_total,reg,libelle_region,dep,libelle_departement,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,126.00,6094574.00,84,Auvergne-Rhône-Alpes,01,Ain,A,"Agriculture, sylviculture et pêche",2021-06-11
Prêts garantis par l'Etat,693.00,282812510.00,84,Auvergne-Rhône-Alpes,01,Ain,C,Industrie manufacturière,2021-06-11
Prêts garantis par l'Etat,14.00,4525000.00,84,Auvergne-Rhône-Alpes,01,Ain,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-06-11
Prêts garantis par l'Etat,1047.00,107387380.00,84,Auvergne-Rhône-Alpes,01,Ain,F,Construction,2021-06-11
Prêts garantis par l'Etat,1296.00,292134281.00,84,Auvergne-Rhône-Alpes,01,Ain,G,Commerce,2021-06-11
Prêts garantis par l'Etat,129.00,12153024.00,84,Auvergne-Rhône-Alpes,01,Ain,H,Transports et entreposage,2021-06-11
Prêts garantis par l'Etat,778.00,58808672.00,84,Auvergne-Rhône-Alpes,01,Ain,I,Hébergement et restauration,2021-06-11
Prêts garantis par l'Etat,59.00,7923900.00,84,Auvergne-Rhône-Alpes,01,Ain,J,Information et communication,2021-06-11
Prêts garantis par l'Etat,72.00,38467705.00,84,Auvergne-Rhône-Alpes,01,Ain,K,Activités financières et d'assurance,2021-06-11
Prêts garantis par l'Etat,91.00,46536550.00,84,Auvergne-Rhône-Alpes,01,Ain,L,Activités immobilières,2021-06-11
Prêts garantis par l'Etat,410.00,109644419.00,84,Auvergne-Rhône-Alpes,01,Ain,M,"Activités spécialisées, scientifiques et techniques",2021-06-11
Prêts garantis par l'Etat,209.00,15312473.00,84,Auvergne-Rhône-Alpes,01,Ain,N,Activités de services administratifs et de soutien,2021-06-11
Prêts garantis par l'Etat,114.00,6018040.00,84,Auvergne-Rhône-Alpes,01,Ain,P,Enseignement,2021-06-11
Prêts garantis par l'Etat,312.00,20272718.00,84,Auvergne-Rhône-Alpes,01,Ain,Q,Santé humaine et action sociale,2021-06-11
Prêts garantis par l'Etat,105.00,9218245.00,84,Auvergne-Rhône-Alpes,01,Ain,R,"Arts, spectacles et activités récréatives",2021-06-11
Prêts garantis par l'Etat,361.00,8742776.00,84,Auvergne-Rhône-Alpes,01,Ain,S,Autres activités de services,2021-06-11
Prêts garantis par l'Etat,4.00,502000.00,84,Auvergne-Rhône-Alpes,01,Ain,Z,Non connu,2021-06-11
Prêts garantis par l'Etat,103.00,4164998.00,84,Auvergne-Rhône-Alpes,03,Allier,A,"Agriculture, sylviculture et pêche",2021-06-11
Prêts garantis par l'Etat,252.00,81754376.00,84,Auvergne-Rhône-Alpes,03,Allier,C,Industrie manufacturière,2021-06-11
Prêts garantis par l'Etat,3.00,1900000.00,84,Auvergne-Rhône-Alpes,03,Allier,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-06-11
Prêts garantis par l'Etat,372.00,33259522.00,84,Auvergne-Rhône-Alpes,03,Allier,F,Construction,2021-06-11
Prêts garantis par l'Etat,670.00,86585292.00,84,Auvergne-Rhône-Alpes,03,Allier,G,Commerce,2021-06-11
Prêts garantis par l'Etat,51.00,4307815.00,84,Auvergne-Rhône-Alpes,03,Allier,H,Transports et entreposage,2021-06-11
Prêts garantis par l'Etat,390.00,20070606.00,84,Auvergne-Rhône-Alpes,03,Allier,I,Hébergement et restauration,2021-06-11
Prêts garantis par l'Etat,24.00,9753585.00,84,Auvergne-Rhône-Alpes,03,Allier,J,Information et communication,2021-06-11
Prêts garantis par l'Etat,35.00,17450813.00,84,Auvergne-Rhône-Alpes,03,Allier,K,Activités financières et d'assurance,2021-06-11
Prêts garantis par l'Etat,47.00,1706085.00,84,Auvergne-Rhône-Alpes,03,Allier,L,Activités immobilières,2021-06-11
Prêts garantis par l'Etat,154.00,20688235.00,84,Auvergne-Rhône-Alpes,03,Allier,M,"Activités spécialisées, scientifiques et techniques",2021-06-11
Prêts garantis par l'Etat,59.00,4315235.00,84,Auvergne-Rhône-Alpes,03,Allier,N,Activités de services administratifs et de soutien,2021-06-11
Prêts garantis par l'Etat,53.00,3026000.00,84,Auvergne-Rhône-Alpes,03,Allier,P,Enseignement,2021-06-11
Prêts garantis par l'Etat,196.00,13950942.00,84,Auvergne-Rhône-Alpes,03,Allier,Q,Santé humaine et action sociale,2021-06-11
Prêts garantis par l'Etat,56.00,7286169.00,84,Auvergne-Rhône-Alpes,03,Allier,R,"Arts, spectacles et activités récréatives",2021-06-11
Prêts garantis par l'Etat,192.00,5612490.00,84,Auvergne-Rhône-Alpes,03,Allier,S,Autres activités de services,2021-06-11
Prêts garantis par l'Etat,3.00,52300.00,84,Auvergne-Rhône-Alpes,03,Allier,Z,Non connu,2021-06-11
Prêts garantis par l'Etat,261.00,10934099.00,84,Auvergne-Rhône-Alpes,07,Ardèche,A,"Agriculture, sylviculture et pêche",2021-06-11
Prêts garantis par l'Etat,3.00,445000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,B,Industries extractives,2021-06-11
Prêts garantis par l'Etat,278.00,87682326.00,84,Auvergne-Rhône-Alpes,07,Ardèche,C,Industrie manufacturière,2021-06-11
Prêts garantis par l'Etat,4.00,173000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-06-11
Prêts garantis par l'Etat,12.00,3299000.00,84,Auvergne-Rhône-Alpes,07,Ardèche,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-06-11
Prêts garantis par l'Etat,483.00,37008057.00,84,Auvergne-Rhône-Alpes,07,Ardèche,F,Construction,2021-06-11
