dispositif,nombre_pge,montant_total,reg,libelle_region,dep,libelle_departement,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,373.00,68922808.00,84,Auvergne-Rhône-Alpes,15,Cantal,G,Commerce,2021-05-07
Prêts garantis par l'Etat,36.00,11165900.00,84,Auvergne-Rhône-Alpes,15,Cantal,H,Transports et entreposage,2021-05-07
Prêts garantis par l'Etat,253.00,11885600.00,84,Auvergne-Rhône-Alpes,15,Cantal,I,Hébergement et restauration,2021-05-07
Prêts garantis par l'Etat,24.00,17051000.00,84,Auvergne-Rhône-Alpes,15,Cantal,K,Activités financières et d'assurance,2021-05-07
Prêts garantis par l'Etat,18.00,1191000.00,84,Auvergne-Rhône-Alpes,15,Cantal,L,Activités immobilières,2021-05-07
Prêts garantis par l'Etat,54.00,5077467.00,84,Auvergne-Rhône-Alpes,15,Cantal,M,"Activités spécialisées, scientifiques et techniques",2021-05-07
Prêts garantis par l'Etat,28.00,4926000.00,84,Auvergne-Rhône-Alpes,15,Cantal,N,Activités de services administratifs et de soutien,2021-05-07
Prêts garantis par l'Etat,14.00,643700.00,84,Auvergne-Rhône-Alpes,15,Cantal,P,Enseignement,2021-05-07
Prêts garantis par l'Etat,64.00,4662850.00,84,Auvergne-Rhône-Alpes,15,Cantal,Q,Santé humaine et action sociale,2021-05-07
Prêts garantis par l'Etat,15.00,602894.00,84,Auvergne-Rhône-Alpes,15,Cantal,R,"Arts, spectacles et activités récréatives",2021-05-07
Prêts garantis par l'Etat,71.00,1844829.00,84,Auvergne-Rhône-Alpes,15,Cantal,S,Autres activités de services,2021-05-07
Prêts garantis par l'Etat,12.00,577450.00,84,Auvergne-Rhône-Alpes,15,Cantal,Z,Non connu,2021-05-07
Prêts garantis par l'Etat,433.00,23966274.00,84,Auvergne-Rhône-Alpes,26,Drôme,A,"Agriculture, sylviculture et pêche",2021-05-07
Prêts garantis par l'Etat,5.00,1695000.00,84,Auvergne-Rhône-Alpes,26,Drôme,B,Industries extractives,2021-05-07
Prêts garantis par l'Etat,595.00,197152671.00,84,Auvergne-Rhône-Alpes,26,Drôme,C,Industrie manufacturière,2021-05-07
Prêts garantis par l'Etat,4.00,125830.00,84,Auvergne-Rhône-Alpes,26,Drôme,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-05-07
Prêts garantis par l'Etat,14.00,7050900.00,84,Auvergne-Rhône-Alpes,26,Drôme,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-07
Prêts garantis par l'Etat,900.00,139200192.00,84,Auvergne-Rhône-Alpes,26,Drôme,F,Construction,2021-05-07
Prêts garantis par l'Etat,1533.00,218414258.00,84,Auvergne-Rhône-Alpes,26,Drôme,G,Commerce,2021-05-07
Prêts garantis par l'Etat,140.00,36009754.00,84,Auvergne-Rhône-Alpes,26,Drôme,H,Transports et entreposage,2021-05-07
Prêts garantis par l'Etat,911.00,61596734.00,84,Auvergne-Rhône-Alpes,26,Drôme,I,Hébergement et restauration,2021-05-07
Prêts garantis par l'Etat,89.00,12721165.00,84,Auvergne-Rhône-Alpes,26,Drôme,J,Information et communication,2021-05-07
Prêts garantis par l'Etat,85.00,92110278.00,84,Auvergne-Rhône-Alpes,26,Drôme,K,Activités financières et d'assurance,2021-05-07
Prêts garantis par l'Etat,118.00,7062251.00,84,Auvergne-Rhône-Alpes,26,Drôme,L,Activités immobilières,2021-05-07
Prêts garantis par l'Etat,443.00,41731961.00,84,Auvergne-Rhône-Alpes,26,Drôme,M,"Activités spécialisées, scientifiques et techniques",2021-05-07
Prêts garantis par l'Etat,182.00,10873655.00,84,Auvergne-Rhône-Alpes,26,Drôme,N,Activités de services administratifs et de soutien,2021-05-07
Prêts garantis par l'Etat,120.00,4977841.00,84,Auvergne-Rhône-Alpes,26,Drôme,P,Enseignement,2021-05-07
Prêts garantis par l'Etat,389.00,18158307.00,84,Auvergne-Rhône-Alpes,26,Drôme,Q,Santé humaine et action sociale,2021-05-07
Prêts garantis par l'Etat,116.00,7455624.00,84,Auvergne-Rhône-Alpes,26,Drôme,R,"Arts, spectacles et activités récréatives",2021-05-07
Prêts garantis par l'Etat,364.00,11862493.00,84,Auvergne-Rhône-Alpes,26,Drôme,S,Autres activités de services,2021-05-07
Prêts garantis par l'Etat,6.00,476000.00,84,Auvergne-Rhône-Alpes,26,Drôme,Z,Non connu,2021-05-07
Prêts garantis par l'Etat,81.00,3251322.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,A,"Agriculture, sylviculture et pêche",2021-05-07
Prêts garantis par l'Etat,287.00,63630503.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,C,Industrie manufacturière,2021-05-07
Prêts garantis par l'Etat,14.00,3846013.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-07
Prêts garantis par l'Etat,345.00,31501988.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,F,Construction,2021-05-07
Prêts garantis par l'Etat,590.00,78162363.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,G,Commerce,2021-05-07
Prêts garantis par l'Etat,42.00,3803765.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,H,Transports et entreposage,2021-05-07
Prêts garantis par l'Etat,350.00,28574794.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,I,Hébergement et restauration,2021-05-07
Prêts garantis par l'Etat,22.00,2292866.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,J,Information et communication,2021-05-07
Prêts garantis par l'Etat,28.00,144478464.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,K,Activités financières et d'assurance,2021-05-07
Prêts garantis par l'Etat,24.00,1861892.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,L,Activités immobilières,2021-05-07
Prêts garantis par l'Etat,104.00,7720550.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,M,"Activités spécialisées, scientifiques et techniques",2021-05-07
Prêts garantis par l'Etat,54.00,3373206.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,N,Activités de services administratifs et de soutien,2021-05-07
Prêts garantis par l'Etat,36.00,981533.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,P,Enseignement,2021-05-07
Prêts garantis par l'Etat,104.00,5693955.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,Q,Santé humaine et action sociale,2021-05-07
Prêts garantis par l'Etat,41.00,1474177.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,R,"Arts, spectacles et activités récréatives",2021-05-07
Prêts garantis par l'Etat,113.00,2675352.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,S,Autres activités de services,2021-05-07
Prêts garantis par l'Etat,12.00,435947.00,84,Auvergne-Rhône-Alpes,43,Haute-Loire,Z,Non connu,2021-05-07
Prêts garantis par l'Etat,110.00,6042265.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,A,"Agriculture, sylviculture et pêche",2021-05-07
Prêts garantis par l'Etat,7.00,2362000.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,B,Industries extractives,2021-05-07
Prêts garantis par l'Etat,779.00,337708065.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,C,Industrie manufacturière,2021-05-07
Prêts garantis par l'Etat,3.00,175000.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-05-07
Prêts garantis par l'Etat,16.00,7532998.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-07
Prêts garantis par l'Etat,1313.00,191176817.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,F,Construction,2021-05-07
Prêts garantis par l'Etat,2163.00,372596151.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,G,Commerce,2021-05-07
Prêts garantis par l'Etat,234.00,77725181.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,H,Transports et entreposage,2021-05-07
Prêts garantis par l'Etat,1893.00,262626935.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,I,Hébergement et restauration,2021-05-07
Prêts garantis par l'Etat,133.00,19673293.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,J,Information et communication,2021-05-07
Prêts garantis par l'Etat,150.00,141606658.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,K,Activités financières et d'assurance,2021-05-07
Prêts garantis par l'Etat,333.00,29176342.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,L,Activités immobilières,2021-05-07
Prêts garantis par l'Etat,666.00,135758729.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,M,"Activités spécialisées, scientifiques et techniques",2021-05-07
Prêts garantis par l'Etat,431.00,41383731.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,N,Activités de services administratifs et de soutien,2021-05-07
Prêts garantis par l'Etat,187.00,9178417.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,P,Enseignement,2021-05-07
Prêts garantis par l'Etat,541.00,30873458.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,Q,Santé humaine et action sociale,2021-05-07
Prêts garantis par l'Etat,235.00,21436858.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,R,"Arts, spectacles et activités récréatives",2021-05-07
Prêts garantis par l'Etat,534.00,17693116.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,S,Autres activités de services,2021-05-07
Prêts garantis par l'Etat,6.00,482000.00,84,Auvergne-Rhône-Alpes,74,Haute-Savoie,Z,Non connu,2021-05-07
Prêts garantis par l'Etat,207.00,9490470.00,84,Auvergne-Rhône-Alpes,38,Isère,A,"Agriculture, sylviculture et pêche",2021-05-07
Prêts garantis par l'Etat,1219.00,450483864.00,84,Auvergne-Rhône-Alpes,38,Isère,C,Industrie manufacturière,2021-05-07
Prêts garantis par l'Etat,27.00,12116250.00,84,Auvergne-Rhône-Alpes,38,Isère,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-07
Prêts garantis par l'Etat,2341.00,274843795.00,84,Auvergne-Rhône-Alpes,38,Isère,F,Construction,2021-05-07
Prêts garantis par l'Etat,2938.00,555934682.00,84,Auvergne-Rhône-Alpes,38,Isère,G,Commerce,2021-05-07
Prêts garantis par l'Etat,409.00,78780612.00,84,Auvergne-Rhône-Alpes,38,Isère,H,Transports et entreposage,2021-05-07
Prêts garantis par l'Etat,1830.00,127018759.00,84,Auvergne-Rhône-Alpes,38,Isère,I,Hébergement et restauration,2021-05-07
Prêts garantis par l'Etat,271.00,67383687.00,84,Auvergne-Rhône-Alpes,38,Isère,J,Information et communication,2021-05-07
Prêts garantis par l'Etat,204.00,152565869.00,84,Auvergne-Rhône-Alpes,38,Isère,K,Activités financières et d'assurance,2021-05-07
Prêts garantis par l'Etat,276.00,17030306.00,84,Auvergne-Rhône-Alpes,38,Isère,L,Activités immobilières,2021-05-07
Prêts garantis par l'Etat,1197.00,223678504.00,84,Auvergne-Rhône-Alpes,38,Isère,M,"Activités spécialisées, scientifiques et techniques",2021-05-07
Prêts garantis par l'Etat,550.00,87711564.00,84,Auvergne-Rhône-Alpes,38,Isère,N,Activités de services administratifs et de soutien,2021-05-07
Prêts garantis par l'Etat,282.00,18279685.00,84,Auvergne-Rhône-Alpes,38,Isère,P,Enseignement,2021-05-07
Prêts garantis par l'Etat,905.00,52924796.00,84,Auvergne-Rhône-Alpes,38,Isère,Q,Santé humaine et action sociale,2021-05-07
Prêts garantis par l'Etat,283.00,24870067.00,84,Auvergne-Rhône-Alpes,38,Isère,R,"Arts, spectacles et activités récréatives",2021-05-07
Prêts garantis par l'Etat,811.00,27365248.00,84,Auvergne-Rhône-Alpes,38,Isère,S,Autres activités de services,2021-05-07
Prêts garantis par l'Etat,9.00,1789393.00,84,Auvergne-Rhône-Alpes,38,Isère,Z,Non connu,2021-05-07
Prêts garantis par l'Etat,149.00,9333690.00,84,Auvergne-Rhône-Alpes,42,Loire,A,"Agriculture, sylviculture et pêche",2021-05-07
Prêts garantis par l'Etat,987.00,355827495.00,84,Auvergne-Rhône-Alpes,42,Loire,C,Industrie manufacturière,2021-05-07
Prêts garantis par l'Etat,18.00,4742000.00,84,Auvergne-Rhône-Alpes,42,Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-07
Prêts garantis par l'Etat,1197.00,122067417.00,84,Auvergne-Rhône-Alpes,42,Loire,F,Construction,2021-05-07
Prêts garantis par l'Etat,1981.00,353209466.00,84,Auvergne-Rhône-Alpes,42,Loire,G,Commerce,2021-05-07
Prêts garantis par l'Etat,205.00,27165152.00,84,Auvergne-Rhône-Alpes,42,Loire,H,Transports et entreposage,2021-05-07
Prêts garantis par l'Etat,947.00,57256141.00,84,Auvergne-Rhône-Alpes,42,Loire,I,Hébergement et restauration,2021-05-07
Prêts garantis par l'Etat,104.00,18193126.00,84,Auvergne-Rhône-Alpes,42,Loire,J,Information et communication,2021-05-07
Prêts garantis par l'Etat,139.00,55623876.00,84,Auvergne-Rhône-Alpes,42,Loire,K,Activités financières et d'assurance,2021-05-07
Prêts garantis par l'Etat,135.00,11227213.00,84,Auvergne-Rhône-Alpes,42,Loire,L,Activités immobilières,2021-05-07
Prêts garantis par l'Etat,563.00,65744338.00,84,Auvergne-Rhône-Alpes,42,Loire,M,"Activités spécialisées, scientifiques et techniques",2021-05-07
Prêts garantis par l'Etat,270.00,30396191.00,84,Auvergne-Rhône-Alpes,42,Loire,N,Activités de services administratifs et de soutien,2021-05-07
Prêts garantis par l'Etat,152.00,7179140.00,84,Auvergne-Rhône-Alpes,42,Loire,P,Enseignement,2021-05-07
Prêts garantis par l'Etat,464.00,30486456.00,84,Auvergne-Rhône-Alpes,42,Loire,Q,Santé humaine et action sociale,2021-05-07
Prêts garantis par l'Etat,162.00,9365473.00,84,Auvergne-Rhône-Alpes,42,Loire,R,"Arts, spectacles et activités récréatives",2021-05-07
Prêts garantis par l'Etat,448.00,12053692.00,84,Auvergne-Rhône-Alpes,42,Loire,S,Autres activités de services,2021-05-07
Prêts garantis par l'Etat,8.00,586000.00,84,Auvergne-Rhône-Alpes,42,Loire,Z,Non connu,2021-05-07
Prêts garantis par l'Etat,126.00,6791137.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,A,"Agriculture, sylviculture et pêche",2021-05-07
Prêts garantis par l'Etat,525.00,123426572.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,C,Industrie manufacturière,2021-05-07
Prêts garantis par l'Etat,12.00,1878000.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-07
Prêts garantis par l'Etat,885.00,85095386.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,F,Construction,2021-05-07
Prêts garantis par l'Etat,1334.00,331790450.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,G,Commerce,2021-05-07
Prêts garantis par l'Etat,148.00,15367997.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,H,Transports et entreposage,2021-05-07
Prêts garantis par l'Etat,951.00,83603540.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,I,Hébergement et restauration,2021-05-07
Prêts garantis par l'Etat,81.00,34742937.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,J,Information et communication,2021-05-07
Prêts garantis par l'Etat,91.00,52391531.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,K,Activités financières et d'assurance,2021-05-07
Prêts garantis par l'Etat,100.00,5788372.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,L,Activités immobilières,2021-05-07
Prêts garantis par l'Etat,427.00,54882293.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,M,"Activités spécialisées, scientifiques et techniques",2021-05-07
Prêts garantis par l'Etat,165.00,24912900.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,N,Activités de services administratifs et de soutien,2021-05-07
Prêts garantis par l'Etat,95.00,10584397.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,P,Enseignement,2021-05-07
Prêts garantis par l'Etat,369.00,19163320.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,Q,Santé humaine et action sociale,2021-05-07
Prêts garantis par l'Etat,131.00,21441767.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,R,"Arts, spectacles et activités récréatives",2021-05-07
Prêts garantis par l'Etat,341.00,9212998.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,S,Autres activités de services,2021-05-07
Prêts garantis par l'Etat,10.00,1992000.00,84,Auvergne-Rhône-Alpes,63,Puy-de-Dôme,Z,Non connu,2021-05-07
Prêts garantis par l'Etat,344.00,20488911.00,84,Auvergne-Rhône-Alpes,69,Rhône,A,"Agriculture, sylviculture et pêche",2021-05-07
Prêts garantis par l'Etat,3.00,1700000.00,84,Auvergne-Rhône-Alpes,69,Rhône,B,Industries extractives,2021-05-07
Prêts garantis par l'Etat,1739.00,622599650.00,84,Auvergne-Rhône-Alpes,69,Rhône,C,Industrie manufacturière,2021-05-07
Prêts garantis par l'Etat,3.00,542000.00,84,Auvergne-Rhône-Alpes,69,Rhône,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-05-07
Prêts garantis par l'Etat,53.00,18549266.00,84,Auvergne-Rhône-Alpes,69,Rhône,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-07
Prêts garantis par l'Etat,2645.00,390837936.00,84,Auvergne-Rhône-Alpes,69,Rhône,F,Construction,2021-05-07
Prêts garantis par l'Etat,4762.00,1134902941.00,84,Auvergne-Rhône-Alpes,69,Rhône,G,Commerce,2021-05-07
Prêts garantis par l'Etat,797.00,141043233.00,84,Auvergne-Rhône-Alpes,69,Rhône,H,Transports et entreposage,2021-05-07
Prêts garantis par l'Etat,2821.00,321230064.00,84,Auvergne-Rhône-Alpes,69,Rhône,I,Hébergement et restauration,2021-05-07
Prêts garantis par l'Etat,810.00,237697980.00,84,Auvergne-Rhône-Alpes,69,Rhône,J,Information et communication,2021-05-07
Prêts garantis par l'Etat,534.00,522940914.00,84,Auvergne-Rhône-Alpes,69,Rhône,K,Activités financières et d'assurance,2021-05-07
Prêts garantis par l'Etat,623.00,69278587.00,84,Auvergne-Rhône-Alpes,69,Rhône,L,Activités immobilières,2021-05-07
Prêts garantis par l'Etat,3196.00,935143328.00,84,Auvergne-Rhône-Alpes,69,Rhône,M,"Activités spécialisées, scientifiques et techniques",2021-05-07
Prêts garantis par l'Etat,976.00,172116006.00,84,Auvergne-Rhône-Alpes,69,Rhône,N,Activités de services administratifs et de soutien,2021-05-07
Prêts garantis par l'Etat,511.00,46457248.00,84,Auvergne-Rhône-Alpes,69,Rhône,P,Enseignement,2021-05-07
Prêts garantis par l'Etat,1570.00,114844366.00,84,Auvergne-Rhône-Alpes,69,Rhône,Q,Santé humaine et action sociale,2021-05-07
Prêts garantis par l'Etat,423.00,216982808.00,84,Auvergne-Rhône-Alpes,69,Rhône,R,"Arts, spectacles et activités récréatives",2021-05-07
Prêts garantis par l'Etat,1222.00,47586708.00,84,Auvergne-Rhône-Alpes,69,Rhône,S,Autres activités de services,2021-05-07
Prêts garantis par l'Etat,4.00,222000.00,84,Auvergne-Rhône-Alpes,69,Rhône,Z,Non connu,2021-05-07
Prêts garantis par l'Etat,177.00,10909819.00,84,Auvergne-Rhône-Alpes,73,Savoie,A,"Agriculture, sylviculture et pêche",2021-05-07
Prêts garantis par l'Etat,448.00,156211209.00,84,Auvergne-Rhône-Alpes,73,Savoie,C,Industrie manufacturière,2021-05-07
Prêts garantis par l'Etat,11.00,5403326.00,84,Auvergne-Rhône-Alpes,73,Savoie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-07
Prêts garantis par l'Etat,811.00,101079219.00,84,Auvergne-Rhône-Alpes,73,Savoie,F,Construction,2021-05-07
