dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2186.00,114462928.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-05-07
Prêts garantis par l'Etat,18.00,6202000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-05-07
Prêts garantis par l'Etat,7867.00,2797495293.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-05-07
Prêts garantis par l'Etat,14.00,1015830.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-05-07
Prêts garantis par l'Etat,194.00,70842753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-07
Prêts garantis par l'Etat,12492.00,1528945386.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-05-07
Prêts garantis par l'Etat,19922.00,3842840404.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-05-07
Prêts garantis par l'Etat,2457.00,494130499.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-05-07
Prêts garantis par l'Etat,13271.00,1241538499.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-05-07
Prêts garantis par l'Etat,1683.00,423892201.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-05-07
Prêts garantis par l'Etat,1451.00,1296369598.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-05-07
Prêts garantis par l'Etat,1991.00,208846923.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-05-07
Prêts garantis par l'Etat,7796.00,1685169891.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-05-07
Prêts garantis par l'Etat,3310.00,449218198.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-05-07
Prêts garantis par l'Etat,1776.00,115490753.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-05-07
Prêts garantis par l'Etat,5422.00,339406968.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-05-07
Prêts garantis par l'Etat,1760.00,345768707.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-05-07
Prêts garantis par l'Etat,4947.00,161950189.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-05-07
Prêts garantis par l'Etat,78.00,8722090.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-05-07
Prêts garantis par l'Etat,1335.00,111967414.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-05-07
Prêts garantis par l'Etat,14.00,4922500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-05-07
Prêts garantis par l'Etat,2342.00,919290842.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-05-07
Prêts garantis par l'Etat,3.00,137000.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-05-07
