dispositif,volet,nombre_aides,montant_total,reg,libelle_region,code_section,libelle_section
Fonds de solidarité,VOLET1,4495,6107548.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,7,9823.00,84,Auvergne-Rhône-Alpes,B,Industries extractives
Fonds de solidarité,VOLET1,11384,14625841.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière
Fonds de solidarité,VOLET1,61,80133.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,549,681813.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,31790,45970879.00,84,Auvergne-Rhône-Alpes,F,Construction
Fonds de solidarité,VOLET1,42265,57146236.00,84,Auvergne-Rhône-Alpes,G,Commerce
Fonds de solidarité,VOLET1,8462,11818691.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage
Fonds de solidarité,VOLET1,32617,47200512.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration
Fonds de solidarité,VOLET1,4207,5540438.00,84,Auvergne-Rhône-Alpes,J,Information et communication
Fonds de solidarité,VOLET1,1928,2721802.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,7293,10049776.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières
Fonds de solidarité,VOLET1,22790,31014547.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,10654,13841756.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,5,7500.00,84,Auvergne-Rhône-Alpes,O,Administration publique
Fonds de solidarité,VOLET1,23315,30017681.00,84,Auvergne-Rhône-Alpes,P,Enseignement
Fonds de solidarité,VOLET1,28367,38570751.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,11614,14269592.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,33557,42017162.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services
Fonds de solidarité,VOLET1,1710,2347551.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,5,7500.00,27,Bourgogne-Franche-Comté,B,Industries extractives
Fonds de solidarité,VOLET1,3196,4023184.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière
Fonds de solidarité,VOLET1,5,7500.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,234,295069.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,7839,11296539.00,27,Bourgogne-Franche-Comté,F,Construction
Fonds de solidarité,VOLET1,13407,18015932.00,27,Bourgogne-Franche-Comté,G,Commerce
Fonds de solidarité,VOLET1,1210,1652220.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage
Fonds de solidarité,VOLET1,9703,13925515.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration
Fonds de solidarité,VOLET1,792,993091.00,27,Bourgogne-Franche-Comté,J,Information et communication
Fonds de solidarité,VOLET1,501,688307.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,1663,2230510.00,27,Bourgogne-Franche-Comté,L,Activités immobilières
Fonds de solidarité,VOLET1,4472,6076811.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,2285,2912253.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,5,6600.00,27,Bourgogne-Franche-Comté,O,Administration publique
Fonds de solidarité,VOLET1,3259,3941599.00,27,Bourgogne-Franche-Comté,P,Enseignement
Fonds de solidarité,VOLET1,6215,8401123.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,2937,3563587.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,10689,13555078.00,27,Bourgogne-Franche-Comté,S,Autres activités de services
Fonds de solidarité,VOLET1,1548,2124497.00,53,Bretagne,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,4,6000.00,53,Bretagne,B,Industries extractives
Fonds de solidarité,VOLET1,4405,5426163.00,53,Bretagne,C,Industrie manufacturière
Fonds de solidarité,VOLET1,12,17814.00,53,Bretagne,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,169,204947.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,9130,13129960.00,53,Bretagne,F,Construction
Fonds de solidarité,VOLET1,15085,20512226.00,53,Bretagne,G,Commerce
Fonds de solidarité,VOLET1,1625,2229305.00,53,Bretagne,H,Transports et entreposage
Fonds de solidarité,VOLET1,13084,18909122.00,53,Bretagne,I,Hébergement et restauration
Fonds de solidarité,VOLET1,1278,1612072.00,53,Bretagne,J,Information et communication
Fonds de solidarité,VOLET1,612,866780.00,53,Bretagne,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,2375,3165823.00,53,Bretagne,L,Activités immobilières
Fonds de solidarité,VOLET1,6778,9184060.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,2954,3687917.00,53,Bretagne,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,3,4500.00,53,Bretagne,O,Administration publique
Fonds de solidarité,VOLET1,3625,4471088.00,53,Bretagne,P,Enseignement
Fonds de solidarité,VOLET1,10453,14329392.00,53,Bretagne,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,3552,4273892.00,53,Bretagne,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,12032,15333018.00,53,Bretagne,S,Autres activités de services
Fonds de solidarité,VOLET1,1279,1760995.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,2645,3376111.00,24,Centre-Val de Loire,C,Industrie manufacturière
Fonds de solidarité,VOLET1,5,7500.00,24,Centre-Val de Loire,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,132,139854.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,7956,11401388.00,24,Centre-Val de Loire,F,Construction
Fonds de solidarité,VOLET1,10997,14567122.00,24,Centre-Val de Loire,G,Commerce
Fonds de solidarité,VOLET1,1489,2110355.00,24,Centre-Val de Loire,H,Transports et entreposage
Fonds de solidarité,VOLET1,7532,10854486.00,24,Centre-Val de Loire,I,Hébergement et restauration
Fonds de solidarité,VOLET1,831,1072690.00,24,Centre-Val de Loire,J,Information et communication
Fonds de solidarité,VOLET1,415,585625.00,24,Centre-Val de Loire,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,1704,2303636.00,24,Centre-Val de Loire,L,Activités immobilières
Fonds de solidarité,VOLET1,4268,5766497.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,2280,2894411.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,2671,3351178.00,24,Centre-Val de Loire,P,Enseignement
Fonds de solidarité,VOLET1,5374,7227294.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,2607,3189771.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,9463,11967458.00,24,Centre-Val de Loire,S,Autres activités de services
Fonds de solidarité,VOLET1,1064,1476410.00,94,Corse,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,1008,1341218.00,94,Corse,C,Industrie manufacturière
Fonds de solidarité,VOLET1,8,11406.00,94,Corse,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,2629,3735477.00,94,Corse,F,Construction
Fonds de solidarité,VOLET1,2708,3776627.00,94,Corse,G,Commerce
Fonds de solidarité,VOLET1,388,551425.00,94,Corse,H,Transports et entreposage
Fonds de solidarité,VOLET1,2486,3566011.00,94,Corse,I,Hébergement et restauration
Fonds de solidarité,VOLET1,175,236724.00,94,Corse,J,Information et communication
Fonds de solidarité,VOLET1,65,90686.00,94,Corse,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,570,775747.00,94,Corse,L,Activités immobilières
Fonds de solidarité,VOLET1,1737,2421186.00,94,Corse,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,967,1234424.00,94,Corse,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,505,628305.00,94,Corse,P,Enseignement
Fonds de solidarité,VOLET1,999,1348760.00,94,Corse,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,505,645200.00,94,Corse,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,1716,2063208.00,94,Corse,S,Autres activités de services
Fonds de solidarité,VOLET1,2238,3102270.00,44,Grand Est,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,6,6654.00,44,Grand Est,B,Industries extractives
Fonds de solidarité,VOLET1,5481,7136404.00,44,Grand Est,C,Industrie manufacturière
Fonds de solidarité,VOLET1,10,13810.00,44,Grand Est,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,430,498252.00,44,Grand Est,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,16428,23750279.00,44,Grand Est,F,Construction
Fonds de solidarité,VOLET1,23879,32265985.00,44,Grand Est,G,Commerce
