dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2259.00,117674656.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-06-25
Prêts garantis par l'Etat,18.00,6202000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-06-25
Prêts garantis par l'Etat,7973.00,2810629645.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-06-25
Prêts garantis par l'Etat,25.00,1393289.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-06-25
Prêts garantis par l'Etat,196.00,71838987.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-06-25
Prêts garantis par l'Etat,12804.00,1555887901.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-06-25
Prêts garantis par l'Etat,20292.00,3901760736.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-06-25
Prêts garantis par l'Etat,2509.00,500273607.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-06-25
Prêts garantis par l'Etat,13398.00,1252628210.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-06-25
Prêts garantis par l'Etat,1721.00,428936463.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-06-25
Prêts garantis par l'Etat,1458.00,1289284948.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-06-25
Prêts garantis par l'Etat,2039.00,211281929.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-06-25
Prêts garantis par l'Etat,7883.00,1812606015.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-06-25
Prêts garantis par l'Etat,3397.00,451202455.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-06-25
Prêts garantis par l'Etat,1824.00,122671890.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-06-25
Prêts garantis par l'Etat,5472.00,340727188.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-06-25
Prêts garantis par l'Etat,1809.00,351475016.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-06-25
Prêts garantis par l'Etat,5033.00,164807651.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-06-25
Prêts garantis par l'Etat,68.00,8181231.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-06-25
Prêts garantis par l'Etat,1361.00,114461186.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-06-25
Prêts garantis par l'Etat,9.00,1934500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-06-25
Prêts garantis par l'Etat,2384.00,919737426.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-06-25
Prêts garantis par l'Etat,3.00,137000.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-06-25
Prêts garantis par l'Etat,67.00,13802754.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-06-25
Prêts garantis par l'Etat,3524.00,364795035.00,27,Bourgogne-Franche-Comté,F,Construction,2021-06-25
Prêts garantis par l'Etat,6166.00,941038900.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-06-25
Prêts garantis par l'Etat,598.00,87219630.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-06-25
Prêts garantis par l'Etat,3602.00,242217287.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-06-25
Prêts garantis par l'Etat,297.00,41360833.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-06-25
Prêts garantis par l'Etat,379.00,320982939.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-06-25
Prêts garantis par l'Etat,464.00,36345106.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-06-25
Prêts garantis par l'Etat,1553.00,240933304.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-06-25
Prêts garantis par l'Etat,731.00,120140779.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-06-25
Prêts garantis par l'Etat,429.00,25745824.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-06-25
Prêts garantis par l'Etat,1567.00,84357793.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-06-25
Prêts garantis par l'Etat,516.00,49017626.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-06-25
