dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1684.00,88598780.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-10-02
Prêts garantis par l'Etat,13.00,4847000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-10-02
Prêts garantis par l'Etat,6812.00,2508631492.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-10-02
Prêts garantis par l'Etat,3.00,185000.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-10-02
Prêts garantis par l'Etat,169.00,65382225.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-10-02
Prêts garantis par l'Etat,10700.00,1373128299.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-10-02
Prêts garantis par l'Etat,17512.00,3462941903.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-10-02
Prêts garantis par l'Etat,1975.00,382444198.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-10-02
Prêts garantis par l'Etat,11388.00,907466081.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-10-02
Prêts garantis par l'Etat,1391.00,374838409.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-10-02
Prêts garantis par l'Etat,1198.00,1037023262.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-10-02
Prêts garantis par l'Etat,1639.00,160576525.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-10-02
Prêts garantis par l'Etat,6619.00,1357955959.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-10-02
Prêts garantis par l'Etat,2632.00,358709781.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-10-02
Prêts garantis par l'Etat,1493.00,89033183.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-10-02
Prêts garantis par l'Etat,4703.00,297703822.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-10-02
Prêts garantis par l'Etat,1426.00,230098803.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-10-02
Prêts garantis par l'Etat,4342.00,134755982.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-10-02
Prêts garantis par l'Etat,95.00,9818552.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-10-02
Prêts garantis par l'Etat,1100.00,94280344.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-10-02
Prêts garantis par l'Etat,9.00,3932500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2020-10-02
Prêts garantis par l'Etat,2084.00,841582167.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-10-02
Prêts garantis par l'Etat,59.00,15737590.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-10-02
Prêts garantis par l'Etat,3016.00,319664397.00,27,Bourgogne-Franche-Comté,F,Construction,2020-10-02
Prêts garantis par l'Etat,5446.00,837295517.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-10-02
Prêts garantis par l'Etat,517.00,77666248.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-10-02
Prêts garantis par l'Etat,3213.00,201351357.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-10-02
Prêts garantis par l'Etat,243.00,34853249.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-10-02
Prêts garantis par l'Etat,314.00,275377919.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-10-02
Prêts garantis par l'Etat,411.00,32692486.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-10-02
Prêts garantis par l'Etat,1374.00,207903108.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-10-02
Prêts garantis par l'Etat,610.00,103276860.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-10-02
Prêts garantis par l'Etat,368.00,23013378.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-10-02
Prêts garantis par l'Etat,1405.00,77919475.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-10-02
Prêts garantis par l'Etat,415.00,38369626.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-10-02
Prêts garantis par l'Etat,1439.00,35176644.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-10-02
Prêts garantis par l'Etat,40.00,3491060.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-10-02
Prêts garantis par l'Etat,488.00,37451220.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-10-02
Prêts garantis par l'Etat,4.00,948316.00,53,Bretagne,B,Industries extractives,2020-10-02
Prêts garantis par l'Etat,1756.00,518746813.00,53,Bretagne,C,Industrie manufacturière,2020-10-02
Prêts garantis par l'Etat,42.00,16176000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-10-02
Prêts garantis par l'Etat,2977.00,357970583.00,53,Bretagne,F,Construction,2020-10-02
Prêts garantis par l'Etat,5610.00,907145936.00,53,Bretagne,G,Commerce,2020-10-02
Prêts garantis par l'Etat,446.00,189173736.00,53,Bretagne,H,Transports et entreposage,2020-10-02
Prêts garantis par l'Etat,4458.00,340244288.00,53,Bretagne,I,Hébergement et restauration,2020-10-02
Prêts garantis par l'Etat,370.00,96324932.00,53,Bretagne,J,Information et communication,2020-10-02
Prêts garantis par l'Etat,359.00,963601321.00,53,Bretagne,K,Activités financières et d'assurance,2020-10-02
Prêts garantis par l'Etat,421.00,47361180.00,53,Bretagne,L,Activités immobilières,2020-10-02
Prêts garantis par l'Etat,1532.00,296833630.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2020-10-02
Prêts garantis par l'Etat,713.00,474576670.00,53,Bretagne,N,Activités de services administratifs et de soutien,2020-10-02
Prêts garantis par l'Etat,418.00,20230505.00,53,Bretagne,P,Enseignement,2020-10-02
Prêts garantis par l'Etat,1672.00,77042189.00,53,Bretagne,Q,Santé humaine et action sociale,2020-10-02
Prêts garantis par l'Etat,436.00,56486774.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2020-10-02
Prêts garantis par l'Etat,1566.00,62440603.00,53,Bretagne,S,Autres activités de services,2020-10-02
Prêts garantis par l'Etat,28.00,2519080.00,53,Bretagne,Z,Non connu,2020-10-02
Prêts garantis par l'Etat,730.00,50666857.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2020-10-02
