dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1736.00,91031086.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-10-23
Prêts garantis par l'Etat,13.00,4847000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-10-23
Prêts garantis par l'Etat,6941.00,2544517776.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-10-23
Prêts garantis par l'Etat,3.00,185000.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-10-23
Prêts garantis par l'Etat,172.00,65267974.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-10-23
Prêts garantis par l'Etat,10917.00,1393091967.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-10-23
Prêts garantis par l'Etat,17777.00,3499274130.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-10-23
Prêts garantis par l'Etat,2035.00,388580338.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-10-23
Prêts garantis par l'Etat,11558.00,923325250.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-10-23
Prêts garantis par l'Etat,1438.00,381529299.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-10-23
Prêts garantis par l'Etat,1231.00,1083747298.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-10-23
Prêts garantis par l'Etat,1681.00,179855658.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-10-23
Prêts garantis par l'Etat,6775.00,1566262196.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-10-23
Prêts garantis par l'Etat,2701.00,368480896.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-10-23
Prêts garantis par l'Etat,1548.00,91439620.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-10-23
Prêts garantis par l'Etat,4812.00,299434740.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-10-23
Prêts garantis par l'Etat,1466.00,232269558.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-10-23
Prêts garantis par l'Etat,4402.00,138298791.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-10-23
Prêts garantis par l'Etat,92.00,9725552.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-10-23
Prêts garantis par l'Etat,1133.00,96346738.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-10-23
Prêts garantis par l'Etat,13.00,4442500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2020-10-23
Prêts garantis par l'Etat,2125.00,850253037.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-10-23
Prêts garantis par l'Etat,61.00,15910590.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-10-23
Prêts garantis par l'Etat,3075.00,325257194.00,27,Bourgogne-Franche-Comté,F,Construction,2020-10-23
Prêts garantis par l'Etat,5515.00,844605632.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-10-23
Prêts garantis par l'Etat,530.00,79655370.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-10-23
Prêts garantis par l'Etat,3238.00,202979729.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-10-23
Prêts garantis par l'Etat,247.00,35499249.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-10-23
Prêts garantis par l'Etat,323.00,275528919.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-10-23
Prêts garantis par l'Etat,416.00,33556486.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-10-23
Prêts garantis par l'Etat,1399.00,212219496.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-10-23
Prêts garantis par l'Etat,622.00,107300836.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-10-23
Prêts garantis par l'Etat,372.00,23443378.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-10-23
Prêts garantis par l'Etat,1434.00,78794375.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-10-23
Prêts garantis par l'Etat,429.00,40316761.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-10-23
Prêts garantis par l'Etat,1454.00,35402144.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-10-23
Prêts garantis par l'Etat,36.00,3241900.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-10-23
Prêts garantis par l'Etat,512.00,38293646.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-10-23
Prêts garantis par l'Etat,4.00,948316.00,53,Bretagne,B,Industries extractives,2020-10-23
Prêts garantis par l'Etat,1781.00,523007563.00,53,Bretagne,C,Industrie manufacturière,2020-10-23
Prêts garantis par l'Etat,44.00,16301000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-10-23
Prêts garantis par l'Etat,3015.00,359942633.00,53,Bretagne,F,Construction,2020-10-23
Prêts garantis par l'Etat,5668.00,912246136.00,53,Bretagne,G,Commerce,2020-10-23
Prêts garantis par l'Etat,461.00,192054886.00,53,Bretagne,H,Transports et entreposage,2020-10-23
Prêts garantis par l'Etat,4508.00,343602686.00,53,Bretagne,I,Hébergement et restauration,2020-10-23
Prêts garantis par l'Etat,382.00,98723932.00,53,Bretagne,J,Information et communication,2020-10-23
Prêts garantis par l'Etat,366.00,964356541.00,53,Bretagne,K,Activités financières et d'assurance,2020-10-23
Prêts garantis par l'Etat,439.00,48383073.00,53,Bretagne,L,Activités immobilières,2020-10-23
Prêts garantis par l'Etat,1572.00,299790067.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2020-10-23
Prêts garantis par l'Etat,727.00,475750180.00,53,Bretagne,N,Activités de services administratifs et de soutien,2020-10-23
Prêts garantis par l'Etat,430.00,20625505.00,53,Bretagne,P,Enseignement,2020-10-23
Prêts garantis par l'Etat,1706.00,77996803.00,53,Bretagne,Q,Santé humaine et action sociale,2020-10-23
Prêts garantis par l'Etat,445.00,57396774.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2020-10-23
Prêts garantis par l'Etat,1584.00,63153778.00,53,Bretagne,S,Autres activités de services,2020-10-23
Prêts garantis par l'Etat,28.00,2519080.00,53,Bretagne,Z,Non connu,2020-10-23
Prêts garantis par l'Etat,743.00,51185136.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2020-10-23
Prêts garantis par l'Etat,6.00,9503400.00,24,Centre-Val de Loire,B,Industries extractives,2020-10-23
Prêts garantis par l'Etat,1582.00,747396969.00,24,Centre-Val de Loire,C,Industrie manufacturière,2020-10-23
Prêts garantis par l'Etat,29.00,5828500.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-10-23
Prêts garantis par l'Etat,2798.00,291883318.00,24,Centre-Val de Loire,F,Construction,2020-10-23
Prêts garantis par l'Etat,4060.00,789852863.00,24,Centre-Val de Loire,G,Commerce,2020-10-23
Prêts garantis par l'Etat,517.00,65239593.00,24,Centre-Val de Loire,H,Transports et entreposage,2020-10-23
Prêts garantis par l'Etat,2551.00,147884634.00,24,Centre-Val de Loire,I,Hébergement et restauration,2020-10-23
Prêts garantis par l'Etat,259.00,45025842.00,24,Centre-Val de Loire,J,Information et communication,2020-10-23
Prêts garantis par l'Etat,275.00,258847873.00,24,Centre-Val de Loire,K,Activités financières et d'assurance,2020-10-23
Prêts garantis par l'Etat,327.00,17762124.00,24,Centre-Val de Loire,L,Activités immobilières,2020-10-23
Prêts garantis par l'Etat,1154.00,143582407.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques",2020-10-23
Prêts garantis par l'Etat,577.00,68429781.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien,2020-10-23
Prêts garantis par l'Etat,344.00,20512417.00,24,Centre-Val de Loire,P,Enseignement,2020-10-23
Prêts garantis par l'Etat,1226.00,75202441.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale,2020-10-23
Prêts garantis par l'Etat,400.00,45838093.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives",2020-10-23
