dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1291.00,72017166.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-06-20
Prêts garantis par l'Etat,18.00,4357000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2020-06-20
Prêts garantis par l'Etat,5850.00,2161415176.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-06-20
Prêts garantis par l'Etat,18.00,2587800.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-06-20
Prêts garantis par l'Etat,146.00,52034178.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-20
Prêts garantis par l'Etat,9012.00,1151652179.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-06-20
Prêts garantis par l'Etat,15703.00,3187201999.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-06-20
Prêts garantis par l'Etat,1631.00,323326470.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-06-20
Prêts garantis par l'Etat,10160.00,796485100.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-06-20
Prêts garantis par l'Etat,1143.00,303556609.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-06-20
Prêts garantis par l'Etat,1017.00,841855019.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-06-20
Prêts garantis par l'Etat,1427.00,125564905.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-06-20
Prêts garantis par l'Etat,5564.00,1196009047.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-06-20
Prêts garantis par l'Etat,2199.00,305665819.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-06-20
Prêts garantis par l'Etat,1254.00,71697658.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-06-20
Prêts garantis par l'Etat,4080.00,247262602.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-06-20
Prêts garantis par l'Etat,1184.00,130743428.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-06-20
Prêts garantis par l'Etat,3950.00,114824781.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-06-20
Prêts garantis par l'Etat,367.00,20056681.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-06-20
Prêts garantis par l'Etat,891.00,80787787.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-06-20
Prêts garantis par l'Etat,13.00,4507500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2020-06-20
Prêts garantis par l'Etat,1856.00,753767866.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-06-20
Prêts garantis par l'Etat,4.00,127000.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-06-20
Prêts garantis par l'Etat,49.00,12512590.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-20
Prêts garantis par l'Etat,2665.00,281319539.00,27,Bourgogne-Franche-Comté,F,Construction,2020-06-20
Prêts garantis par l'Etat,5028.00,764589893.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-06-20
Prêts garantis par l'Etat,443.00,70312005.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-06-20
Prêts garantis par l'Etat,2956.00,184289303.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-06-20
Prêts garantis par l'Etat,216.00,30796169.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-06-20
Prêts garantis par l'Etat,277.00,220638871.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-06-20
Prêts garantis par l'Etat,351.00,27686377.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-06-20
Prêts garantis par l'Etat,1200.00,180434675.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-06-20
Prêts garantis par l'Etat,523.00,93402970.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-06-20
Prêts garantis par l'Etat,320.00,20047232.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-06-20
Prêts garantis par l'Etat,1260.00,68998855.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-06-20
Prêts garantis par l'Etat,348.00,32847240.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-06-20
Prêts garantis par l'Etat,1354.00,33643709.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-06-20
Prêts garantis par l'Etat,120.00,5158500.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-06-20
Prêts garantis par l'Etat,365.00,29351353.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-06-20
Prêts garantis par l'Etat,6.00,1548316.00,53,Bretagne,B,Industries extractives,2020-06-20
Prêts garantis par l'Etat,1559.00,471061572.00,53,Bretagne,C,Industrie manufacturière,2020-06-20
Prêts garantis par l'Etat,3.00,160000.00,53,Bretagne,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-06-20
Prêts garantis par l'Etat,32.00,13715000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-20
Prêts garantis par l'Etat,2652.00,319218264.00,53,Bretagne,F,Construction,2020-06-20
Prêts garantis par l'Etat,5198.00,802656566.00,53,Bretagne,G,Commerce,2020-06-20
Prêts garantis par l'Etat,395.00,185348536.00,53,Bretagne,H,Transports et entreposage,2020-06-20
Prêts garantis par l'Etat,4118.00,333940789.00,53,Bretagne,I,Hébergement et restauration,2020-06-20
