dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2361.00,124009001.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-10-29
Prêts garantis par l'Etat,22.00,7207000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-10-29
Prêts garantis par l'Etat,8107.00,2891779642.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-10-29
Prêts garantis par l'Etat,17.00,1195430.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-10-29
Prêts garantis par l'Etat,198.00,72008987.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-10-29
Prêts garantis par l'Etat,13056.00,1583763025.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-10-29
Prêts garantis par l'Etat,20542.00,3967538220.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-10-29
Prêts garantis par l'Etat,2552.00,506637536.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-10-29
Prêts garantis par l'Etat,13507.00,1281735021.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-10-29
Prêts garantis par l'Etat,1763.00,432432128.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-10-29
Prêts garantis par l'Etat,1481.00,1329691419.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-10-29
Prêts garantis par l'Etat,2076.00,213904897.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-10-29
Prêts garantis par l'Etat,8072.00,1874311500.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-10-29
Prêts garantis par l'Etat,3450.00,563576208.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-10-29
Prêts garantis par l'Etat,1850.00,125997774.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-10-29
Prêts garantis par l'Etat,5568.00,344803469.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-10-29
Prêts garantis par l'Etat,1840.00,358301956.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-10-29
Prêts garantis par l'Etat,5090.00,166882937.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-10-29
Prêts garantis par l'Etat,75.00,7598090.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-10-29
Prêts garantis par l'Etat,1398.00,117025886.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-10-29
