dispositif,volet,nombre_aides,nombre_entreprises,montant_total,reg,libelle_region,code_section,libelle_section
Fonds de solidarité,VOLET1,18131,6991,31270591.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,26,10,33371.00,84,Auvergne-Rhône-Alpes,B,Industries extractives
Fonds de solidarité,VOLET1,33892,11160,57720432.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière
Fonds de solidarité,VOLET1,422,105,837220.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,1712,561,2482864.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,78807,31650,122702934.00,84,Auvergne-Rhône-Alpes,F,Construction
Fonds de solidarité,VOLET1,131115,38996,315762287.00,84,Auvergne-Rhône-Alpes,G,Commerce
Fonds de solidarité,VOLET1,48945,9729,105753745.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage
Fonds de solidarité,VOLET1,161929,28648,755593035.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration
Fonds de solidarité,VOLET1,17045,4630,32912545.00,84,Auvergne-Rhône-Alpes,J,Information et communication
Fonds de solidarité,VOLET1,6512,2033,11685078.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,25900,8016,51333388.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières
Fonds de solidarité,VOLET1,82114,24302,185189790.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,39268,10943,94462255.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,16,6,105242.00,84,Auvergne-Rhône-Alpes,O,Administration publique
Fonds de solidarité,VOLET1,84558,18956,140949981.00,84,Auvergne-Rhône-Alpes,P,Enseignement
Fonds de solidarité,VOLET1,55327,23563,74348209.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,68083,12900,156963977.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,85342,23848,152688022.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services
Fonds de solidarité,VOLET1,6338,2557,13265104.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,16,6,33062.00,27,Bourgogne-Franche-Comté,B,Industries extractives
Fonds de solidarité,VOLET1,9123,3149,14415334.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière
Fonds de solidarité,VOLET1,24,10,32650.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,734,248,1246293.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,18435,7928,27898891.00,27,Bourgogne-Franche-Comté,F,Construction
Fonds de solidarité,VOLET1,38584,11981,82708954.00,27,Bourgogne-Franche-Comté,G,Commerce
Fonds de solidarité,VOLET1,5208,1488,11212755.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage
Fonds de solidarité,VOLET1,45353,8017,190315676.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration
Fonds de solidarité,VOLET1,3014,826,5899212.00,27,Bourgogne-Franche-Comté,J,Information et communication
Fonds de solidarité,VOLET1,1370,443,2161766.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,5145,1653,8950492.00,27,Bourgogne-Franche-Comté,L,Activités immobilières
Fonds de solidarité,VOLET1,15536,4715,35328511.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,7659,2235,17398036.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,18,3,24456.00,27,Bourgogne-Franche-Comté,O,Administration publique
Fonds de solidarité,VOLET1,11749,2715,18433377.00,27,Bourgogne-Franche-Comté,P,Enseignement
Fonds de solidarité,VOLET1,12086,5264,15999812.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,16821,3119,37367135.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,25751,7233,46242423.00,27,Bourgogne-Franche-Comté,S,Autres activités de services
Fonds de solidarité,VOLET1,4656,1780,8455882.00,53,Bretagne,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,16,5,25775.00,53,Bretagne,B,Industries extractives
Fonds de solidarité,VOLET1,12277,4093,19308186.00,53,Bretagne,C,Industrie manufacturière
Fonds de solidarité,VOLET1,34,13,52276.00,53,Bretagne,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,403,157,580079.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,19112,8983,28685362.00,53,Bretagne,F,Construction
Fonds de solidarité,VOLET1,40922,12969,92278547.00,53,Bretagne,G,Commerce
Fonds de solidarité,VOLET1,7252,1826,15271327.00,53,Bretagne,H,Transports et entreposage
Fonds de solidarité,VOLET1,60743,11075,276839856.00,53,Bretagne,I,Hébergement et restauration
Fonds de solidarité,VOLET1,5197,1384,10623582.00,53,Bretagne,J,Information et communication
Fonds de solidarité,VOLET1,1835,607,3480124.00,53,Bretagne,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,7113,2359,12688660.00,53,Bretagne,L,Activités immobilières
Fonds de solidarité,VOLET1,23252,7220,55497124.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,9310,2871,21594863.00,53,Bretagne,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,12753,3084,21362028.00,53,Bretagne,P,Enseignement
Fonds de solidarité,VOLET1,19675,8841,26399090.00,53,Bretagne,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,20542,4207,47454055.00,53,Bretagne,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,28877,8437,53184581.00,53,Bretagne,S,Autres activités de services
Fonds de solidarité,VOLET1,4417,1626,9435703.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,7863,2594,12409724.00,24,Centre-Val de Loire,C,Industrie manufacturière
Fonds de solidarité,VOLET1,21,5,32680.00,24,Centre-Val de Loire,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné"
Fonds de solidarité,VOLET1,424,152,583296.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,17702,7645,27157013.00,24,Centre-Val de Loire,F,Construction
Fonds de solidarité,VOLET1,30693,9666,64925152.00,24,Centre-Val de Loire,G,Commerce
Fonds de solidarité,VOLET1,7857,1917,16205229.00,24,Centre-Val de Loire,H,Transports et entreposage
Fonds de solidarité,VOLET1,35984,6430,149033877.00,24,Centre-Val de Loire,I,Hébergement et restauration
Fonds de solidarité,VOLET1,3375,926,6979233.00,24,Centre-Val de Loire,J,Information et communication
Fonds de solidarité,VOLET1,1234,388,2237849.00,24,Centre-Val de Loire,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,5277,1640,9461966.00,24,Centre-Val de Loire,L,Activités immobilières
Fonds de solidarité,VOLET1,14463,4333,31888085.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques"
Fonds de solidarité,VOLET1,7727,2249,17137073.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien
Fonds de solidarité,VOLET1,9109,2257,15664410.00,24,Centre-Val de Loire,P,Enseignement
Fonds de solidarité,VOLET1,10232,4504,13402783.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale
Fonds de solidarité,VOLET1,15021,2944,35697778.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives"
Fonds de solidarité,VOLET1,22734,6561,40316982.00,24,Centre-Val de Loire,S,Autres activités de services
Fonds de solidarité,VOLET1,3838,1106,6721245.00,94,Corse,A,"Agriculture, sylviculture et pêche"
Fonds de solidarité,VOLET1,3181,887,5607775.00,94,Corse,C,Industrie manufacturière
Fonds de solidarité,VOLET1,44,20,109986.00,94,Corse,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Fonds de solidarité,VOLET1,6484,2419,10062144.00,94,Corse,F,Construction
Fonds de solidarité,VOLET1,9390,2539,23783192.00,94,Corse,G,Commerce
Fonds de solidarité,VOLET1,1620,392,4804217.00,94,Corse,H,Transports et entreposage
Fonds de solidarité,VOLET1,15234,2718,70543527.00,94,Corse,I,Hébergement et restauration
Fonds de solidarité,VOLET1,708,184,1725866.00,94,Corse,J,Information et communication
Fonds de solidarité,VOLET1,218,68,537219.00,94,Corse,K,Activités financières et d'assurance
Fonds de solidarité,VOLET1,2606,674,5890751.00,94,Corse,L,Activités immobilières
