dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2204.00,115592246.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-05-21
Prêts garantis par l'Etat,18.00,6202000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-05-21
Prêts garantis par l'Etat,7900.00,2792240306.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-05-21
Prêts garantis par l'Etat,21.00,834689.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-05-21
Prêts garantis par l'Etat,195.00,71012753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-21
Prêts garantis par l'Etat,12583.00,1536675684.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-05-21
Prêts garantis par l'Etat,20032.00,3855755370.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-05-21
Prêts garantis par l'Etat,2471.00,496872369.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-05-21
Prêts garantis par l'Etat,13301.00,1240595214.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-05-21
Prêts garantis par l'Etat,1696.00,425823301.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-05-21
Prêts garantis par l'Etat,1465.00,1302645398.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-05-21
Prêts garantis par l'Etat,2007.00,209516657.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-05-21
Prêts garantis par l'Etat,7762.00,1652767691.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-05-21
Prêts garantis par l'Etat,3334.00,446680190.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-05-21
Prêts garantis par l'Etat,1781.00,115632753.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-05-21
Prêts garantis par l'Etat,5426.00,339645818.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-05-21
Prêts garantis par l'Etat,1773.00,348547107.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-05-21
Prêts garantis par l'Etat,4970.00,162518199.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-05-21
Prêts garantis par l'Etat,73.00,8978231.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-05-21
Prêts garantis par l'Etat,1341.00,112852243.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-05-21
Prêts garantis par l'Etat,14.00,4922500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-05-21
Prêts garantis par l'Etat,2351.00,914067142.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-05-21
Prêts garantis par l'Etat,3.00,137000.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-05-21
Prêts garantis par l'Etat,67.00,13802754.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-05-21
