dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,1411.00,77609952.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2020-07-03
Prêts garantis par l'Etat,6142.00,2278627162.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2020-07-03
Prêts garantis par l'Etat,11.00,442859.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-07-03
Prêts garantis par l'Etat,121.00,46086178.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-07-03
Prêts garantis par l'Etat,9456.00,1206911514.00,84,Auvergne-Rhône-Alpes,F,Construction,2020-07-03
Prêts garantis par l'Etat,16168.00,3277406642.00,84,Auvergne-Rhône-Alpes,G,Commerce,2020-07-03
Prêts garantis par l'Etat,1734.00,334723377.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2020-07-03
Prêts garantis par l'Etat,10506.00,819591930.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2020-07-03
Prêts garantis par l'Etat,1207.00,311922239.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2020-07-03
Prêts garantis par l'Etat,1063.00,911538919.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2020-07-03
Prêts garantis par l'Etat,1490.00,131911045.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2020-07-03
Prêts garantis par l'Etat,5850.00,1238409722.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2020-07-03
Prêts garantis par l'Etat,2311.00,324399694.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2020-07-03
Prêts garantis par l'Etat,1322.00,75608644.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2020-07-03
Prêts garantis par l'Etat,4229.00,264786743.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2020-07-03
Prêts garantis par l'Etat,1268.00,228511269.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-07-03
Prêts garantis par l'Etat,4050.00,120425624.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-07-03
