dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2089.00,109893414.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-02-26
Prêts garantis par l'Etat,18.00,6202000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-02-26
Prêts garantis par l'Etat,7625.00,2731926931.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-02-26
Prêts garantis par l'Etat,14.00,994830.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-02-26
Prêts garantis par l'Etat,187.00,70144753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-02-26
Prêts garantis par l'Etat,12105.00,1502996364.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-02-26
Prêts garantis par l'Etat,19369.00,3738455795.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-02-26
Prêts garantis par l'Etat,2361.00,463052576.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-02-26
Prêts garantis par l'Etat,12915.00,1146926672.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-02-26
Prêts garantis par l'Etat,1637.00,415513700.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-02-26
Prêts garantis par l'Etat,1405.00,1255855747.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-02-26
Prêts garantis par l'Etat,1922.00,200659002.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-02-26
Prêts garantis par l'Etat,7583.00,1641899638.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-02-26
Prêts garantis par l'Etat,3163.00,431539956.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-02-26
Prêts garantis par l'Etat,1734.00,113112547.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-02-26
Prêts garantis par l'Etat,5310.00,333178113.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-02-26
Prêts garantis par l'Etat,1694.00,339400297.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-02-26
Prêts garantis par l'Etat,4831.00,155323951.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-02-26
Prêts garantis par l'Etat,79.00,8560890.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-02-26
Prêts garantis par l'Etat,1294.00,107968422.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-02-26
