dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Reports d'échéances fiscales,141.00,11047046.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,192.00,2464381.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,59.00,679217.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2020-06-25
Reports d'échéances fiscales,26.00,454310.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2020-06-25
Reports d'échéances fiscales,267.00,24331545.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,6.00,121449.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-25
Reports d'échéances fiscales,173.00,2343114.00,27,Bourgogne-Franche-Comté,F,Construction,2020-06-25
Reports d'échéances fiscales,518.00,16304620.00,27,Bourgogne-Franche-Comté,G,Commerce,2020-06-25
Reports d'échéances fiscales,78.00,2065290.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,286.00,1533451.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,25.00,929885.00,27,Bourgogne-Franche-Comté,J,Information et communication,2020-06-25
Reports d'échéances fiscales,62.00,2474091.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,177.00,2060631.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,194.00,3387246.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,62.00,1498938.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,14.00,42227.00,27,Bourgogne-Franche-Comté,P,Enseignement,2020-06-25
Reports d'échéances fiscales,84.00,2608728.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,39.00,4535346.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,64.00,267578.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,40.00,545813.00,27,Bourgogne-Franche-Comté,Z,Non connu,2020-06-25
Reports d'échéances fiscales,22.00,291089.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2020-06-25
Reports d'échéances fiscales,299.00,20087374.00,53,Bretagne,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,4.00,70951.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-25
Reports d'échéances fiscales,351.00,13605962.00,53,Bretagne,F,Construction,2020-06-25
Reports d'échéances fiscales,730.00,16954834.00,53,Bretagne,G,Commerce,2020-06-25
Reports d'échéances fiscales,81.00,3847001.00,53,Bretagne,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,576.00,7780969.00,53,Bretagne,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,59.00,3337936.00,53,Bretagne,J,Information et communication,2020-06-25
Reports d'échéances fiscales,185.00,7125476.00,53,Bretagne,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,263.00,3725498.00,53,Bretagne,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,298.00,5815572.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,106.00,2660328.00,53,Bretagne,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,41.00,496193.00,53,Bretagne,P,Enseignement,2020-06-25
Reports d'échéances fiscales,108.00,5810722.00,53,Bretagne,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,56.00,1009376.00,53,Bretagne,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,77.00,219311.00,53,Bretagne,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,21.00,450497.00,53,Bretagne,Z,Non connu,2020-06-25
Reports d'échéances fiscales,15.00,529155.00,24,Centre-Val de Loire,A,"Agriculture, sylviculture et pêche",2020-06-25
Reports d'échéances fiscales,218.00,14490087.00,24,Centre-Val de Loire,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,3.00,19533.00,24,Centre-Val de Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-25
Reports d'échéances fiscales,190.00,3507705.00,24,Centre-Val de Loire,F,Construction,2020-06-25
Reports d'échéances fiscales,460.00,17138970.00,24,Centre-Val de Loire,G,Commerce,2020-06-25
Reports d'échéances fiscales,82.00,2005487.00,24,Centre-Val de Loire,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,248.00,1754105.00,24,Centre-Val de Loire,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,37.00,836972.00,24,Centre-Val de Loire,J,Information et communication,2020-06-25
Reports d'échéances fiscales,98.00,1714359.00,24,Centre-Val de Loire,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,173.00,1267154.00,24,Centre-Val de Loire,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,154.00,2790734.00,24,Centre-Val de Loire,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,60.00,1072378.00,24,Centre-Val de Loire,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,17.00,100407.00,24,Centre-Val de Loire,P,Enseignement,2020-06-25
Reports d'échéances fiscales,66.00,5139814.00,24,Centre-Val de Loire,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,22.00,1043103.00,24,Centre-Val de Loire,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,55.00,188875.00,24,Centre-Val de Loire,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,33.00,238811.00,24,Centre-Val de Loire,Z,Non connu,2020-06-25
Reports d'échéances fiscales,7.00,43204.00,94,Corse,A,"Agriculture, sylviculture et pêche",2020-06-25
Reports d'échéances fiscales,29.00,1004924.00,94,Corse,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,8.00,837421.00,94,Corse,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-06-25
Reports d'échéances fiscales,70.00,1982878.00,94,Corse,F,Construction,2020-06-25
Reports d'échéances fiscales,161.00,2350966.00,94,Corse,G,Commerce,2020-06-25
Reports d'échéances fiscales,17.00,221935.00,94,Corse,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,112.00,1389917.00,94,Corse,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,8.00,272199.00,94,Corse,J,Information et communication,2020-06-25
Reports d'échéances fiscales,21.00,372975.00,94,Corse,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,54.00,602905.00,94,Corse,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,49.00,358418.00,94,Corse,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,22.00,351131.00,94,Corse,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,5.00,9534.00,94,Corse,P,Enseignement,2020-06-25
Reports d'échéances fiscales,22.00,286754.00,94,Corse,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,10.00,989674.00,94,Corse,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,9.00,36387.00,94,Corse,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,8.00,200751.00,94,Corse,Z,Non connu,2020-06-25
Reports d'échéances fiscales,79.00,1903254.00,44,Grand Est,A,"Agriculture, sylviculture et pêche",2020-06-25
Reports d'échéances fiscales,459.00,45907068.00,44,Grand Est,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,3.00,5229.00,44,Grand Est,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-06-25
Reports d'échéances fiscales,18.00,813989.00,44,Grand Est,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-25
Reports d'échéances fiscales,516.00,9891150.00,44,Grand Est,F,Construction,2020-06-25
Reports d'échéances fiscales,1100.00,44350548.00,44,Grand Est,G,Commerce,2020-06-25
Reports d'échéances fiscales,126.00,5013232.00,44,Grand Est,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,562.00,6670063.00,44,Grand Est,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,75.00,1210614.00,44,Grand Est,J,Information et communication,2020-06-25
Reports d'échéances fiscales,217.00,6184012.00,44,Grand Est,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,432.00,5344786.00,44,Grand Est,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,387.00,6649405.00,44,Grand Est,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,174.00,3350204.00,44,Grand Est,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,58.00,949350.00,44,Grand Est,P,Enseignement,2020-06-25
Reports d'échéances fiscales,221.00,6547839.00,44,Grand Est,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,65.00,3903434.00,44,Grand Est,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,124.00,664210.00,44,Grand Est,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,45.00,914359.00,44,Grand Est,Z,Non connu,2020-06-25
Reports d'échéances fiscales,7.00,117479.00,01,Guadeloupe,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,4.00,195560.00,01,Guadeloupe,F,Construction,2020-06-25
Reports d'échéances fiscales,26.00,1697407.00,01,Guadeloupe,G,Commerce,2020-06-25
Reports d'échéances fiscales,4.00,25152.00,01,Guadeloupe,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,4.00,72931.00,01,Guadeloupe,J,Information et communication,2020-06-25
Reports d'échéances fiscales,4.00,6618.00,01,Guadeloupe,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,6.00,601277.00,01,Guadeloupe,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,4.00,72587.00,01,Guadeloupe,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,7.00,79578.00,01,Guadeloupe,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,7.00,227632.00,01,Guadeloupe,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,8.00,2649571.00,01,Guadeloupe,Z,Non connu,2020-06-25
Reports d'échéances fiscales,3.00,74473.00,03,Guyane,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,53.00,1301969.00,03,Guyane,G,Commerce,2020-06-25
Reports d'échéances fiscales,6.00,184487.00,03,Guyane,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,6.00,55874.00,03,Guyane,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,3.00,42981.00,03,Guyane,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,4.00,28265.00,03,Guyane,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,5.00,221821.00,03,Guyane,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,5.00,57241.00,03,Guyane,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,5.00,170083.00,03,Guyane,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,10.00,127938.00,03,Guyane,Z,Non connu,2020-06-25
Reports d'échéances fiscales,10.00,344330.00,32,Hauts-de-France,A,"Agriculture, sylviculture et pêche",2020-06-25
Reports d'échéances fiscales,434.00,61220155.00,32,Hauts-de-France,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,32.00,615548.00,32,Hauts-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-06-25
Reports d'échéances fiscales,17.00,1513926.00,32,Hauts-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-25
Reports d'échéances fiscales,453.00,34174376.00,32,Hauts-de-France,F,Construction,2020-06-25
Reports d'échéances fiscales,1109.00,109300772.00,32,Hauts-de-France,G,Commerce,2020-06-25
Reports d'échéances fiscales,163.00,6033508.00,32,Hauts-de-France,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,601.00,5312787.00,32,Hauts-de-France,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,117.00,5817743.00,32,Hauts-de-France,J,Information et communication,2020-06-25
Reports d'échéances fiscales,212.00,3895795.00,32,Hauts-de-France,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,343.00,4800670.00,32,Hauts-de-France,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,437.00,10531940.00,32,Hauts-de-France,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,191.00,9384870.00,32,Hauts-de-France,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,75.00,573762.00,32,Hauts-de-France,P,Enseignement,2020-06-25
Reports d'échéances fiscales,174.00,4786756.00,32,Hauts-de-France,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,60.00,2963586.00,32,Hauts-de-France,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,185.00,993962.00,32,Hauts-de-France,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,33.00,461424.00,32,Hauts-de-France,Z,Non connu,2020-06-25
Reports d'échéances fiscales,480.00,102801132.00,11,Île-de-France,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,58.00,5262913.00,11,Île-de-France,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-06-25
Reports d'échéances fiscales,12.00,396061.00,11,Île-de-France,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-25
Reports d'échéances fiscales,787.00,29060080.00,11,Île-de-France,F,Construction,2020-06-25
Reports d'échéances fiscales,1884.00,176666745.00,11,Île-de-France,G,Commerce,2020-06-25
Reports d'échéances fiscales,348.00,49087314.00,11,Île-de-France,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,1043.00,25992459.00,11,Île-de-France,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,684.00,121643344.00,11,Île-de-France,J,Information et communication,2020-06-25
Reports d'échéances fiscales,577.00,63403386.00,11,Île-de-France,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,756.00,58707753.00,11,Île-de-France,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,1884.00,109903336.00,11,Île-de-France,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,546.00,42228603.00,11,Île-de-France,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,191.00,12352274.00,11,Île-de-France,P,Enseignement,2020-06-25
Reports d'échéances fiscales,522.00,14047459.00,11,Île-de-France,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,126.00,4914969.00,11,Île-de-France,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,285.00,6155541.00,11,Île-de-France,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,106.00,6110720.00,11,Île-de-France,Z,Non connu,2020-06-25
Reports d'échéances fiscales,65.00,2859006.00,04,La Réunion,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,53.00,1182151.00,04,La Réunion,F,Construction,2020-06-25
Reports d'échéances fiscales,200.00,6096669.00,04,La Réunion,G,Commerce,2020-06-25
Reports d'échéances fiscales,26.00,394736.00,04,La Réunion,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,46.00,670822.00,04,La Réunion,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,23.00,162962.00,04,La Réunion,J,Information et communication,2020-06-25
Reports d'échéances fiscales,31.00,2272199.00,04,La Réunion,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,69.00,1236619.00,04,La Réunion,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,56.00,1771851.00,04,La Réunion,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,27.00,294713.00,04,La Réunion,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,16.00,93797.00,04,La Réunion,P,Enseignement,2020-06-25
Reports d'échéances fiscales,26.00,1010477.00,04,La Réunion,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,6.00,1748568.00,04,La Réunion,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,11.00,24127.00,04,La Réunion,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,3.00,532509.00,04,La Réunion,Z,Non connu,2020-06-25
Reports d'échéances fiscales,10.00,538105.00,02,Martinique,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,12.00,195150.00,02,Martinique,F,Construction,2020-06-25
Reports d'échéances fiscales,49.00,3219410.00,02,Martinique,G,Commerce,2020-06-25
Reports d'échéances fiscales,9.00,2018537.00,02,Martinique,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,8.00,34043.00,02,Martinique,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,8.00,504316.00,02,Martinique,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,16.00,481944.00,02,Martinique,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,12.00,104984.00,02,Martinique,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,6.00,310517.00,02,Martinique,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,6.00,356791.00,02,Martinique,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,4.00,242076.00,02,Martinique,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,14.00,135900.00,02,Martinique,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,7.00,397050.00,02,Martinique,Z,Non connu,2020-06-25
Reports d'échéances fiscales,10.00,129707.00,06,Mayotte,G,Commerce,2020-06-25
Reports d'échéances fiscales,3.00,16009.00,06,Mayotte,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,3.00,32875.00,06,Mayotte,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,6.00,56640.00,06,Mayotte,Z,Non connu,2020-06-25
Reports d'échéances fiscales,10.00,88566.00,28,Normandie,A,"Agriculture, sylviculture et pêche",2020-06-25
Reports d'échéances fiscales,245.00,13336229.00,28,Normandie,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,5.00,137997.00,28,Normandie,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-25
Reports d'échéances fiscales,274.00,6308063.00,28,Normandie,F,Construction,2020-06-25
Reports d'échéances fiscales,629.00,15436949.00,28,Normandie,G,Commerce,2020-06-25
Reports d'échéances fiscales,107.00,3450073.00,28,Normandie,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,363.00,3283505.00,28,Normandie,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,32.00,405605.00,28,Normandie,J,Information et communication,2020-06-25
Reports d'échéances fiscales,106.00,2017612.00,28,Normandie,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,214.00,2207993.00,28,Normandie,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,259.00,3950896.00,28,Normandie,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,86.00,5282574.00,28,Normandie,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,34.00,399028.00,28,Normandie,P,Enseignement,2020-06-25
Reports d'échéances fiscales,118.00,2107018.00,28,Normandie,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,58.00,1637214.00,28,Normandie,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,65.00,206618.00,28,Normandie,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,24.00,507064.00,28,Normandie,Z,Non connu,2020-06-25
Reports d'échéances fiscales,120.00,5931811.00,75,Nouvelle-Aquitaine,A,"Agriculture, sylviculture et pêche",2020-06-25
Reports d'échéances fiscales,9.00,4256951.00,75,Nouvelle-Aquitaine,B,Industries extractives,2020-06-25
Reports d'échéances fiscales,601.00,40602531.00,75,Nouvelle-Aquitaine,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,9.00,67858.00,75,Nouvelle-Aquitaine,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-06-25
Reports d'échéances fiscales,10.00,209375.00,75,Nouvelle-Aquitaine,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-25
Reports d'échéances fiscales,640.00,20044907.00,75,Nouvelle-Aquitaine,F,Construction,2020-06-25
Reports d'échéances fiscales,1520.00,41587300.00,75,Nouvelle-Aquitaine,G,Commerce,2020-06-25
Reports d'échéances fiscales,164.00,6130225.00,75,Nouvelle-Aquitaine,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,938.00,8808048.00,75,Nouvelle-Aquitaine,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,88.00,5596999.00,75,Nouvelle-Aquitaine,J,Information et communication,2020-06-25
Reports d'échéances fiscales,287.00,7028833.00,75,Nouvelle-Aquitaine,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,571.00,6194515.00,75,Nouvelle-Aquitaine,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,550.00,8242790.00,75,Nouvelle-Aquitaine,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,272.00,5497163.00,75,Nouvelle-Aquitaine,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,93.00,866964.00,75,Nouvelle-Aquitaine,P,Enseignement,2020-06-25
Reports d'échéances fiscales,223.00,12096434.00,75,Nouvelle-Aquitaine,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,93.00,1797817.00,75,Nouvelle-Aquitaine,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,201.00,812827.00,75,Nouvelle-Aquitaine,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,54.00,3695092.00,75,Nouvelle-Aquitaine,Z,Non connu,2020-06-25
Reports d'échéances fiscales,57.00,984281.00,76,Occitanie,A,"Agriculture, sylviculture et pêche",2020-06-25
Reports d'échéances fiscales,4.00,553419.00,76,Occitanie,B,Industries extractives,2020-06-25
Reports d'échéances fiscales,387.00,22968361.00,76,Occitanie,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,11.00,776033.00,76,Occitanie,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-06-25
Reports d'échéances fiscales,538.00,21108987.00,76,Occitanie,F,Construction,2020-06-25
Reports d'échéances fiscales,1258.00,36101506.00,76,Occitanie,G,Commerce,2020-06-25
Reports d'échéances fiscales,163.00,6599370.00,76,Occitanie,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,764.00,8105041.00,76,Occitanie,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,107.00,2522918.00,76,Occitanie,J,Information et communication,2020-06-25
Reports d'échéances fiscales,211.00,14777876.00,76,Occitanie,K,Activités financières et d'assurance,2020-06-25
Reports d'échéances fiscales,488.00,9357129.00,76,Occitanie,L,Activités immobilières,2020-06-25
Reports d'échéances fiscales,436.00,10000102.00,76,Occitanie,M,"Activités spécialisées, scientifiques et techniques",2020-06-25
Reports d'échéances fiscales,226.00,6820852.00,76,Occitanie,N,Activités de services administratifs et de soutien,2020-06-25
Reports d'échéances fiscales,57.00,310031.00,76,Occitanie,P,Enseignement,2020-06-25
Reports d'échéances fiscales,179.00,6339337.00,76,Occitanie,Q,Santé humaine et action sociale,2020-06-25
Reports d'échéances fiscales,95.00,3651921.00,76,Occitanie,R,"Arts, spectacles et activités récréatives",2020-06-25
Reports d'échéances fiscales,229.00,1279389.00,76,Occitanie,S,Autres activités de services,2020-06-25
Reports d'échéances fiscales,87.00,1064767.00,76,Occitanie,Z,Non connu,2020-06-25
Reports d'échéances fiscales,25.00,585216.00,52,Pays de la Loire,A,"Agriculture, sylviculture et pêche",2020-06-25
Reports d'échéances fiscales,4.00,179921.00,52,Pays de la Loire,B,Industries extractives,2020-06-25
Reports d'échéances fiscales,465.00,35624701.00,52,Pays de la Loire,C,Industrie manufacturière,2020-06-25
Reports d'échéances fiscales,3.00,39918.00,52,Pays de la Loire,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2020-06-25
Reports d'échéances fiscales,3.00,68970.00,52,Pays de la Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2020-06-25
Reports d'échéances fiscales,425.00,7825606.00,52,Pays de la Loire,F,Construction,2020-06-25
Reports d'échéances fiscales,889.00,28996038.00,52,Pays de la Loire,G,Commerce,2020-06-25
Reports d'échéances fiscales,127.00,2896933.00,52,Pays de la Loire,H,Transports et entreposage,2020-06-25
Reports d'échéances fiscales,538.00,5329801.00,52,Pays de la Loire,I,Hébergement et restauration,2020-06-25
Reports d'échéances fiscales,82.00,3433233.00,52,Pays de la Loire,J,Information et communication,2020-06-25
Reports d'échéances fiscales,220.00,7150997.00,52,Pays de la Loire,K,Activités financières et d'assurance,2020-06-25
