dispositif,nombre_pge,montant_total,reg,libelle_region,code_section,libelle_section,date_maj
Prêts garantis par l'Etat,2100.00,110759164.00,84,Auvergne-Rhône-Alpes,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,18.00,6202000.00,84,Auvergne-Rhône-Alpes,B,Industries extractives,2021-03-05
Prêts garantis par l'Etat,7657.00,2739404368.00,84,Auvergne-Rhône-Alpes,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,15.00,1035830.00,84,Auvergne-Rhône-Alpes,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-03-05
Prêts garantis par l'Etat,188.00,70211753.00,84,Auvergne-Rhône-Alpes,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,12158.00,1508548888.00,84,Auvergne-Rhône-Alpes,F,Construction,2021-03-05
Prêts garantis par l'Etat,19441.00,3747207168.00,84,Auvergne-Rhône-Alpes,G,Commerce,2021-03-05
Prêts garantis par l'Etat,2376.00,472621326.00,84,Auvergne-Rhône-Alpes,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,12972.00,1157148811.00,84,Auvergne-Rhône-Alpes,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,1641.00,420023618.00,84,Auvergne-Rhône-Alpes,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,1412.00,1263361748.00,84,Auvergne-Rhône-Alpes,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,1935.00,202956383.00,84,Auvergne-Rhône-Alpes,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,7604.00,1646370128.00,84,Auvergne-Rhône-Alpes,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,3187.00,433319705.00,84,Auvergne-Rhône-Alpes,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,1740.00,113563457.00,84,Auvergne-Rhône-Alpes,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,5322.00,333375206.00,84,Auvergne-Rhône-Alpes,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,1703.00,340429297.00,84,Auvergne-Rhône-Alpes,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,4842.00,156686160.00,84,Auvergne-Rhône-Alpes,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,78.00,8525890.00,84,Auvergne-Rhône-Alpes,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,1300.00,108271822.00,27,Bourgogne-Franche-Comté,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,14.00,4922500.00,27,Bourgogne-Franche-Comté,B,Industries extractives,2021-03-05
Prêts garantis par l'Etat,2301.00,895563870.00,27,Bourgogne-Franche-Comté,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,3.00,137000.00,27,Bourgogne-Franche-Comté,D,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",2021-03-05
Prêts garantis par l'Etat,67.00,16782754.00,27,Bourgogne-Franche-Comté,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,3362.00,348552109.00,27,Bourgogne-Franche-Comté,F,Construction,2021-03-05
Prêts garantis par l'Etat,5948.00,899974148.00,27,Bourgogne-Franche-Comté,G,Commerce,2021-03-05
Prêts garantis par l'Etat,578.00,83838870.00,27,Bourgogne-Franche-Comté,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,3509.00,233070508.00,27,Bourgogne-Franche-Comté,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,285.00,39159763.00,27,Bourgogne-Franche-Comté,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,368.00,302620969.00,27,Bourgogne-Franche-Comté,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,454.00,36435866.00,27,Bourgogne-Franche-Comté,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,1535.00,238902617.00,27,Bourgogne-Franche-Comté,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,690.00,115563045.00,27,Bourgogne-Franche-Comté,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,409.00,25114682.00,27,Bourgogne-Franche-Comté,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,1532.00,82345576.00,27,Bourgogne-Franche-Comté,Q,Santé humaine et action sociale,2021-03-05
Prêts garantis par l'Etat,489.00,45638665.00,27,Bourgogne-Franche-Comté,R,"Arts, spectacles et activités récréatives",2021-03-05
Prêts garantis par l'Etat,1548.00,40263007.00,27,Bourgogne-Franche-Comté,S,Autres activités de services,2021-03-05
Prêts garantis par l'Etat,29.00,3010813.00,27,Bourgogne-Franche-Comté,Z,Non connu,2021-03-05
Prêts garantis par l'Etat,627.00,59774554.00,53,Bretagne,A,"Agriculture, sylviculture et pêche",2021-03-05
Prêts garantis par l'Etat,4.00,978316.00,53,Bretagne,B,Industries extractives,2021-03-05
Prêts garantis par l'Etat,1935.00,555913459.00,53,Bretagne,C,Industrie manufacturière,2021-03-05
Prêts garantis par l'Etat,42.00,16841000.00,53,Bretagne,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution",2021-03-05
Prêts garantis par l'Etat,3241.00,388392972.00,53,Bretagne,F,Construction,2021-03-05
Prêts garantis par l'Etat,5988.00,954882619.00,53,Bretagne,G,Commerce,2021-03-05
Prêts garantis par l'Etat,521.00,197154033.00,53,Bretagne,H,Transports et entreposage,2021-03-05
Prêts garantis par l'Etat,4849.00,376059000.00,53,Bretagne,I,Hébergement et restauration,2021-03-05
Prêts garantis par l'Etat,432.00,108287588.00,53,Bretagne,J,Information et communication,2021-03-05
Prêts garantis par l'Etat,406.00,1027484713.00,53,Bretagne,K,Activités financières et d'assurance,2021-03-05
Prêts garantis par l'Etat,481.00,50736248.00,53,Bretagne,L,Activités immobilières,2021-03-05
Prêts garantis par l'Etat,1760.00,332289005.00,53,Bretagne,M,"Activités spécialisées, scientifiques et techniques",2021-03-05
Prêts garantis par l'Etat,814.00,523338786.00,53,Bretagne,N,Activités de services administratifs et de soutien,2021-03-05
Prêts garantis par l'Etat,473.00,23751629.00,53,Bretagne,P,Enseignement,2021-03-05
Prêts garantis par l'Etat,1857.00,82434641.00,53,Bretagne,Q,Santé humaine et action sociale,2021-03-05
